code,year,d_nutritional_deficiencies,d_proteinenergy_malnutrition,d_maternal_disorders
AFG,1990,2087,2054,2655
AFG,1991,2153,2119,2885
AFG,1992,2441,2404,3315
AFG,1993,2837,2797,3671
AFG,1994,3081,3038,3863
AFG,1995,3131,3087,4035
AFG,1996,3175,3130,4203
AFG,1997,3250,3203,4351
AFG,1998,3193,3145,4397
AFG,1999,3115,3068,4327
AFG,2000,3060,3013,4271
AFG,2001,2973,2924,4385
AFG,2002,2795,2746,4498
AFG,2003,3039,2984,4702
AFG,2004,3033,2978,4799
AFG,2005,2879,2824,4936
AFG,2006,2727,2675,4884
AFG,2007,2488,2439,4990
AFG,2008,2277,2231,5020
AFG,2009,2040,1998,5013
AFG,2010,1974,1932,4940
AFG,2011,1846,1805,4857
AFG,2012,1705,1667,4736
AFG,2013,1690,1651,4623
AFG,2014,1617,1579,4470
AFG,2015,1505,1469,4320
AFG,2016,1452,1416,4212
AFG,2017,1367,1332,4123
AFG,2018,1279,1245,4102
AFG,2019,1244,1210,4038
WHO,1990,215934,208628,77668
WHO,1991,216068,208785,78143
WHO,1992,217480,210192,79202
WHO,1993,217090,209852,79594
WHO,1994,215874,208675,80682
WHO,1995,213775,206636,80878
WHO,1996,210452,203405,81732
WHO,1997,207241,200289,82906
WHO,1998,204485,197634,85047
WHO,1999,200991,194314,87025
WHO,2000,195624,189269,88500
WHO,2001,188347,182390,90121
WHO,2002,182910,177278,92591
WHO,2003,175227,169874,95596
WHO,2004,168344,163232,98071
WHO,2005,163907,159014,99452
WHO,2006,158053,153330,100304
WHO,2007,151048,146513,100767
WHO,2008,143418,139051,100614
WHO,2009,136904,132650,101003
WHO,2010,131125,126961,100748
WHO,2011,127263,123154,100550
WHO,2012,123130,119060,99221
WHO,2013,120077,116021,97999
WHO,2014,117086,113054,96746
WHO,2015,114234,110216,94701
WHO,2016,112307,108266,93796
WHO,2017,110048,105990,92905
WHO,2018,103714,99740,92260
WHO,2019,98704,94780,91905
ALB,1990,37,35,26
ALB,1991,42,40,24
ALB,1992,44,42,21
ALB,1993,46,44,18
ALB,1994,46,44,14
ALB,1995,48,46,13
ALB,1996,46,44,12
ALB,1997,43,41,11
ALB,1998,38,36,9
ALB,1999,31,30,8
ALB,2000,22,21,8
ALB,2001,16,15,6
ALB,2002,13,11,6
ALB,2003,10,9,6
ALB,2004,8,7,5
ALB,2005,7,6,6
ALB,2006,6,5,5
ALB,2007,6,4,5
ALB,2008,5,4,5
ALB,2009,5,4,4
ALB,2010,5,4,4
ALB,2011,5,4,4
ALB,2012,5,4,4
ALB,2013,5,4,4
ALB,2014,5,4,3
ALB,2015,5,4,3
ALB,2016,5,4,3
ALB,2017,5,4,3
ALB,2018,5,3,3
ALB,2019,5,3,3
DZA,1990,453,422,1634
DZA,1991,439,408,1541
DZA,1992,427,396,1482
DZA,1993,417,386,1422
DZA,1994,402,370,1356
DZA,1995,385,354,1295
DZA,1996,367,336,1229
DZA,1997,356,326,1167
DZA,1998,342,313,1093
DZA,1999,324,295,1069
DZA,2000,308,279,1027
DZA,2001,283,255,993
DZA,2002,253,228,982
DZA,2003,223,200,923
DZA,2004,201,178,892
DZA,2005,183,162,876
DZA,2006,167,146,867
DZA,2007,153,133,861
DZA,2008,141,122,852
DZA,2009,132,113,840
DZA,2010,126,108,809
DZA,2011,123,104,781
DZA,2012,120,101,748
DZA,2013,118,100,721
DZA,2014,119,99,692
DZA,2015,118,98,695
DZA,2016,116,96,677
DZA,2017,114,94,659
DZA,2018,114,93,654
DZA,2019,114,92,638
ASM,1990,2,2,1
ASM,1991,2,2,1
ASM,1992,2,2,1
ASM,1993,2,2,1
ASM,1994,2,2,1
ASM,1995,2,2,1
ASM,1996,2,2,1
ASM,1997,2,2,1
ASM,1998,2,2,1
ASM,1999,2,2,1
ASM,2000,2,2,1
ASM,2001,2,2,1
ASM,2002,2,2,1
ASM,2003,2,2,1
ASM,2004,2,2,1
ASM,2005,2,2,1
ASM,2006,2,2,1
ASM,2007,2,2,1
ASM,2008,2,2,1
ASM,2009,2,2,1
ASM,2010,2,2,1
ASM,2011,2,2,1
ASM,2012,2,2,1
ASM,2013,2,2,1
ASM,2014,2,2,1
ASM,2015,2,2,1
ASM,2016,2,2,1
ASM,2017,2,2,1
ASM,2018,2,2,1
ASM,2019,2,2,1
AND,1990,0,0,0
AND,1991,0,0,0
AND,1992,0,0,0
AND,1993,0,0,0
AND,1994,0,0,0
AND,1995,0,0,0
AND,1996,0,0,0
AND,1997,0,0,0
AND,1998,0,0,0
AND,1999,0,0,0
AND,2000,0,0,0
AND,2001,0,0,0
AND,2002,0,0,0
AND,2003,0,0,0
AND,2004,0,0,0
AND,2005,0,0,0
AND,2006,0,0,0
AND,2007,0,0,0
AND,2008,0,0,0
AND,2009,0,0,0
AND,2010,0,0,0
AND,2011,0,0,0
AND,2012,0,0,0
AND,2013,0,0,0
AND,2014,0,0,0
AND,2015,0,0,0
AND,2016,0,0,0
AND,2017,0,0,0
AND,2018,0,0,0
AND,2019,0,0,0
AGO,1990,12232,11942,1662
AGO,1991,12199,11912,1680
AGO,1992,12147,11864,1718
AGO,1993,12121,11838,1813
AGO,1994,11921,11644,1897
AGO,1995,11580,11314,1887
AGO,1996,11048,10802,1768
AGO,1997,10507,10277,1754
AGO,1998,10132,9910,1889
AGO,1999,9713,9502,1983
AGO,2000,9327,9131,1993
AGO,2001,9004,8824,1978
AGO,2002,8540,8374,1932
AGO,2003,8235,8076,2080
AGO,2004,8346,8189,2107
AGO,2005,7960,7810,2205
AGO,2006,7543,7398,2280
AGO,2007,7168,7029,2307
AGO,2008,6738,6602,2295
AGO,2009,6231,6098,2335
AGO,2010,5928,5798,2332
AGO,2011,5462,5335,2323
AGO,2012,5074,4950,2304
AGO,2013,4642,4523,2263
AGO,2014,4244,4130,2200
AGO,2015,3970,3858,2166
AGO,2016,3698,3587,2113
AGO,2017,3348,3240,2116
AGO,2018,3108,3000,2096
AGO,2019,3015,2906,2069
ATG,1990,4,3,0
ATG,1991,4,4,0
ATG,1992,4,4,0
ATG,1993,4,4,0
ATG,1994,4,4,0
ATG,1995,3,3,0
ATG,1996,3,3,0
ATG,1997,3,3,0
ATG,1998,3,3,0
ATG,1999,3,3,0
ATG,2000,3,3,0
ATG,2001,3,3,0
ATG,2002,3,3,0
ATG,2003,3,2,0
ATG,2004,3,2,0
ATG,2005,2,2,0
ATG,2006,2,2,0
ATG,2007,3,3,0
ATG,2008,3,3,0
ATG,2009,2,2,0
ATG,2010,2,2,0
ATG,2011,2,2,0
ATG,2012,2,2,0
ATG,2013,2,2,0
ATG,2014,2,2,0
ATG,2015,3,3,0
ATG,2016,3,3,0
ATG,2017,3,3,0
ATG,2018,3,3,0
ATG,2019,3,3,0
ARG,1990,1323,1277,448
ARG,1991,1323,1275,433
ARG,1992,1322,1272,418
ARG,1993,1303,1252,406
ARG,1994,1297,1246,372
ARG,1995,1369,1314,388
ARG,1996,1452,1392,408
ARG,1997,1585,1519,396
ARG,1998,1712,1635,404
ARG,1999,1791,1703,423
ARG,2000,1779,1693,399
ARG,2001,1806,1718,437
ARG,2002,1903,1810,473
ARG,2003,1886,1792,460
ARG,2004,1751,1664,448
ARG,2005,1614,1536,429
ARG,2006,1537,1461,450
ARG,2007,1514,1440,467
ARG,2008,1417,1349,438
ARG,2009,1368,1304,489
ARG,2010,1352,1284,440
ARG,2011,1320,1250,418
ARG,2012,1290,1218,391
ARG,2013,1269,1199,384
ARG,2014,1245,1176,395
ARG,2015,1263,1189,398
ARG,2016,1303,1224,378
ARG,2017,1328,1249,378
ARG,2018,1314,1239,376
ARG,2019,1330,1255,377
ARM,1990,57,23,31
ARM,1991,58,24,22
ARM,1992,66,27,17
ARM,1993,69,28,21
ARM,1994,65,27,19
ARM,1995,61,24,20
ARM,1996,57,23,15
ARM,1997,53,21,17
ARM,1998,51,20,12
ARM,1999,49,19,14
ARM,2000,44,18,16
ARM,2001,39,16,9
ARM,2002,33,13,5
ARM,2003,26,10,10
ARM,2004,16,6,9
ARM,2005,11,4,9
ARM,2006,7,3,11
ARM,2007,6,2,8
ARM,2008,5,2,14
ARM,2009,5,2,12
ARM,2010,5,2,7
ARM,2011,4,2,8
ARM,2012,4,1,7
ARM,2013,3,1,9
ARM,2014,3,1,9
ARM,2015,4,1,9
ARM,2016,4,1,12
ARM,2017,4,1,9
ARM,2018,4,1,8
ARM,2019,4,1,8
AUS,1990,77,47,19
AUS,1991,79,49,14
AUS,1992,84,52,15
AUS,1993,89,58,20
AUS,1994,97,64,24
AUS,1995,101,68,23
AUS,1996,106,73,18
AUS,1997,109,78,22
AUS,1998,116,84,15
AUS,1999,121,90,26
AUS,2000,124,94,17
AUS,2001,125,97,17
AUS,2002,132,102,17
AUS,2003,134,104,13
AUS,2004,137,108,15
AUS,2005,137,106,14
AUS,2006,137,106,18
AUS,2007,138,107,14
AUS,2008,138,108,12
AUS,2009,137,107,18
AUS,2010,139,110,19
AUS,2011,138,110,19
AUS,2012,136,111,19
AUS,2013,134,110,11
AUS,2014,141,116,13
AUS,2015,145,120,12
AUS,2016,150,125,14
AUS,2017,154,127,13
AUS,2018,159,132,13
AUS,2019,164,136,13
AUT,1990,12,1,7
AUT,1991,10,1,8
AUT,1992,9,1,7
AUT,1993,8,1,6
AUT,1994,7,1,8
AUT,1995,6,1,3
AUT,1996,6,1,5
AUT,1997,5,1,4
AUT,1998,5,1,4
AUT,1999,4,1,3
AUT,2000,4,1,3
AUT,2001,4,1,5
AUT,2002,5,1,2
AUT,2003,6,1,2
AUT,2004,6,1,3
AUT,2005,7,1,3
AUT,2006,7,1,2
AUT,2007,8,1,3
AUT,2008,8,1,2
AUT,2009,8,1,2
AUT,2010,9,2,2
AUT,2011,9,2,3
AUT,2012,10,2,2
AUT,2013,9,2,2
AUT,2014,10,2,5
AUT,2015,10,2,4
AUT,2016,11,2,4
AUT,2017,12,2,3
AUT,2018,12,2,3
AUT,2019,12,2,3
AZE,1990,161,134,75
AZE,1991,155,129,81
AZE,1992,154,126,90
AZE,1993,146,119,91
AZE,1994,140,114,89
AZE,1995,127,103,81
AZE,1996,117,94,73
AZE,1997,108,87,66
AZE,1998,100,79,61
AZE,1999,89,69,57
AZE,2000,77,59,53
AZE,2001,67,50,47
AZE,2002,61,45,44
AZE,2003,57,42,43
AZE,2004,54,39,45
AZE,2005,51,37,48
AZE,2006,46,33,47
AZE,2007,42,29,47
AZE,2008,40,28,46
AZE,2009,38,26,46
AZE,2010,37,25,47
AZE,2011,35,24,46
AZE,2012,34,23,44
AZE,2013,33,22,39
AZE,2014,33,22,37
AZE,2015,31,20,36
AZE,2016,30,20,34
AZE,2017,30,19,33
AZE,2018,29,18,33
AZE,2019,29,18,32
BHS,1990,7,6,3
BHS,1991,7,6,3
BHS,1992,7,6,4
BHS,1993,7,6,3
BHS,1994,7,6,3
BHS,1995,7,6,3
BHS,1996,7,6,3
BHS,1997,6,6,3
BHS,1998,6,5,3
BHS,1999,6,5,4
BHS,2000,6,5,3
BHS,2001,6,5,3
BHS,2002,5,5,3
BHS,2003,5,5,3
BHS,2004,5,5,3
BHS,2005,5,4,3
BHS,2006,5,4,4
BHS,2007,5,4,4
BHS,2008,5,4,4
BHS,2009,5,4,4
BHS,2010,5,4,4
BHS,2011,5,4,5
BHS,2012,5,4,5
BHS,2013,5,4,5
BHS,2014,5,4,4
BHS,2015,5,4,4
BHS,2016,5,4,4
BHS,2017,5,4,4
BHS,2018,5,4,4
BHS,2019,6,5,4
BHR,1990,3,3,6
BHR,1991,3,3,6
BHR,1992,3,3,5
BHR,1993,3,3,5
BHR,1994,3,3,5
BHR,1995,3,3,4
BHR,1996,4,3,5
BHR,1997,4,4,6
BHR,1998,4,4,6
BHR,1999,4,4,7
BHR,2000,4,3,6
BHR,2001,3,3,7
BHR,2002,4,4,6
BHR,2003,4,4,5
BHR,2004,4,4,5
BHR,2005,4,4,5
BHR,2006,4,4,5
BHR,2007,4,4,5
BHR,2008,4,4,5
BHR,2009,4,4,5
BHR,2010,4,4,5
BHR,2011,4,4,5
BHR,2012,4,3,6
BHR,2013,3,3,6
BHR,2014,3,3,7
BHR,2015,3,3,7
BHR,2016,3,3,6
BHR,2017,4,3,6
BHR,2018,4,3,5
BHR,2019,4,3,5
BGD,1990,66762,59257,19147
BGD,1991,59285,53226,16792
BGD,1992,54820,49321,16960
BGD,1993,49769,44844,16291
BGD,1994,47194,42599,15901
BGD,1995,43958,39524,16017
BGD,1996,40653,36436,14980
BGD,1997,37168,33164,13865
BGD,1998,33838,30010,12425
BGD,1999,30998,27301,11105
BGD,2000,28839,25104,10984
BGD,2001,26065,22464,10249
BGD,2002,23249,19783,10057
BGD,2003,20281,16985,9552
BGD,2004,17604,14492,8914
BGD,2005,15153,12107,8888
BGD,2006,13256,10300,8687
BGD,2007,12076,9194,8083
BGD,2008,10812,8009,7432
BGD,2009,9739,7005,7008
BGD,2010,8793,6149,6938
BGD,2011,7706,5309,6848
BGD,2012,6792,4550,7283
BGD,2013,6259,4024,7343
BGD,2014,5974,3634,7371
BGD,2015,5703,3478,7439
BGD,2016,5311,3109,7204
BGD,2017,5107,2848,6913
BGD,2018,4702,2518,6741
BGD,2019,4402,2282,6598
BRB,1990,12,8,2
BRB,1991,12,8,2
BRB,1992,12,8,2
BRB,1993,11,8,2
BRB,1994,11,8,2
BRB,1995,11,8,2
BRB,1996,11,7,2
BRB,1997,10,7,2
BRB,1998,10,7,2
BRB,1999,9,6,2
BRB,2000,9,6,1
BRB,2001,8,6,2
BRB,2002,8,6,2
BRB,2003,8,6,2
BRB,2004,8,6,2
BRB,2005,8,5,2
BRB,2006,8,5,2
BRB,2007,8,5,2
BRB,2008,7,5,2
BRB,2009,7,5,2
BRB,2010,7,5,2
BRB,2011,6,4,2
BRB,2012,6,4,2
BRB,2013,6,4,2
BRB,2014,6,4,2
BRB,2015,7,4,2
BRB,2016,7,5,2
BRB,2017,7,5,2
BRB,2018,7,5,2
BRB,2019,8,5,2
BLR,1990,75,39,35
BLR,1991,74,38,39
BLR,1992,73,37,31
BLR,1993,77,39,28
BLR,1994,74,37,26
BLR,1995,76,38,21
BLR,1996,72,36,22
BLR,1997,71,36,24
BLR,1998,70,35,26
BLR,1999,71,36,21
BLR,2000,65,34,21
BLR,2001,66,34,16
BLR,2002,59,30,18
BLR,2003,54,27,19
BLR,2004,54,28,18
BLR,2005,55,28,19
BLR,2006,52,27,19
BLR,2007,49,25,19
BLR,2008,46,24,18
BLR,2009,47,24,19
BLR,2010,51,26,18
BLR,2011,54,27,19
BLR,2012,50,26,17
BLR,2013,53,28,17
BLR,2014,53,28,16
BLR,2015,49,26,14
BLR,2016,47,25,14
BLR,2017,47,25,14
BLR,2018,46,25,13
BLR,2019,45,24,13
BEL,1990,62,46,9
BEL,1991,68,52,9
BEL,1992,88,69,9
BEL,1993,99,78,9
BEL,1994,108,88,10
BEL,1995,116,94,12
BEL,1996,112,92,8
BEL,1997,129,106,12
BEL,1998,133,108,12
BEL,1999,156,127,8
BEL,2000,185,155,6
BEL,2001,205,173,11
BEL,2002,228,191,6
BEL,2003,247,207,8
BEL,2004,256,214,4
BEL,2005,270,225,7
BEL,2006,276,232,9
BEL,2007,288,243,8
BEL,2008,301,256,8
BEL,2009,306,263,7
BEL,2010,315,274,8
BEL,2011,322,285,9
BEL,2012,334,299,7
BEL,2013,340,307,5
BEL,2014,342,311,6
BEL,2015,357,326,5
BEL,2016,352,321,5
BEL,2017,358,327,5
BEL,2018,365,333,5
BEL,2019,371,338,5
BLZ,1990,19,17,2
BLZ,1991,18,17,2
BLZ,1992,17,16,2
BLZ,1993,16,15,2
BLZ,1994,15,14,2
BLZ,1995,15,14,2
BLZ,1996,15,14,2
BLZ,1997,15,14,3
BLZ,1998,15,13,3
BLZ,1999,14,13,3
BLZ,2000,14,13,3
BLZ,2001,13,12,3
BLZ,2002,13,12,4
BLZ,2003,12,11,4
BLZ,2004,12,11,4
BLZ,2005,12,11,4
BLZ,2006,11,10,5
BLZ,2007,11,10,4
BLZ,2008,11,10,4
BLZ,2009,11,10,4
BLZ,2010,11,10,5
BLZ,2011,10,9,5
BLZ,2012,10,9,5
BLZ,2013,10,9,5
BLZ,2014,11,10,5
BLZ,2015,12,11,6
BLZ,2016,12,11,6
BLZ,2017,12,11,5
BLZ,2018,13,12,5
BLZ,2019,13,12,5
BEN,1990,2591,2532,1060
BEN,1991,2537,2479,1056
BEN,1992,2473,2416,1048
BEN,1993,2394,2338,1019
BEN,1994,2321,2267,1010
BEN,1995,2230,2177,1027
BEN,1996,2132,2080,1030
BEN,1997,2023,1973,1024
BEN,1998,1915,1866,1010
BEN,1999,1813,1765,1021
BEN,2000,1664,1617,1051
BEN,2001,1451,1407,1054
BEN,2002,1379,1335,1064
BEN,2003,1268,1226,1077
BEN,2004,1228,1186,1094
BEN,2005,1164,1123,1116
BEN,2006,1123,1084,1124
BEN,2007,1077,1039,1153
BEN,2008,1053,1015,1175
BEN,2009,1052,1013,1244
BEN,2010,1060,1020,1305
BEN,2011,1058,1018,1350
BEN,2012,1069,1027,1365
BEN,2013,1042,1001,1366
BEN,2014,996,956,1378
BEN,2015,1011,970,1351
BEN,2016,988,948,1328
BEN,2017,950,910,1324
BEN,2018,866,828,1309
BEN,2019,820,783,1320
BMU,1990,1,0,0
BMU,1991,1,0,0
BMU,1992,1,0,0
BMU,1993,1,0,0
BMU,1994,1,0,0
BMU,1995,1,0,0
BMU,1996,0,0,0
BMU,1997,0,0,0
BMU,1998,0,0,0
BMU,1999,0,0,0
BMU,2000,0,0,0
BMU,2001,0,0,0
BMU,2002,0,0,0
BMU,2003,0,0,0
BMU,2004,0,0,0
BMU,2005,0,0,0
BMU,2006,0,0,0
BMU,2007,0,0,0
BMU,2008,0,0,0
BMU,2009,0,0,0
BMU,2010,0,0,0
BMU,2011,0,0,0
BMU,2012,0,0,0
BMU,2013,0,0,0
BMU,2014,0,0,0
BMU,2015,0,0,0
BMU,2016,0,0,0
BMU,2017,0,0,0
BMU,2018,0,0,0
BMU,2019,0,0,0
BTN,1990,79,67,80
BTN,1991,74,63,75
BTN,1992,65,55,70
BTN,1993,58,48,68
BTN,1994,53,43,66
BTN,1995,49,40,65
BTN,1996,47,38,63
BTN,1997,47,37,62
BTN,1998,44,35,60
BTN,1999,36,28,55
BTN,2000,35,27,54
BTN,2001,31,24,52
BTN,2002,27,20,50
BTN,2003,25,18,49
BTN,2004,22,16,49
BTN,2005,19,13,46
BTN,2006,15,10,42
BTN,2007,17,12,40
BTN,2008,16,10,39
BTN,2009,14,9,37
BTN,2010,13,8,36
BTN,2011,12,7,35
BTN,2012,11,6,34
BTN,2013,10,6,33
BTN,2014,9,5,32
BTN,2015,9,5,31
BTN,2016,8,4,30
BTN,2017,8,4,28
BTN,2018,7,4,27
BTN,2019,7,3,26
BOL,1990,2063,1972,727
BOL,1991,2019,1929,767
BOL,1992,1970,1880,809
BOL,1993,1903,1813,831
BOL,1994,1842,1754,835
BOL,1995,1788,1699,823
BOL,1996,1726,1639,805
BOL,1997,1675,1588,816
BOL,1998,1607,1521,773
BOL,1999,1532,1448,756
BOL,2000,1470,1386,711
BOL,2001,1385,1303,674
BOL,2002,1307,1227,664
BOL,2003,1236,1158,652
BOL,2004,1178,1100,636
BOL,2005,1126,1049,655
BOL,2006,1084,1008,632
BOL,2007,1061,984,661
BOL,2008,1035,958,668
BOL,2009,1011,933,656
BOL,2010,994,916,645
BOL,2011,977,899,635
BOL,2012,962,883,623
BOL,2013,950,870,614
BOL,2014,936,856,601
BOL,2015,927,845,593
BOL,2016,924,842,589
BOL,2017,913,830,582
BOL,2018,901,818,567
BOL,2019,894,810,557
BIH,1990,2,1,16
BIH,1991,2,1,17
BIH,1992,2,1,17
BIH,1993,2,1,16
BIH,1994,2,1,15
BIH,1995,2,1,14
BIH,1996,2,1,12
BIH,1997,2,1,11
BIH,1998,2,1,9
BIH,1999,2,1,8
BIH,2000,2,1,7
BIH,2001,2,1,5
BIH,2002,3,1,4
BIH,2003,4,1,3
BIH,2004,4,2,3
BIH,2005,5,2,2
BIH,2006,5,2,2
BIH,2007,6,2,2
BIH,2008,5,2,2
BIH,2009,6,2,2
BIH,2010,6,2,2
BIH,2011,6,3,1
BIH,2012,6,2,1
BIH,2013,6,2,1
BIH,2014,6,2,1
BIH,2015,5,2,1
BIH,2016,5,2,1
BIH,2017,5,2,1
BIH,2018,5,2,1
BIH,2019,5,2,1
BWA,1990,175,171,59
BWA,1991,172,168,61
BWA,1992,171,167,63
BWA,1993,162,158,64
BWA,1994,157,152,65
BWA,1995,153,148,66
BWA,1996,148,144,63
BWA,1997,146,141,62
BWA,1998,160,155,67
BWA,1999,164,160,73
BWA,2000,168,163,81
BWA,2001,173,168,87
BWA,2002,177,172,93
BWA,2003,172,167,94
BWA,2004,167,163,91
BWA,2005,172,168,86
BWA,2006,191,187,83
BWA,2007,200,196,84
BWA,2008,199,195,82
BWA,2009,198,194,76
BWA,2010,205,201,72
BWA,2011,203,199,68
BWA,2012,203,198,61
BWA,2013,200,196,57
BWA,2014,201,197,54
BWA,2015,199,195,52
BWA,2016,192,188,51
BWA,2017,192,188,51
BWA,2018,189,185,51
BWA,2019,185,181,51
BRA,1990,16573,15599,3818
BRA,1991,15676,14774,3433
BRA,1992,15056,14210,3097
BRA,1993,14576,13750,2983
BRA,1994,14000,13223,3064
BRA,1995,13526,12785,2509
BRA,1996,13328,12590,2530
BRA,1997,13138,12396,2437
BRA,1998,13099,12334,2467
BRA,1999,12949,12165,2439
BRA,2000,12628,11838,2255
BRA,2001,12530,11699,2224
BRA,2002,12215,11375,2247
BRA,2003,11910,11077,2224
BRA,2004,11378,10583,2253
BRA,2005,10664,9910,2201
BRA,2006,10111,9387,2182
BRA,2007,9713,9006,2166
BRA,2008,9340,8652,2235
BRA,2009,9090,8424,2373
BRA,2010,8893,8246,2285
BRA,2011,8686,8058,2230
BRA,2012,8411,7806,2209
BRA,2013,8240,7656,2249
BRA,2014,8006,7439,2241
BRA,2015,7921,7353,2188
BRA,2016,7930,7355,2178
BRA,2017,7798,7238,2161
BRA,2018,8020,7455,1993
BRA,2019,8221,7648,1935
BRN,1990,1,1,4
BRN,1991,1,1,4
BRN,1992,1,1,3
BRN,1993,1,1,3
BRN,1994,1,1,3
BRN,1995,1,1,3
BRN,1996,1,1,3
BRN,1997,1,1,2
BRN,1998,1,1,2
BRN,1999,1,1,2
BRN,2000,1,1,2
BRN,2001,1,1,2
BRN,2002,1,0,2
BRN,2003,1,0,2
BRN,2004,1,0,2
BRN,2005,1,0,2
BRN,2006,1,0,2
BRN,2007,1,0,2
BRN,2008,1,0,2
BRN,2009,1,0,2
BRN,2010,1,0,2
BRN,2011,1,0,2
BRN,2012,1,0,2
BRN,2013,1,0,3
BRN,2014,1,0,3
BRN,2015,1,0,3
BRN,2016,1,0,2
BRN,2017,1,0,2
BRN,2018,1,0,3
BRN,2019,1,0,3
BGR,1990,5,2,34
BGR,1991,4,1,29
BGR,1992,5,2,31
BGR,1993,5,2,29
BGR,1994,5,2,27
BGR,1995,6,2,32
BGR,1996,9,4,29
BGR,1997,11,5,31
BGR,1998,10,5,29
BGR,1999,12,6,34
BGR,2000,11,5,29
BGR,2001,10,5,27
BGR,2002,11,5,21
BGR,2003,10,5,18
BGR,2004,10,5,17
BGR,2005,13,6,14
BGR,2006,14,6,12
BGR,2007,15,6,14
BGR,2008,14,6,11
BGR,2009,14,6,11
BGR,2010,13,6,13
BGR,2011,12,5,8
BGR,2012,12,5,8
BGR,2013,12,4,10
BGR,2014,13,4,8
BGR,2015,12,3,7
BGR,2016,12,4,8
BGR,2017,12,4,8
BGR,2018,12,4,8
BGR,2019,11,4,8
BFA,1990,3452,3305,1145
BFA,1991,3534,3386,1147
BFA,1992,3636,3486,1175
BFA,1993,3764,3611,1215
BFA,1994,3903,3746,1263
BFA,1995,4068,3906,1301
BFA,1996,4256,4088,1330
BFA,1997,4514,4337,1368
BFA,1998,4800,4616,1378
BFA,1999,5045,4849,1388
BFA,2000,5377,5170,1414
BFA,2001,5506,5301,1415
BFA,2002,5823,5615,1444
BFA,2003,6024,5812,1495
BFA,2004,6247,6030,1566
BFA,2005,6424,6201,1584
BFA,2006,6289,6069,1587
BFA,2007,5659,5455,1584
BFA,2008,5250,5055,1565
BFA,2009,4871,4682,1571
BFA,2010,4536,4350,1588
BFA,2011,4346,4158,1593
BFA,2012,4250,4056,1662
BFA,2013,4279,4077,1723
BFA,2014,4180,3975,1794
BFA,2015,4242,4031,1836
BFA,2016,4258,4041,1928
BFA,2017,4227,4006,2002
BFA,2018,4172,3950,2054
BFA,2019,4048,3830,2076
BDI,1990,4071,3924,1252
BDI,1991,3968,3824,1251
BDI,1992,3788,3647,1250
BDI,1993,3698,3557,1314
BDI,1994,3580,3440,1355
BDI,1995,3529,3391,1341
BDI,1996,3429,3292,1350
BDI,1997,3378,3241,1410
BDI,1998,3387,3249,1464
BDI,1999,3384,3248,1446
BDI,2000,3306,3176,1429
BDI,2001,3171,3054,1371
BDI,2002,3300,3190,1353
BDI,2003,3350,3245,1347
BDI,2004,3381,3280,1377
BDI,2005,3520,3423,1369
BDI,2006,3307,3217,1330
BDI,2007,3133,3049,1300
BDI,2008,2883,2805,1293
BDI,2009,2749,2674,1297
BDI,2010,2794,2721,1294
BDI,2011,2752,2680,1306
BDI,2012,2711,2640,1294
BDI,2013,2697,2628,1288
BDI,2014,2584,2516,1266
BDI,2015,2371,2305,1236
BDI,2016,2116,2052,1236
BDI,2017,1993,1929,1255
BDI,2018,2083,2017,1284
BDI,2019,2048,1982,1301
KHM,1990,4445,4261,1657
KHM,1991,4130,3957,1654
KHM,1992,3837,3673,1629
KHM,1993,3567,3412,1589
KHM,1994,3322,3174,1599
KHM,1995,3086,2945,1625
KHM,1996,2833,2699,1599
KHM,1997,2589,2461,1564
KHM,1998,2356,2234,1505
KHM,1999,2129,2012,1485
KHM,2000,1907,1794,1423
KHM,2001,1713,1603,1361
KHM,2002,1552,1446,1291
KHM,2003,1377,1276,1196
KHM,2004,1222,1125,1119
KHM,2005,1088,996,1021
KHM,2006,964,876,903
KHM,2007,867,782,834
KHM,2008,785,703,778
KHM,2009,720,641,711
KHM,2010,679,601,668
KHM,2011,642,565,595
KHM,2012,618,542,561
KHM,2013,594,519,559
KHM,2014,581,506,555
KHM,2015,569,495,535
KHM,2016,557,483,519
KHM,2017,548,474,501
KHM,2018,539,465,488
KHM,2019,532,457,477
CMR,1990,1572,1495,1832
CMR,1991,1593,1518,1892
CMR,1992,1632,1557,1944
CMR,1993,1668,1593,1999
CMR,1994,1673,1599,2062
CMR,1995,1673,1599,2120
CMR,1996,1678,1605,2198
CMR,1997,1684,1611,2313
CMR,1998,1689,1614,2374
CMR,1999,1682,1606,2437
CMR,2000,1615,1539,2538
CMR,2001,1488,1414,2621
CMR,2002,1560,1484,2748
CMR,2003,1511,1436,2895
CMR,2004,1453,1379,3021
CMR,2005,1412,1338,3123
CMR,2006,1379,1305,3208
CMR,2007,1309,1237,3283
CMR,2008,1274,1204,3284
CMR,2009,1275,1204,3321
CMR,2010,1296,1225,3310
CMR,2011,1297,1225,3312
CMR,2012,1258,1186,3262
CMR,2013,1242,1171,3241
CMR,2014,1201,1130,3218
CMR,2015,1111,1042,3119
CMR,2016,1114,1044,3067
CMR,2017,1059,991,2996
CMR,2018,1005,938,2945
CMR,2019,965,899,2917
CAN,1990,216,160,18
CAN,1991,227,168,19
CAN,1992,235,175,27
CAN,1993,245,182,25
CAN,1994,257,192,25
CAN,1995,267,200,25
CAN,1996,277,210,26
CAN,1997,289,220,29
CAN,1998,300,230,22
CAN,1999,309,240,16
