code,year,d_nutritional_deficiencies,d_proteinenergy_malnutrition,d_maternal_disorders
WHO,1993,7413,5291,4145
WHO,1994,7506,5348,4077
WHO,1995,7571,5431,3928
WHO,1996,7512,5447,3583
WHO,1997,7456,5464,3382
WHO,1998,7441,5487,3168
WHO,1999,7582,5600,3125
WHO,2000,7642,5701,2912
WHO,2001,7655,5769,2680
WHO,2002,7765,5891,2524
WHO,2003,7891,6042,2349
WHO,2004,7643,5872,2120
WHO,2005,7692,5940,2055
WHO,2006,7672,5993,1963
WHO,2007,7793,6126,1917
WHO,2008,8015,6341,1884
WHO,2009,8158,6510,1935
WHO,2010,8345,6699,1741
WHO,2011,8532,6883,1657
WHO,2012,8871,7188,1528
WHO,2013,9108,7383,1535
WHO,2014,9332,7557,1552
WHO,2015,9845,7970,1536
WHO,2016,10111,8204,1480
WHO,2017,10279,8376,1435
WHO,2018,10400,8515,1412
WHO,2019,10551,8668,1385
FJI,1990,21,21,21
FJI,1991,21,21,21
FJI,1992,21,21,21
FJI,1993,22,21,21
FJI,1994,22,21,21
FJI,1995,22,22,21
FJI,1996,22,22,21
FJI,1997,22,22,21
FJI,1998,23,23,20
FJI,1999,23,23,21
FJI,2000,23,23,21
FJI,2001,22,22,20
FJI,2002,21,21,20
FJI,2003,21,21,21
FJI,2004,21,20,20
FJI,2005,20,20,21
FJI,2006,19,19,20
FJI,2007,18,18,20
FJI,2008,18,18,20
FJI,2009,18,18,19
FJI,2010,18,18,18
FJI,2011,18,18,16
FJI,2012,18,18,16
FJI,2013,18,18,16
FJI,2014,18,18,16
FJI,2015,18,18,16
FJI,2016,18,18,16
FJI,2017,19,18,16
FJI,2018,19,18,15
FJI,2019,19,18,15
FIN,1990,9,2,4
FIN,1991,8,1,4
FIN,1992,7,1,4
FIN,1993,7,2,4
FIN,1994,7,2,6
FIN,1995,8,2,3
FIN,1996,8,2,3
FIN,1997,8,2,3
FIN,1998,8,2,3
FIN,1999,9,2,3
FIN,2000,9,2,4
FIN,2001,9,3,3
FIN,2002,9,3,3
FIN,2003,8,3,3
FIN,2004,9,3,5
FIN,2005,9,3,3
FIN,2006,9,3,4
FIN,2007,9,4,2
FIN,2008,9,4,4
FIN,2009,10,4,2
FIN,2010,11,4,2
FIN,2011,11,4,1
FIN,2012,11,4,2
FIN,2013,11,5,1
FIN,2014,11,4,2
FIN,2015,12,5,2
FIN,2016,12,5,2
FIN,2017,12,5,2
FIN,2018,12,5,2
FIN,2019,12,6,2
FRA,1990,2609,2432,109
FRA,1991,2677,2504,116
FRA,1992,2753,2584,115
FRA,1993,2825,2653,101
FRA,1994,2873,2700,109
FRA,1995,2962,2785,105
FRA,1996,3031,2854,116
FRA,1997,3069,2892,97
FRA,1998,3119,2941,94
FRA,1999,3166,2992,81
FRA,2000,3230,3072,74
FRA,2001,3273,3126,73
FRA,2002,3347,3201,83
FRA,2003,3427,3283,72
FRA,2004,3271,3138,69
FRA,2005,3298,3168,64
FRA,2006,3320,3194,70
FRA,2007,3388,3260,74
FRA,2008,3519,3387,66
FRA,2009,3614,3479,74
FRA,2010,3694,3557,78
FRA,2011,3742,3605,64
FRA,2012,3864,3726,61
FRA,2013,3895,3758,54
FRA,2014,3887,3755,50
FRA,2015,4084,3943,47
FRA,2016,4185,4043,47
FRA,2017,4383,4236,46
FRA,2018,4571,4422,46
FRA,2019,4734,4581,46
G20,1990,382463,307544,155347
G20,1991,365441,291795,152727
G20,1992,343020,272175,151466
G20,1993,323952,256951,145067
G20,1994,306245,243169,143135
G20,1995,288791,229507,139216
G20,1996,270756,214869,136700
G20,1997,255808,202164,138657
G20,1998,236926,187122,138458
G20,1999,218264,172936,137928
G20,2000,203126,160855,135430
G20,2001,189620,149794,130054
G20,2002,175268,138747,121880
G20,2003,161159,127935,113275
G20,2004,149266,118812,108242
G20,2005,140550,111213,106235
G20,2006,135979,106821,101532
G20,2007,130617,102022,95194
G20,2008,127140,98987,91419
G20,2009,122731,95752,87576
G20,2010,120112,93726,84319
G20,2011,118334,92014,79822
G20,2012,117801,91336,73902
G20,2013,115312,89423,71120
G20,2014,111782,86701,64186
G20,2015,109728,85177,60191
G20,2016,106407,82469,57488
G20,2017,103833,80332,55034
G20,2018,102725,79295,55869
G20,2019,101946,78748,55454
GAB,1990,137,128,104
GAB,1991,132,123,109
GAB,1992,128,120,110
GAB,1993,125,116,107
GAB,1994,122,114,111
GAB,1995,120,111,118
GAB,1996,117,108,119
GAB,1997,113,105,120
GAB,1998,111,103,122
GAB,1999,111,103,124
GAB,2000,113,105,127
GAB,2001,112,104,131
GAB,2002,110,103,135
GAB,2003,110,102,140
GAB,2004,109,102,141
GAB,2005,109,103,135
GAB,2006,108,101,134
GAB,2007,105,99,129
GAB,2008,102,96,128
GAB,2009,98,92,122
GAB,2010,91,85,109
GAB,2011,87,81,105
GAB,2012,81,75,102
GAB,2013,77,71,93
GAB,2014,74,69,91
GAB,2015,73,68,88
GAB,2016,72,66,85
GAB,2017,70,65,83
GAB,2018,69,64,81
GAB,2019,68,63,80
GMB,1990,263,256,193
GMB,1991,266,259,203
GMB,1992,284,276,214
GMB,1993,278,270,214
GMB,1994,264,256,218
GMB,1995,281,272,242
GMB,1996,249,241,233
GMB,1997,240,232,242
GMB,1998,238,230,258
GMB,1999,242,234,279
GMB,2000,214,206,268
GMB,2001,196,189,271
GMB,2002,186,179,278
GMB,2003,182,174,296
GMB,2004,214,206,317
GMB,2005,209,201,329
GMB,2006,194,185,331
GMB,2007,184,176,336
GMB,2008,168,160,316
GMB,2009,159,151,319
GMB,2010,150,143,311
GMB,2011,129,123,275
GMB,2012,128,121,263
GMB,2013,125,118,268
GMB,2014,130,122,288
GMB,2015,121,114,272
GMB,2016,123,115,286
GMB,2017,130,122,297
GMB,2018,121,114,292
GMB,2019,116,108,291
GEO,1990,15,4,26
GEO,1991,16,4,14
GEO,1992,15,4,8
GEO,1993,13,3,13
GEO,1994,13,3,6
GEO,1995,10,3,22
GEO,1996,8,2,15
GEO,1997,8,2,19
GEO,1998,6,1,20
GEO,1999,5,1,14
GEO,2000,6,1,11
GEO,2001,4,1,10
GEO,2002,4,1,16
GEO,2003,3,1,19
GEO,2004,2,1,28
GEO,2005,2,1,22
GEO,2006,2,1,25
GEO,2007,3,1,27
GEO,2008,3,1,32
GEO,2009,3,1,41
GEO,2010,5,2,28
GEO,2011,7,3,26
GEO,2012,10,4,23
GEO,2013,12,5,25
GEO,2014,13,6,22
GEO,2015,13,6,23
GEO,2016,12,5,22
GEO,2017,11,5,21
GEO,2018,10,4,20
GEO,2019,10,4,19
DEU,1990,210,108,108
DEU,1991,180,93,96
DEU,1992,164,87,82
DEU,1993,153,82,70
DEU,1994,151,82,66
DEU,1995,160,88,62
DEU,1996,158,87,70
DEU,1997,159,88,66
DEU,1998,155,82,55
DEU,1999,155,83,50
DEU,2000,161,89,51
DEU,2001,174,99,42
DEU,2002,189,113,35
DEU,2003,217,135,40
DEU,2004,243,159,45
DEU,2005,279,191,37
DEU,2006,317,221,45
DEU,2007,357,253,38
DEU,2008,404,289,41
DEU,2009,450,328,38
DEU,2010,508,376,42
DEU,2011,554,416,36
DEU,2012,612,468,33
DEU,2013,679,523,34
DEU,2014,739,580,35
DEU,2015,842,664,33
DEU,2016,874,691,33
DEU,2017,811,640,35
DEU,2018,790,623,35
DEU,2019,782,616,35
GHA,1990,4356,4222,1346
GHA,1991,4213,4079,1320
GHA,1992,4145,4010,1295
GHA,1993,4102,3970,1247
GHA,1994,4028,3897,1207
GHA,1995,3952,3821,1183
GHA,1996,3909,3778,1149
GHA,1997,3891,3759,1114
GHA,1998,3848,3717,1068
GHA,1999,3807,3676,1081
GHA,2000,3765,3634,1117
GHA,2001,3737,3604,1183
GHA,2002,3752,3619,1221
GHA,2003,3879,3746,1263
GHA,2004,3849,3717,1313
GHA,2005,3772,3641,1358
GHA,2006,3639,3510,1401
GHA,2007,3484,3357,1468
GHA,2008,3166,3042,1446
GHA,2009,2974,2852,1440
GHA,2010,2776,2656,1448
GHA,2011,2660,2540,1452
GHA,2012,2536,2418,1450
GHA,2013,2451,2333,1462
GHA,2014,2449,2330,1508
GHA,2015,2444,2325,1533
GHA,2016,2413,2293,1564
GHA,2017,2340,2220,1582
GHA,2018,2083,1967,1531
GHA,2019,1973,1858,1518
GRC,1990,15,8,5
GRC,1991,15,9,5
GRC,1992,16,9,6
GRC,1993,16,9,3
GRC,1994,16,9,4
GRC,1995,16,8,3
GRC,1996,15,8,5
GRC,1997,14,8,3
GRC,1998,13,7,7
GRC,1999,12,6,7
GRC,2000,11,6,5
GRC,2001,10,6,6
GRC,2002,10,5,5
GRC,2003,9,5,6
GRC,2004,8,4,8
GRC,2005,7,4,5
GRC,2006,7,4,5
GRC,2007,6,3,6
GRC,2008,6,3,3
GRC,2009,6,3,7
GRC,2010,6,3,8
GRC,2011,6,3,7
GRC,2012,6,3,5
GRC,2013,7,3,4
GRC,2014,7,3,5
GRC,2015,9,3,5
GRC,2016,9,3,6
GRC,2017,9,3,5
GRC,2018,9,3,5
GRC,2019,10,4,4
GRL,1990,0,0,0
GRL,1991,0,0,0
GRL,1992,0,0,0
GRL,1993,0,0,0
GRL,1994,0,0,0
GRL,1995,0,0,0
GRL,1996,0,0,0
GRL,1997,0,0,0
GRL,1998,0,0,0
GRL,1999,0,0,0
GRL,2000,0,0,0
GRL,2001,0,0,0
GRL,2002,0,0,0
GRL,2003,0,0,0
GRL,2004,0,0,0
GRL,2005,0,0,0
GRL,2006,0,0,0
GRL,2007,1,0,0
GRL,2008,1,0,0
GRL,2009,1,0,0
GRL,2010,1,1,0
GRL,2011,1,1,0
GRL,2012,1,1,0
GRL,2013,1,1,0
GRL,2014,1,1,0
GRL,2015,1,1,0
GRL,2016,1,1,0
GRL,2017,1,1,0
GRL,2018,1,1,0
GRL,2019,1,1,0
GRD,1990,6,5,1
GRD,1991,6,5,1
GRD,1992,5,5,1
GRD,1993,5,4,1
GRD,1994,5,4,1
GRD,1995,4,4,1
GRD,1996,4,4,1
GRD,1997,4,4,1
GRD,1998,4,3,1
GRD,1999,4,3,1
GRD,2000,3,3,1
GRD,2001,3,3,1
GRD,2002,3,3,1
GRD,2003,3,3,1
GRD,2004,3,3,1
GRD,2005,3,3,1
GRD,2006,3,2,1
GRD,2007,3,2,1
GRD,2008,3,2,1
GRD,2009,3,2,1
GRD,2010,2,2,1
GRD,2011,2,2,1
GRD,2012,2,2,1
GRD,2013,2,2,1
GRD,2014,2,2,1
GRD,2015,2,2,1
GRD,2016,3,2,1
GRD,2017,2,2,1
GRD,2018,2,2,1
GRD,2019,2,2,1
GUM,1990,2,2,1
GUM,1991,2,2,1
GUM,1992,2,2,1
GUM,1993,2,2,1
GUM,1994,2,2,1
GUM,1995,2,2,1
GUM,1996,2,2,1
GUM,1997,2,2,1
GUM,1998,2,2,1
GUM,1999,2,2,1
GUM,2000,3,3,1
GUM,2001,3,3,1
GUM,2002,3,3,1
GUM,2003,3,3,1
GUM,2004,3,3,1
GUM,2005,2,2,1
GUM,2006,2,2,1
GUM,2007,2,2,1
GUM,2008,2,2,1
GUM,2009,2,2,1
GUM,2010,2,2,1
GUM,2011,2,2,1
GUM,2012,3,3,1
GUM,2013,3,3,1
GUM,2014,3,3,1
GUM,2015,3,3,1
GUM,2016,3,3,1
GUM,2017,3,3,1
GUM,2018,3,3,1
GUM,2019,3,3,1
GTM,1990,5520,4997,725
GTM,1991,5664,5145,763
GTM,1992,5587,5099,981
GTM,1993,5369,4922,682
GTM,1994,4962,4578,927
GTM,1995,4286,3991,1013
GTM,1996,4002,3749,794
GTM,1997,3919,3679,835
GTM,1998,3772,3548,853
GTM,1999,3551,3352,821
GTM,2000,3473,3279,702
GTM,2001,3595,3425,1100
GTM,2002,3259,3118,1268
GTM,2003,3158,3034,1068
GTM,2004,3105,2992,720
GTM,2005,3140,3033,944
GTM,2006,3112,2996,643
GTM,2007,3006,2873,884
GTM,2008,2883,2730,850
GTM,2009,2738,2565,860
GTM,2010,2568,2384,430
GTM,2011,2361,2181,352
GTM,2012,2177,2010,516
GTM,2013,2013,1864,716
GTM,2014,1858,1724,585
GTM,2015,1705,1591,523
GTM,2016,1636,1534,446
GTM,2017,1602,1510,416
GTM,2018,1737,1638,473
GTM,2019,1847,1744,505
GIN,1990,3904,3829,1811
GIN,1991,3873,3798,1841
GIN,1992,3857,3782,1853
GIN,1993,3787,3713,1848
GIN,1994,3738,3665,1892
GIN,1995,3688,3615,1856
GIN,1996,3600,3528,1843
GIN,1997,3502,3430,1865
GIN,1998,3441,3367,1908
GIN,1999,3370,3296,1928
GIN,2000,3218,3145,1895
GIN,2001,3014,2943,1895
GIN,2002,2862,2793,1931
GIN,2003,2823,2754,1954
GIN,2004,2935,2864,1985
GIN,2005,2870,2800,1970
GIN,2006,2790,2721,2011
GIN,2007,2685,2617,2023
GIN,2008,2500,2434,2027
GIN,2009,2303,2240,2102
GIN,2010,2287,2224,2171
GIN,2011,2203,2140,2220
GIN,2012,2104,2043,2232
GIN,2013,2138,2076,2261
GIN,2014,2111,2048,2318
GIN,2015,2106,2044,2324
GIN,2016,2071,2010,2307
GIN,2017,1979,1919,2275
GIN,2018,1881,1822,2254
GIN,2019,1741,1685,2224
GNB,1990,544,527,199
GNB,1991,527,511,200
GNB,1992,510,494,201
GNB,1993,492,477,202
GNB,1994,473,459,203
GNB,1995,453,439,205
GNB,1996,428,414,206
GNB,1997,399,387,205
GNB,1998,377,365,206
GNB,1999,350,338,208
GNB,2000,337,326,208
GNB,2001,305,294,206
GNB,2002,277,266,207
GNB,2003,254,244,207
GNB,2004,234,224,209
GNB,2005,208,198,206
GNB,2006,194,185,206
GNB,2007,215,205,206
GNB,2008,201,192,204
GNB,2009,185,176,200
GNB,2010,174,165,195
GNB,2011,160,151,189
GNB,2012,141,132,182
GNB,2013,141,133,177
GNB,2014,137,128,173
GNB,2015,129,121,169
GNB,2016,129,121,165
GNB,2017,120,112,160
GNB,2018,107,99,155
GNB,2019,100,93,152
GUY,1990,155,132,29
GUY,1991,139,119,25
GUY,1992,124,108,26
GUY,1993,120,105,27
GUY,1994,110,97,31
GUY,1995,101,89,33
GUY,1996,100,88,31
GUY,1997,90,80,33
GUY,1998,84,74,35
GUY,1999,80,71,33
GUY,2000,80,72,26
GUY,2001,76,69,30
GUY,2002,75,68,30
GUY,2003,72,65,29
GUY,2004,71,63,30
GUY,2005,67,60,29
GUY,2006,65,58,29
GUY,2007,64,57,29
GUY,2008,63,55,29
GUY,2009,59,52,26
GUY,2010,58,51,28
GUY,2011,54,47,25
GUY,2012,52,45,25
GUY,2013,51,44,22
GUY,2014,54,47,25
GUY,2015,52,45,24
GUY,2016,51,44,24
GUY,2017,50,44,23
GUY,2018,50,44,24
GUY,2019,49,43,24
HTI,1990,2649,2580,1251
HTI,1991,2434,2371,1180
HTI,1992,2285,2226,1172
HTI,1993,2130,2075,1170
HTI,1994,1977,1926,1162
HTI,1995,1842,1794,1170
HTI,1996,1729,1684,1164
HTI,1997,1640,1597,1198
HTI,1998,1497,1458,1185
HTI,1999,1421,1383,1246
HTI,2000,1342,1305,1321
HTI,2001,1305,1268,1421
HTI,2002,1273,1236,1452
HTI,2003,1252,1215,1521
HTI,2004,1241,1204,1631
HTI,2005,1225,1188,1698
HTI,2006,1204,1167,1697
HTI,2007,1179,1141,1702
HTI,2008,1156,1119,1736
HTI,2009,1130,1093,1708
HTI,2010,1106,1068,1721
HTI,2011,1100,1062,1746
HTI,2012,1095,1057,1738
HTI,2013,1088,1049,1739
HTI,2014,1074,1035,1731
HTI,2015,1069,1030,1705
HTI,2016,1045,1006,1657
HTI,2017,1000,962,1616
HTI,2018,973,935,1582
HTI,2019,953,915,1562
HND,1990,386,357,479
HND,1991,375,348,444
HND,1992,366,339,473
HND,1993,353,327,434
HND,1994,339,314,401
HND,1995,336,311,438
HND,1996,325,301,393
HND,1997,310,287,376
HND,1998,297,274,368
HND,1999,285,263,363
HND,2000,270,249,363
HND,2001,257,237,365
HND,2002,243,224,361
HND,2003,233,215,364
HND,2004,223,205,360
HND,2005,215,198,361
HND,2006,210,193,359
HND,2007,205,188,358
HND,2008,199,183,349
HND,2009,199,183,339
HND,2010,201,185,325
HND,2011,207,190,294
HND,2012,210,192,247
HND,2013,211,193,247
HND,2014,211,193,246
HND,2015,211,193,247
HND,2016,212,193,247
HND,2017,213,194,249
HND,2018,215,196,252
HND,2019,218,198,254
HUN,1990,19,4,26
HUN,1991,20,4,18
HUN,1992,20,4,16
HUN,1993,20,5,23
HUN,1994,20,5,15
HUN,1995,20,5,18
HUN,1996,20,6,12
HUN,1997,20,7,17
HUN,1998,21,7,8
HUN,1999,21,8,6
HUN,2000,19,7,9
HUN,2001,19,8,7
HUN,2002,19,7,8
HUN,2003,19,8,8
HUN,2004,21,8,6
HUN,2005,25,10,7
HUN,2006,27,12,9
HUN,2007,31,13,10
HUN,2008,32,14,14
HUN,2009,34,15,14
HUN,2010,35,15,13
HUN,2011,35,16,11
HUN,2012,37,16,10
HUN,2013,36,16,12
HUN,2014,35,16,9
HUN,2015,36,16,13
HUN,2016,34,16,11
HUN,2017,34,16,13
HUN,2018,34,16,10
HUN,2019,34,16,10
ISL,1990,1,1,0
ISL,1991,1,1,0
ISL,1992,1,1,0
ISL,1993,1,1,0
ISL,1994,1,1,0
ISL,1995,1,1,0
ISL,1996,1,1,0
ISL,1997,1,1,0
ISL,1998,1,1,0
ISL,1999,1,1,0
ISL,2000,1,1,0
ISL,2001,1,1,0
ISL,2002,1,1,0
ISL,2003,1,1,0
ISL,2004,1,1,0
ISL,2005,1,1,0
ISL,2006,1,1,0
ISL,2007,1,1,0
ISL,2008,1,1,0
ISL,2009,1,1,0
ISL,2010,1,1,0
ISL,2011,1,1,0
ISL,2012,2,1,0
ISL,2013,2,1,0
ISL,2014,2,1,0
ISL,2015,2,1,0
ISL,2016,2,1,0
ISL,2017,2,2,0
ISL,2018,2,2,0
ISL,2019,2,2,0
IND,1990,268223,202241,106173
IND,1991,253431,188418,106715
IND,1992,237280,174878,107929
IND,1993,222390,163748,103614
IND,1994,208659,153824,100460
IND,1995,195629,144465,96995
IND,1996,181431,133450,95779
IND,1997,169334,123414,98641
IND,1998,154443,112329,98526
IND,1999,138994,101299,98792
IND,2000,126904,92298,97810
IND,2001,115737,83784,94534
IND,2002,103615,75197,88503
IND,2003,91452,66588,81535
IND,2004,81994,59966,77803
IND,2005,74847,53944,77150
IND,2006,71995,51039,74089
IND,2007,67671,47214,69323
IND,2008,63747,43721,66685
IND,2009,58734,39887,63708
IND,2010,55050,36850,62544
IND,2011,52412,34327,59857
IND,2012,51001,32879,55026
IND,2013,47070,29696,53088
IND,2014,42065,25656,47286
IND,2015,37961,22448,44105
IND,2016,33198,18625,41836
IND,2017,29994,16046,40309
IND,2018,28440,14607,41791
IND,2019,26868,13384,41843
IDN,1990,25621,24297,18681
IDN,1991,24409,23110,18251
IDN,1992,23425,22138,17857
IDN,1993,22602,21319,17742
IDN,1994,21797,20518,17734
IDN,1995,21032,19757,17693
IDN,1996,20200,18933,17512
IDN,1997,20078,18818,17253
IDN,1998,18823,17564,17126
IDN,1999,18238,16975,16696
IDN,2000,17982,16685,16236
IDN,2001,18035,16686,15457
IDN,2002,18120,16719,14828
IDN,2003,18171,16727,14237
IDN,2004,18205,16721,13378
IDN,2005,18167,16650,12586
IDN,2006,17945,16422,11762
IDN,2007,17906,16285,11225
IDN,2008,18472,16862,10617
IDN,2009,18940,17355,10075
IDN,2010,19607,18047,9342
IDN,2011,20020,18470,8622
IDN,2012,20320,18746,8160
IDN,2013,20669,19087,7634
IDN,2014,21152,19577,7012
IDN,2015,21526,19855,6520
IDN,2016,21104,19428,6132
IDN,2017,20946,19248,5826
IDN,2018,20607,18906,5508
IDN,2019,20348,18641,5264
IRN,1990,1356,1309,776
IRN,1991,1126,1082,726
IRN,1992,966,926,690
IRN,1993,847,809,670
IRN,1994,763,728,663
IRN,1995,705,671,657
IRN,1996,630,598,648
IRN,1997,586,555,631
IRN,1998,540,511,607
IRN,1999,502,474,576
IRN,2000,463,436,546
IRN,2001,427,399,514
IRN,2002,380,353,485
IRN,2003,350,323,462
IRN,2004,324,298,437
IRN,2005,315,288,412
IRN,2006,306,278,389
IRN,2007,295,266,377
IRN,2008,297,266,363
IRN,2009,282,248,355
IRN,2010,280,243,359
IRN,2011,269,228,353
IRN,2012,261,215,342
IRN,2013,265,211,329
IRN,2014,261,203,309
IRN,2015,249,190,278
IRN,2016,243,184,252
IRN,2017,236,178,236
IRN,2018,231,174,225
IRN,2019,230,173,214
IRQ,1990,500,465,575
IRQ,1991,539,501,643
IRQ,1992,581,541,685
IRQ,1993,613,570,710
IRQ,1994,616,573,760
IRQ,1995,626,583,785
IRQ,1996,628,583,802
IRQ,1997,600,556,810
IRQ,1998,553,512,800
IRQ,1999,500,462,784
IRQ,2000,454,418,766
IRQ,2001,412,380,745
IRQ,2002,377,347,728
IRQ,2003,363,334,726
IRQ,2004,334,308,703
IRQ,2005,319,294,688
IRQ,2006,301,276,665
IRQ,2007,282,257,605
IRQ,2008,262,238,565
IRQ,2009,239,217,548
IRQ,2010,216,197,534
IRQ,2011,195,178,517
IRQ,2012,177,161,492
IRQ,2013,162,147,470
IRQ,2014,149,135,457
IRQ,2015,138,124,437
IRQ,2016,127,114,420
IRQ,2017,120,106,402
IRQ,2018,111,98,373
IRQ,2019,104,91,352
IRL,1990,18,6,3
IRL,1991,17,5,4
IRL,1992,16,5,2
IRL,1993,16,5,2
IRL,1994,15,5,2
IRL,1995,15,5,1
IRL,1996,15,5,3
IRL,1997,15,6,3
IRL,1998,15,7,2
IRL,1999,16,8,2
IRL,2000,16,8,2
IRL,2001,15,8,4
IRL,2002,15,8,4
IRL,2003,15,8,1
IRL,2004,15,8,1
IRL,2005,14,7,3
IRL,2006,13,7,2
IRL,2007,13,7,3
IRL,2008,13,7,4
IRL,2009,12,7,5
IRL,2010,11,6,5
IRL,2011,10,6,4
IRL,2012,10,5,4
IRL,2013,9,5,3
IRL,2014,9,5,2
IRL,2015,9,5,2
IRL,2016,9,5,2
IRL,2017,10,6,2
IRL,2018,10,6,2
IRL,2019,10,6,2
ISR,1990,12,6,11
ISR,1991,13,7,9
ISR,1992,13,7,8
ISR,1993,13,7,6
ISR,1994,14,7,8
ISR,1995,16,8,9
ISR,1996,18,10,10
ISR,1997,20,12,13
ISR,1998,24,15,11
ISR,1999,29,18,10
ISR,2000,30,20,8
ISR,2001,30,21,10
ISR,2002,31,22,7
ISR,2003,33,24,5
ISR,2004,31,23,7
ISR,2005,31,23,6
ISR,2006,32,24,10
ISR,2007,36,28,8
ISR,2008,41,32,8
ISR,2009,43,34,7
ISR,2010,45,37,8
ISR,2011,46,38,5
ISR,2012,46,38,9
ISR,2013,46,38,13
ISR,2014,47,39,11
ISR,2015,48,39,8
ISR,2016,49,40,9
ISR,2017,50,41,10
ISR,2018,51,42,9
ISR,2019,52,43,9
ITA,1990,100,26,54
ITA,1991,108,28,42
ITA,1992,116,32,48
ITA,1993,132,40,35
ITA,1994,153,49,32
ITA,1995,181,69,28
ITA,1996,203,86,28
ITA,1997,225,103,31
ITA,1998,250,123,30
ITA,1999,268,141,26
ITA,2000,286,158,27
ITA,2001,311,181,23
ITA,2002,346,210,27
ITA,2003,396,257,32
ITA,2004,400,267,26
ITA,2005,432,294,24
ITA,2006,469,325,26
ITA,2007,511,359,26
ITA,2008,550,387,28
ITA,2009,576,407,35
ITA,2010,605,429,29
ITA,2011,649,462,28
ITA,2012,683,491,25
ITA,2013,689,501,25
ITA,2014,707,517,19
ITA,2015,752,549,23
ITA,2016,757,557,18
ITA,2017,754,553,19
ITA,2018,765,561,19
ITA,2019,773,565,18
JAM,1990,195,185,22
JAM,1991,176,168,22
JAM,1992,167,158,26
JAM,1993,157,149,28
JAM,1994,146,137,40
JAM,1995,134,126,35
JAM,1996,123,115,35
JAM,1997,115,108,34
JAM,1998,109,102,31
JAM,1999,109,101,35
JAM,2000,107,99,39
JAM,2001,107,100,37
JAM,2002,100,93,39
JAM,2003,93,86,33
JAM,2004,81,75,31
JAM,2005,72,67,34
JAM,2006,69,63,27
JAM,2007,70,64,26
JAM,2008,71,65,35
JAM,2009,68,61,19
JAM,2010,60,54,31
JAM,2011,61,55,29
JAM,2012,54,48,22
JAM,2013,55,49,25
JAM,2014,60,53,41
JAM,2015,61,54,31
JAM,2016,61,54,29
JAM,2017,62,55,28
JAM,2018,63,56,27
JAM,2019,65,58,28
JPN,1990,606,293,177
JPN,1991,636,317,170
JPN,1992,685,351,169
JPN,1993,744,397,150
JPN,1994,813,464,132
JPN,1995,914,584,128
JPN,1996,940,642,122
JPN,1997,988,699,118
JPN,1998,1059,777,119
JPN,1999,1117,844,111
JPN,2000,1124,868,105
JPN,2001,1144,886,97
JPN,2002,1172,910,105
JPN,2003,1218,946,87
JPN,2004,1253,976,76
JPN,2005,1328,1030,79
JPN,2006,1344,1040,72
JPN,2007,1377,1060,61
JPN,2008,1416,1085,62
JPN,2009,1448,1104,67
JPN,2010,1510,1143,61
JPN,2011,1578,1186,57
JPN,2012,1613,1209,57
JPN,2013,1638,1224,52
JPN,2014,1653,1236,45
JPN,2015,1684,1257,50
JPN,2016,1726,1293,45
JPN,2017,1751,1333,43
JPN,2018,1790,1359,41
JPN,2019,1832,1395,40
JOR,1990,16,14,130
JOR,1991,15,13,139
JOR,1992,15,13,138
JOR,1993,15,13,153
JOR,1994,15,12,150
JOR,1995,16,14,151
JOR,1996,15,12,155
JOR,1997,14,12,149
JOR,1998,15,13,139
JOR,1999,16,14,128
JOR,2000,14,12,121
JOR,2001,14,12,107
JOR,2002,14,12,97
JOR,2003,14,11,97
JOR,2004,14,12,92
JOR,2005,15,12,83
JOR,2006,14,12,74
JOR,2007,13,11,72
JOR,2008,13,11,70
JOR,2009,12,11,65
JOR,2010,12,10,65
JOR,2011,12,10,65
JOR,2012,12,10,67
JOR,2013,12,10,68
JOR,2014,12,11,70
JOR,2015,13,11,69
JOR,2016,15,13,72
JOR,2017,17,15,74
JOR,2018,17,15,74
JOR,2019,18,16,76
KAZ,1990,107,76,213
KAZ,1991,100,71,202
KAZ,1992,99,69,214
KAZ,1993,98,67,199
KAZ,1994,100,67,196
KAZ,1995,105,68,201
KAZ,1996,110,70,187
KAZ,1997,112,71,181
KAZ,1998,104,67,165
KAZ,1999,93,61,145
KAZ,2000,88,57,134
KAZ,2001,89,56,127
KAZ,2002,86,54,120
KAZ,2003,95,59,109
KAZ,2004,102,63,90
KAZ,2005,108,66,104
KAZ,2006,112,68,116
KAZ,2007,116,72,121
KAZ,2008,115,72,104
KAZ,2009,116,75,105
KAZ,2010,123,80,83
KAZ,2011,130,84,69
KAZ,2012,133,87,62
KAZ,2013,126,84,62
KAZ,2014,123,84,57
KAZ,2015,123,84,53
KAZ,2016,126,87,54
KAZ,2017,137,96,52
KAZ,2018,125,88,54
KAZ,2019,121,84,54
KEN,1990,7543,7313,2660
KEN,1991,7406,7177,2726
KEN,1992,7262,7035,2765
KEN,1993,7069,6845,2800
KEN,1994,6854,6634,2853
KEN,1995,6646,6428,2904
KEN,1996,6444,6228,2928
KEN,1997,6248,6033,3031
KEN,1998,6027,5813,3105
KEN,1999,5799,5589,3146
KEN,2000,5842,5635,3256
KEN,2001,5576,5379,3414
KEN,2002,5473,5281,3639
KEN,2003,5566,5375,3878
KEN,2004,5614,5428,4008
KEN,2005,5541,5359,4038
KEN,2006,5500,5325,4059
KEN,2007,5409,5241,4066
KEN,2008,5218,5056,4057
KEN,2009,5162,5004,4087
KEN,2010,5313,5156,4116
KEN,2011,5451,5293,4116
KEN,2012,5334,5178,4016
