code,year,d_alcohol_use_disorders,d_neonatal_disorders,d_conflict_and_terrorism,d_diarrheal_diseases,d_environmental_heat_and_cold_exposure
MYS,1995,155,2948,0,1119,12
MYS,1996,160,2602,0,1016,12
MYS,1997,165,2608,12,977,12
MYS,1998,167,2344,0,943,12
MYS,1999,182,2426,0,925,12
MYS,2000,167,1864,5,889,12
MYS,2001,156,1600,3,930,12
MYS,2002,147,1539,0,942,13
MYS,2003,147,1528,9,901,13
MYS,2004,144,1510,0,894,15
MYS,2005,141,1495,2,921,14
MYS,2006,140,1371,2,936,14
MYS,2007,140,1403,2,952,13
MYS,2008,145,1494,0,988,13
MYS,2009,148,1590,1,1044,12
MYS,2010,149,1342,1,1188,12
MYS,2011,149,1363,0,1268,12
MYS,2012,149,1443,3,1152,12
MYS,2013,148,1281,72,1095,11
MYS,2014,153,1485,1,1132,12
MYS,2015,157,1651,3,1169,12
MYS,2016,162,1433,6,1220,12
MYS,2017,167,1428,1,1268,13
MYS,2018,171,1380,0,1298,13
MYS,2019,176,1319,0,1361,13
MDV,1990,1,232,0,53,0
MDV,1991,1,224,0,50,0
MDV,1992,1,214,0,46,0
MDV,1993,1,204,0,43,0
MDV,1994,1,193,0,39,0
MDV,1995,1,181,0,35,0
MDV,1996,1,168,0,32,0
MDV,1997,1,156,0,30,0
MDV,1998,1,145,0,26,0
MDV,1999,1,135,0,23,0
MDV,2000,1,126,0,21,0
MDV,2001,1,119,0,18,0
MDV,2002,1,112,0,16,0
MDV,2003,1,106,0,14,0
MDV,2004,1,101,0,13,0
MDV,2005,1,99,0,13,0
MDV,2006,1,99,0,13,0
MDV,2007,1,98,0,12,0
MDV,2008,1,98,0,12,0
MDV,2009,1,98,0,11,0
MDV,2010,1,99,0,11,0
MDV,2011,1,98,0,11,0
MDV,2012,1,96,0,10,0
MDV,2013,1,95,0,10,0
MDV,2014,1,93,0,10,0
MDV,2015,1,92,0,11,0
MDV,2016,1,91,0,11,0
MDV,2017,1,87,0,11,0
MDV,2018,1,80,0,11,0
MDV,2019,1,75,0,11,0
MLI,1990,57,21857,596,23748,95
MLI,1991,56,21859,290,23601,95
MLI,1992,57,21897,91,23543,95
MLI,1993,57,21929,0,23469,95
MLI,1994,57,21994,830,23528,96
MLI,1995,58,22023,6,23995,96
MLI,1996,58,21959,0,24405,96
MLI,1997,57,21749,5000,23630,94
MLI,1998,57,21499,10000,23534,93
MLI,1999,56,21315,2009,23474,93
MLI,2000,57,21374,2003,23312,93
MLI,2001,58,21468,2002,22461,93
MLI,2002,59,21770,2005,22808,96
MLI,2003,60,22263,1513,21842,96
MLI,2004,62,22946,1,20616,95
MLI,2005,64,23678,12,19632,95
MLI,2006,65,24339,200,18806,97
MLI,2007,68,24985,59,17712,99
MLI,2008,70,25704,117,17385,105
MLI,2009,73,26380,137,16656,109
MLI,2010,75,26856,34,15578,110
MLI,2011,76,27135,35,14675,110
MLI,2012,77,27474,333,14109,112
MLI,2013,80,28271,1127,13586,114
MLI,2014,82,28986,233,13222,116
MLI,2015,86,29780,264,13232,120
MLI,2016,91,30648,162,14121,130
MLI,2017,95,31341,647,14459,134
MLI,2018,98,31744,1899,14151,134
MLI,2019,100,32006,1170,13882,134
MLT,1990,2,28,0,1,1
MLT,1991,2,27,1,1,1
MLT,1992,2,26,1,1,1
MLT,1993,2,24,0,1,1
MLT,1994,2,23,0,1,1
MLT,1995,2,22,1,1,1
MLT,1996,2,22,0,1,1
MLT,1997,2,19,0,1,1
MLT,1998,2,17,0,1,1
MLT,1999,2,16,0,1,1
MLT,2000,2,14,0,1,1
MLT,2001,2,13,0,1,1
MLT,2002,2,12,0,1,1
MLT,2003,3,12,0,1,1
MLT,2004,3,12,0,1,1
MLT,2005,3,12,0,2,1
MLT,2006,3,12,0,2,1
MLT,2007,3,12,0,2,1
MLT,2008,3,13,0,2,1
MLT,2009,3,13,0,2,1
MLT,2010,3,13,0,2,1
MLT,2011,3,13,0,2,1
MLT,2012,3,12,0,2,1
MLT,2013,3,13,0,2,1
MLT,2014,3,13,0,3,1
MLT,2015,3,13,0,3,1
MLT,2016,3,13,0,3,1
MLT,2017,3,12,0,3,1
MLT,2018,3,12,0,3,1
MLT,2019,3,11,0,3,1
MHL,1990,0,19,0,14,0
MHL,1991,0,19,0,14,0
MHL,1992,0,19,0,13,0
MHL,1993,1,19,0,13,0
MHL,1994,1,19,0,12,0
MHL,1995,1,19,0,12,0
MHL,1996,1,19,0,12,0
MHL,1997,1,20,0,12,0
MHL,1998,1,20,0,12,0
MHL,1999,1,20,0,12,0
MHL,2000,1,21,0,17,0
MHL,2001,1,21,0,11,0
MHL,2002,1,21,0,10,0
MHL,2003,1,20,0,10,0
MHL,2004,1,20,0,9,0
MHL,2005,1,20,0,9,0
MHL,2006,1,19,0,8,0
MHL,2007,1,18,0,8,0
MHL,2008,1,17,0,7,0
MHL,2009,1,16,0,7,0
MHL,2010,1,15,0,7,0
MHL,2011,1,14,0,6,0
MHL,2012,1,13,0,6,0
MHL,2013,1,13,0,6,0
MHL,2014,1,12,0,6,0
MHL,2015,1,11,0,6,0
MHL,2016,1,11,0,5,0
MHL,2017,1,10,0,5,0
MHL,2018,1,10,0,5,0
MHL,2019,1,10,0,5,0
MRT,1990,14,2706,30,3240,12
MRT,1991,14,2719,0,3239,12
MRT,1992,14,2724,0,3259,12
MRT,1993,14,2723,0,3273,13
MRT,1994,14,2711,0,3177,12
MRT,1995,13,2699,0,3130,12
MRT,1996,13,2686,0,3345,13
MRT,1997,13,2685,3,3341,13
MRT,1998,13,2684,0,3446,13
MRT,1999,13,2669,0,3403,13
MRT,2000,13,2650,0,3469,13
MRT,2001,13,2621,0,3542,14
MRT,2002,13,2601,0,3562,14
MRT,2003,13,2601,18,3426,13
MRT,2004,14,2625,0,3312,14
MRT,2005,14,2640,49,3421,14
MRT,2006,14,2637,0,3323,14
MRT,2007,14,2616,4,3064,13
MRT,2008,14,2581,24,2826,13
MRT,2009,15,2568,2,2764,14
MRT,2010,15,2529,2,2502,13
MRT,2011,16,2490,14,2350,13
MRT,2012,16,2447,5,2366,14
MRT,2013,17,2396,0,2290,14
MRT,2014,16,2316,0,2042,13
MRT,2015,17,2239,1,1987,13
MRT,2016,17,2132,0,1856,12
MRT,2017,17,2036,2,1790,12
MRT,2018,17,1955,2,1618,12
MRT,2019,18,1892,0,1539,12
MUS,1990,68,297,0,67,1
MUS,1991,71,279,0,57,1
MUS,1992,71,288,0,53,1
MUS,1993,74,287,0,48,1
MUS,1994,73,265,0,42,1
MUS,1995,71,270,0,39,1
MUS,1996,68,290,0,35,1
MUS,1997,64,273,0,31,1
MUS,1998,56,252,0,26,1
MUS,1999,52,242,0,24,1
MUS,2000,46,206,0,23,1
MUS,2001,46,182,0,22,1
MUS,2002,51,174,0,22,1
MUS,2003,55,160,0,23,1
MUS,2004,59,159,0,24,1
MUS,2005,64,153,0,24,1
MUS,2006,70,146,0,27,1
MUS,2007,72,146,0,26,1
MUS,2008,76,133,0,27,1
MUS,2009,77,120,0,28,1
MUS,2010,76,110,0,30,1
MUS,2011,75,112,0,30,0
MUS,2012,71,113,0,32,0
MUS,2013,73,103,0,31,0
MUS,2014,71,105,0,30,0
MUS,2015,72,101,0,28,0
MUS,2016,74,95,0,29,0
MUS,2017,76,96,0,29,0
MUS,2018,76,91,0,30,0
MUS,2019,76,87,0,30,0
MEX,1990,4592,37508,14,27164,354
MEX,1991,4594,36794,20,24372,299
MEX,1992,4612,36088,10,21391,313
MEX,1993,4642,35337,5,18975,268
MEX,1994,4667,34434,236,16526,243
MEX,1995,4641,33589,82,14696,230
MEX,1996,4633,32587,139,12929,215
MEX,1997,4706,31476,68,11405,199
MEX,1998,4809,30378,107,10025,173
MEX,1999,4763,29329,0,8818,153
MEX,2000,4696,28260,21,7961,207
MEX,2001,4603,27196,13,7291,134
MEX,2002,4498,26183,4,6799,161
MEX,2003,4391,25184,2,6412,140
MEX,2004,4227,24189,1,5997,149
MEX,2005,4135,23303,2,5737,134
MEX,2006,4014,22358,7,5280,155
MEX,2007,3957,21560,30,5052,130
MEX,2008,3918,20781,27,4937,133
MEX,2009,3873,20038,5,4840,134
MEX,2010,3802,19304,88,4677,134
MEX,2011,3764,18570,241,4576,141
MEX,2012,3787,17831,30,4552,133
MEX,2013,3895,17019,102,4650,139
MEX,2014,4010,16170,38,4660,141
MEX,2015,4048,15390,23,4679,144
MEX,2016,4061,14439,12,4694,142
MEX,2017,4157,13592,0,4750,148
MEX,2018,4374,12964,6,4836,150
MEX,2019,4518,12384,0,4932,152
FSM,1990,1,47,0,34,1
FSM,1991,1,46,0,31,1
FSM,1992,1,45,0,29,1
FSM,1993,1,43,0,27,1
FSM,1994,1,42,0,26,1
FSM,1995,1,40,0,24,1
FSM,1996,1,39,0,23,1
FSM,1997,1,37,0,21,1
FSM,1998,1,35,0,20,1
FSM,1999,1,33,0,19,1
FSM,2000,1,31,0,37,1
FSM,2001,1,29,0,16,1
FSM,2002,2,26,0,15,1
FSM,2003,2,24,0,14,1
FSM,2004,2,23,0,13,1
FSM,2005,2,22,0,12,0
FSM,2006,2,20,0,12,0
FSM,2007,2,19,0,11,0
FSM,2008,2,18,0,11,0
FSM,2009,2,17,0,11,0
FSM,2010,2,16,0,10,0
FSM,2011,2,15,0,10,0
FSM,2012,2,14,0,10,0
FSM,2013,2,13,0,10,0
FSM,2014,2,12,0,10,0
FSM,2015,2,12,0,9,0
FSM,2016,2,11,0,9,0
FSM,2017,2,10,0,9,0
FSM,2018,2,10,0,9,0
FSM,2019,2,9,0,9,0
WB,1990,660,196874,5909,85369,451
WB,1991,668,190125,5522,79119,448
WB,1992,682,183833,3336,73679,469
WB,1993,697,178719,2929,68818,452
WB,1994,712,173283,6178,64448,452
WB,1995,727,168865,5192,61143,482
WB,1996,750,163752,5721,57170,465
WB,1997,773,159704,6258,54611,442
WB,1998,795,155284,5239,52520,445
WB,1999,824,150664,2338,50820,444
WB,2000,839,145580,5638,48581,431
WB,2001,859,140738,5735,46053,417
WB,2002,870,136444,7912,44333,414
WB,2003,874,132824,20343,42642,458
WB,2004,872,129316,21778,40390,421
WB,2005,883,126308,26944,38211,419
WB,2006,900,123179,47980,36135,421
WB,2007,920,119700,42185,35611,431
WB,2008,945,116208,23454,34665,439
WB,2009,965,112485,16941,33223,434
WB,2010,976,107726,8901,31470,428
WB,2011,1000,102842,28856,30235,426
WB,2012,1023,97258,73477,28337,426
WB,2013,1044,92415,70404,27050,432
WB,2014,1066,87277,121846,25274,428
WB,2015,1089,82408,102311,24173,535
WB,2016,1116,74854,106161,22899,502
WB,2017,1146,69008,79383,23013,421
WB,2018,1179,64252,49525,21192,417
WB,2019,1208,60634,23952,20202,422
MDA,1990,357,704,0,103,107
MDA,1991,363,641,16,88,111
MDA,1992,349,589,840,79,105
MDA,1993,359,543,196,71,122
MDA,1994,387,522,8,68,156
MDA,1995,399,502,4,60,185
MDA,1996,377,468,1,53,189
MDA,1997,346,438,0,46,175
MDA,1998,323,414,0,40,166
MDA,1999,301,383,0,36,172
MDA,2000,300,343,1,34,193
MDA,2001,314,297,0,32,216
MDA,2002,343,252,0,28,243
MDA,2003,367,234,0,26,271
MDA,2004,399,221,0,23,288
MDA,2005,446,213,0,20,320
MDA,2006,477,214,2,17,345
MDA,2007,523,225,0,15,313
MDA,2008,540,243,0,14,311
MDA,2009,558,251,0,13,321
MDA,2010,560,243,0,12,345
MDA,2011,513,233,0,11,288
MDA,2012,501,220,1,10,321
MDA,2013,484,211,0,9,257
MDA,2014,493,201,0,9,269
MDA,2015,487,194,0,9,269
MDA,2016,461,183,0,9,248
MDA,2017,440,169,0,9,214
MDA,2018,440,154,0,8,201
MDA,2019,439,142,0,8,193
MCO,1990,0,1,0,0,0
MCO,1991,0,1,0,0,0
MCO,1992,0,1,0,0,0
MCO,1993,0,1,0,0,0
MCO,1994,0,1,0,0,0
MCO,1995,0,1,0,0,0
MCO,1996,0,1,0,0,0
MCO,1997,0,1,0,0,0
MCO,1998,0,1,0,0,0
MCO,1999,0,1,0,0,0
MCO,2000,0,0,0,0,0
MCO,2001,0,0,0,0,0
MCO,2002,0,0,0,0,0
MCO,2003,0,0,0,0,0
MCO,2004,0,0,0,0,0
MCO,2005,0,0,0,0,0
MCO,2006,0,0,0,0,0
MCO,2007,0,0,0,0,0
MCO,2008,0,0,0,0,0
MCO,2009,0,0,0,0,0
MCO,2010,0,0,0,0,0
MCO,2011,0,0,0,0,0
MCO,2012,0,0,0,0,0
MCO,2013,0,0,0,0,0
MCO,2014,0,0,0,0,0
MCO,2015,0,0,0,0,0
MCO,2016,0,0,0,0,0
MCO,2017,0,0,0,0,0
MCO,2018,0,0,0,0,0
MCO,2019,0,0,0,0,0
MNG,1990,36,1420,0,774,187
MNG,1991,38,1380,0,708,193
MNG,1992,41,1339,0,644,206
MNG,1993,43,1298,0,588,220
MNG,1994,45,1255,156,538,229
MNG,1995,49,1207,0,487,241
MNG,1996,54,1159,0,443,249
MNG,1997,59,1113,0,387,250
MNG,1998,64,1062,0,341,249
MNG,1999,73,1019,0,282,248
MNG,2000,92,994,0,232,254
MNG,2001,121,973,0,188,254
MNG,2002,162,959,0,155,255
MNG,2003,215,960,0,131,254
MNG,2004,275,965,0,111,256
MNG,2005,335,961,0,97,257
MNG,2006,386,966,0,86,256
MNG,2007,430,980,0,78,253
MNG,2008,463,994,0,74,247
MNG,2009,497,1006,0,71,245
MNG,2010,535,1010,0,69,249
MNG,2011,537,992,0,68,246
MNG,2012,535,962,0,67,244
MNG,2013,534,925,0,67,241
MNG,2014,537,865,0,65,241
MNG,2015,543,739,0,59,246
MNG,2016,554,674,0,56,248
MNG,2017,563,654,0,57,250
MNG,2018,573,609,0,53,259
MNG,2019,584,565,0,49,263
MNE,1990,7,99,0,1,5
MNE,1991,7,88,0,1,5
MNE,1992,7,84,0,1,5
MNE,1993,7,84,0,1,5
MNE,1994,7,84,0,1,5
MNE,1995,7,81,0,1,6
MNE,1996,8,80,0,1,6
MNE,1997,8,77,0,1,6
MNE,1998,8,73,0,1,6
MNE,1999,8,71,0,1,6
MNE,2000,8,72,1,1,6
MNE,2001,9,71,1,1,6
MNE,2002,9,65,0,1,6
MNE,2003,9,60,0,1,6
MNE,2004,9,54,0,1,6
MNE,2005,9,50,0,1,6
MNE,2006,9,45,0,1,6
MNE,2007,9,40,0,1,6
MNE,2008,9,38,0,1,6
MNE,2009,9,34,0,1,6
MNE,2010,8,32,0,1,6
MNE,2011,8,26,0,1,5
MNE,2012,8,24,0,1,6
MNE,2013,8,22,0,1,5
MNE,2014,8,21,0,1,5
MNE,2015,8,16,0,1,5
MNE,2016,8,16,0,1,5
MNE,2017,8,15,0,1,5
MNE,2018,8,14,1,1,5
MNE,2019,8,13,0,1,5
MAR,1990,70,19249,0,12334,117
MAR,1991,72,19087,22,11352,117
MAR,1992,76,18856,2,10521,124
MAR,1993,79,18500,0,9718,125
MAR,1994,80,17964,0,8966,125
MAR,1995,81,17675,0,8335,125
MAR,1996,82,17378,0,7661,124
MAR,1997,84,17221,6,7078,122
MAR,1998,84,16971,10,6566,122
MAR,1999,86,16679,0,6143,123
MAR,2000,85,16371,0,5726,119
MAR,2001,86,16002,0,5341,117
MAR,2002,86,15689,1,5008,116
MAR,2003,88,15268,77,4682,117
MAR,2004,89,14737,0,4416,117
MAR,2005,90,14188,0,4153,117
MAR,2006,92,13531,2,3890,117
MAR,2007,94,12711,2,3641,117
MAR,2008,96,12178,0,3466,118
MAR,2009,97,11523,0,3263,118
MAR,2010,99,10832,14,2976,117
MAR,2011,100,10060,18,2680,115
MAR,2012,102,9452,1,2451,114
MAR,2013,103,8802,2,2279,117
MAR,2014,104,8158,3,2159,116
MAR,2015,105,7502,4,1984,114
MAR,2016,107,6845,3,1829,112
MAR,2017,108,6194,2,1700,109
MAR,2018,109,5583,2,1532,106
MAR,2019,111,5135,0,1375,104
MOZ,1990,102,19561,1944,27680,115
MOZ,1991,102,19255,2122,26497,113
MOZ,1992,104,19613,676,26253,113
MOZ,1993,107,20985,0,26356,117
MOZ,1994,109,22625,0,26523,120
MOZ,1995,112,23690,15,27051,123
MOZ,1996,115,24192,0,26507,124
MOZ,1997,118,24666,0,25704,124
MOZ,1998,123,25159,1,24435,124
MOZ,1999,127,25611,0,22840,124
MOZ,2000,132,25974,1,19849,126
MOZ,2001,134,25978,0,18084,124
MOZ,2002,139,25954,7,16676,124
MOZ,2003,143,25882,0,15422,124
MOZ,2004,150,25843,3,14499,126
MOZ,2005,158,25864,12,13747,129
MOZ,2006,165,26059,3,14497,138
MOZ,2007,173,26102,6,13983,143
MOZ,2008,184,26143,1,13652,148
MOZ,2009,193,26065,0,13046,151
MOZ,2010,204,25879,7,11974,152
MOZ,2011,214,25680,0,11083,152
MOZ,2012,223,25520,8,10879,155
MOZ,2013,231,25352,51,10652,158
MOZ,2014,237,25083,33,10370,160
MOZ,2015,242,24815,4,9969,161
MOZ,2016,245,24489,57,9516,159
MOZ,2017,250,24216,120,9256,157
MOZ,2018,254,24199,344,8772,156
MOZ,2019,258,24317,159,8867,160
MMR,1990,492,38078,616,52073,18
MMR,1991,506,37908,1096,50655,19
MMR,1992,518,37642,1888,48923,19
MMR,1993,530,37289,143,46962,19
MMR,1994,540,36769,793,44642,19
MMR,1995,549,36239,480,42310,19
MMR,1996,557,35791,611,39378,19
MMR,1997,562,35372,804,36468,19
MMR,1998,563,34994,495,33938,19
MMR,1999,559,34517,359,31369,19
MMR,2000,536,33735,671,28569,19
MMR,2001,502,32750,339,25507,19
MMR,2002,476,31888,547,22957,18
MMR,2003,455,31040,265,20910,18
MMR,2004,446,30201,178,19266,18
MMR,2005,432,29324,358,17504,18
MMR,2006,423,28352,450,16136,18
MMR,2007,411,27311,664,14777,17
MMR,2008,399,26259,114,13729,17
MMR,2009,394,25192,267,12644,16
MMR,2010,387,24076,220,11585,16
MMR,2011,386,23015,865,10783,16
MMR,2012,380,22000,994,9947,15
MMR,2013,381,21086,396,9287,15
MMR,2014,381,20202,315,8704,15
MMR,2015,382,19388,724,8111,15
MMR,2016,383,18722,269,7740,15
MMR,2017,385,17706,2569,7441,15
MMR,2018,387,16755,145,7005,15
MMR,2019,388,16065,617,6700,14
NAM,1990,15,1063,0,1016,15
NAM,1991,15,1060,3,1018,15
NAM,1992,16,1054,0,1015,15
NAM,1993,16,1048,0,1007,16
NAM,1994,17,1041,0,998,16
NAM,1995,17,1034,0,984,17
NAM,1996,18,1024,2,972,17
NAM,1997,19,1019,0,969,18
NAM,1998,20,1021,30,1000,19
NAM,1999,22,1022,23,1016,20
NAM,2000,23,1023,119,1027,21
NAM,2001,23,1022,11,1005,21
NAM,2002,24,1021,10,1004,22
NAM,2003,24,1021,11,983,22
NAM,2004,23,1018,0,957,22
NAM,2005,23,1020,0,949,21
NAM,2006,22,1030,0,928,21
NAM,2007,22,1048,0,923,20
NAM,2008,22,1051,0,910,19
NAM,2009,22,1052,0,899,19
NAM,2010,22,1044,0,894,18
NAM,2011,22,1034,0,871,18
NAM,2012,22,1002,1,837,17
NAM,2013,23,982,0,846,17
NAM,2014,24,972,2,810,17
NAM,2015,25,958,3,771,17
NAM,2016,26,948,0,744,17
NAM,2017,27,936,1,731,17
NAM,2018,27,908,0,717,17
NAM,2019,28,882,0,696,17
NRU,1990,0,5,0,1,0
NRU,1991,0,5,0,1,0
NRU,1992,0,4,0,1,0
NRU,1993,0,5,0,1,0
NRU,1994,0,5,0,1,0
NRU,1995,0,5,0,1,0
NRU,1996,0,5,0,1,0
NRU,1997,0,5,0,1,0
NRU,1998,0,5,0,1,0
NRU,1999,0,5,0,1,0
NRU,2000,0,6,0,1,0
NRU,2001,0,6,0,1,0
NRU,2002,0,6,0,1,0
NRU,2003,0,6,0,1,0
NRU,2004,0,6,0,1,0
NRU,2005,0,5,0,1,0
NRU,2006,0,5,0,1,0
NRU,2007,0,5,0,1,0
NRU,2008,0,5,0,1,0
NRU,2009,0,5,0,1,0
NRU,2010,0,5,0,1,0
NRU,2011,0,4,0,1,0
NRU,2012,0,4,0,1,0
NRU,2013,0,4,0,1,0
NRU,2014,0,4,0,0,0
NRU,2015,0,3,0,0,0
NRU,2016,0,3,0,0,0
NRU,2017,0,3,0,0,0
NRU,2018,0,3,0,0,0
NRU,2019,0,3,0,0,0
NPL,1990,133,25212,14,22951,232
NPL,1991,134,24783,2,23075,229
NPL,1992,134,24394,9,21444,224
NPL,1993,137,24036,3,20634,223
NPL,1994,138,23639,4,19706,219
NPL,1995,140,23242,0,18717,216
NPL,1996,141,22793,83,17721,212
NPL,1997,144,22349,63,16605,210
NPL,1998,145,21772,357,15535,207
NPL,1999,146,21171,318,14348,202
NPL,2000,148,20564,456,13276,199
NPL,2001,148,19952,741,12298,196
NPL,2002,148,19344,4918,11342,254
NPL,2003,149,18724,1754,10485,217
NPL,2004,152,18065,3086,9727,217
NPL,2005,156,17451,1610,9561,195
NPL,2006,160,16793,699,9192,198
NPL,2007,165,16150,45,8712,199
NPL,2008,170,15425,133,8262,201
NPL,2009,175,14652,29,8195,213
NPL,2010,180,13834,27,7520,214
NPL,2011,187,13027,13,6998,250
NPL,2012,194,12241,14,6667,211
NPL,2013,200,11601,4,6552,265
NPL,2014,205,10972,5,6338,219
NPL,2015,210,10443,8,6173,223
NPL,2016,215,9880,7,6020,225
NPL,2017,218,9324,13,5992,226
NPL,2018,223,8802,11,5745,276
NPL,2019,227,8397,21,5627,227
NLD,1990,150,637,4,43,65
NLD,1991,160,608,0,47,65
NLD,1992,173,581,0,51,65
NLD,1993,188,576,0,58,67
NLD,1994,205,541,0,67,63
NLD,1995,220,521,4,76,57
NLD,1996,244,523,0,95,44
NLD,1997,267,500,0,105,37
NLD,1998,295,517,0,119,32
NLD,1999,316,528,0,142,29
NLD,2000,337,536,0,164,24
NLD,2001,348,533,1,190,22
NLD,2002,341,520,2,222,19
NLD,2003,336,490,0,255,21
NLD,2004,317,452,1,274,17
NLD,2005,312,457,0,295,16
NLD,2006,301,420,1,315,16
NLD,2007,299,394,7,335,15
NLD,2008,300,384,6,359,15
NLD,2009,308,380,11,367,15
NLD,2010,315,369,3,385,15
NLD,2011,334,348,0,398,15
NLD,2012,359,347,0,411,15
NLD,2013,410,342,1,400,15
NLD,2014,445,339,186,398,14
NLD,2015,476,316,0,407,15
NLD,2016,497,329,3,418,16
NLD,2017,488,320,0,418,16
NLD,2018,484,315,0,421,16
NLD,2019,480,308,0,425,16
NZL,1990,35,199,0,13,6
NZL,1991,34,183,0,12,6
NZL,1992,32,170,0,11,6
NZL,1993,33,171,0,11,6
NZL,1994,34,161,0,11,6
NZL,1995,33,142,0,12,5
NZL,1996,32,144,0,12,5
NZL,1997,33,138,0,13,5
NZL,1998,32,128,0,12,4
NZL,1999,33,135,0,13,4
NZL,2000,36,144,0,15,5
NZL,2001,38,138,0,16,5
NZL,2002,39,144,0,18,6
NZL,2003,40,139,0,20,6
NZL,2004,42,139,0,23,5
NZL,2005,43,129,0,27,6
NZL,2006,44,132,0,34,6
NZL,2007,45,137,0,46,6
NZL,2008,48,141,0,55,6
NZL,2009,49,147,0,64,7
NZL,2010,51,155,0,70,7
NZL,2011,53,147,0,78,7
NZL,2012,53,143,0,82,7
NZL,2013,53,139,0,81,7
NZL,2014,55,146,0,87,7
NZL,2015,56,123,0,85,7
NZL,2016,55,101,0,81,7
NZL,2017,56,106,0,80,7
NZL,2018,57,103,0,81,7
NZL,2019,57,101,0,80,7
NIC,1990,145,2546,62,2413,2
NIC,1991,167,2439,55,2300,2
NIC,1992,172,2325,61,2175,2
NIC,1993,181,2206,40,2182,2
NIC,1994,192,2096,35,1916,2
NIC,1995,205,1999,6,1796,2
NIC,1996,216,1908,21,1536,2
NIC,1997,211,1810,7,1295,2
NIC,1998,204,1710,0,1119,2
NIC,1999,212,1604,0,943,3
NIC,2000,206,1521,2,822,3
NIC,2001,209,1446,0,731,3
NIC,2002,222,1383,0,651,3
NIC,2003,239,1320,1,585,3
NIC,2004,248,1269,0,526,3
NIC,2005,271,1225,0,481,3
NIC,2006,266,1177,0,427,3
NIC,2007,283,1107,0,386,3
NIC,2008,305,1048,0,348,3
NIC,2009,316,1005,0,319,3
NIC,2010,318,970,0,294,3
NIC,2011,343,926,0,270,3
NIC,2012,358,886,0,253,3
NIC,2013,365,863,0,239,3
NIC,2014,374,825,5,225,4
NIC,2015,358,795,0,217,4
NIC,2016,380,759,0,210,4
NIC,2017,374,720,0,208,4
NIC,2018,379,669,34,202,4
NIC,2019,387,630,0,195,4
NER,1990,49,11813,199,36074,80
NER,1991,49,12446,45,36801,82
NER,1992,49,13113,52,37344,84
NER,1993,50,13789,6,37904,86
NER,1994,50,14124,86,38157,87
NER,1995,51,14666,82,38557,89
NER,1996,51,15166,15,38202,89
NER,1997,52,16125,78,38100,91
NER,1998,54,16759,251,37875,92
NER,1999,55,17019,12,38040,95
NER,2000,56,17183,1,37949,97
NER,2001,58,17516,3,37911,98
NER,2002,60,17538,3,37527,98
NER,2003,62,18107,0,37146,99
NER,2004,63,18105,4,35561,95
NER,2005,65,18475,1,37520,101
NER,2006,67,17986,2,36468,101
NER,2007,68,17999,110,34486,100
NER,2008,68,17419,59,31812,96
NER,2009,69,17398,13,30289,96
NER,2010,71,17755,20,28084,96
NER,2011,73,18281,26,27747,99
NER,2012,76,18906,6,27141,102
NER,2013,80,19391,57,28274,108
NER,2014,83,19982,43,28893,113
NER,2015,86,20534,614,29194,117
NER,2016,90,21154,319,30036,122
NER,2017,95,21708,300,30771,125
NER,2018,99,22211,551,29377,124
NER,2019,101,22546,395,28694,124
NGA,1990,743,121027,81,284419,728
NGA,1991,754,125598,13,297403,744
NGA,1992,771,130522,147,281303,782
NGA,1993,782,135700,3,276528,781
NGA,1994,788,140521,90,273916,800
NGA,1995,793,144810,9,271658,820
NGA,1996,795,148866,83,274988,832
NGA,1997,803,153247,452,272445,844
NGA,1998,812,157553,943,272459,857
NGA,1999,820,162025,2692,273760,871
NGA,2000,830,166039,3553,273848,884
NGA,2001,846,170248,1155,272987,896
NGA,2002,869,175409,2101,268973,966
NGA,2003,890,179486,1027,262567,908
NGA,2004,915,182540,1445,256236,907
NGA,2005,931,185687,360,248877,897
NGA,2006,947,189061,589,254013,909
NGA,2007,961,192018,628,253568,909
NGA,2008,966,194666,913,246594,892
NGA,2009,987,197097,2668,243669,895
NGA,2010,1017,199507,1497,240708,893
NGA,2011,1054,201486,1650,228309,884
NGA,2012,1091,203428,3091,221382,893
NGA,2013,1123,204573,6260,215679,910
NGA,2014,1141,203887,14156,210178,934
NGA,2015,1145,203212,14635,203706,947
NGA,2016,1164,202317,5064,200794,962
NGA,2017,1183,199123,5077,198476,954
NGA,2018,1199,197179,5440,188747,937
NGA,2019,1221,195397,3086,181138,927
NIU,1990,0,1,0,0,0
NIU,1991,0,0,0,0,0
NIU,1992,0,0,0,0,0
NIU,1993,0,0,0,0,0
NIU,1994,0,0,0,0,0
NIU,1995,0,0,0,0,0
NIU,1996,0,0,0,0,0
NIU,1997,0,0,0,0,0
NIU,1998,0,0,0,0,0
NIU,1999,0,0,0,0,0
NIU,2000,0,0,0,0,0
NIU,2001,0,0,0,0,0
NIU,2002,0,0,0,0,0
NIU,2003,0,0,0,0,0
NIU,2004,0,0,0,0,0
NIU,2005,0,0,0,0,0
NIU,2006,0,0,0,0,0
NIU,2007,0,0,0,0,0
NIU,2008,0,0,0,0,0
NIU,2009,0,0,0,0,0
NIU,2010,0,0,0,0,0
NIU,2011,0,0,0,0,0
NIU,2012,0,0,0,0,0
NIU,2013,0,0,0,0,0
NIU,2014,0,0,0,0,0
NIU,2015,0,0,0,0,0
NIU,2016,0,0,0,0,0
