code,year,d_hiv_aids,d_drug_use_disorders,d_selfharm
JAM,2011,482,5,81
JAM,2012,484,5,76
JAM,2013,474,5,74
JAM,2014,464,5,80
JAM,2015,454,5,81
JAM,2016,444,6,82
JAM,2017,435,6,83
JAM,2018,426,6,85
JAM,2019,418,6,89
JPN,1990,68,252,24234
JPN,1991,76,268,24162
JPN,1992,77,284,24406
JPN,1993,78,292,24544
JPN,1994,87,299,24664
JPN,1995,172,325,25292
JPN,1996,180,344,25799
JPN,1997,196,359,26989
JPN,1998,177,380,29752
JPN,1999,172,406,31283
JPN,2000,161,409,31590
JPN,2001,180,413,31872
JPN,2002,173,414,32351
JPN,2003,191,424,33249
JPN,2004,188,432,33223
JPN,2005,203,440,33536
JPN,2006,207,442,33081
JPN,2007,225,450,32804
JPN,2008,205,454,32392
JPN,2009,201,461,32006
JPN,2010,215,467,31483
JPN,2011,210,478,30864
JPN,2012,206,469,29611
JPN,2013,209,465,28632
JPN,2014,186,467,27577
JPN,2015,197,460,26434
JPN,2016,189,465,25559
JPN,2017,180,467,24733
JPN,2018,170,478,24817
JPN,2019,161,490,24773
JOR,1990,2,4,123
JOR,1991,3,5,126
JOR,1992,3,5,128
JOR,1993,4,5,136
JOR,1994,4,5,139
JOR,1995,5,6,143
JOR,1996,5,6,146
JOR,1997,6,6,146
JOR,1998,7,6,146
JOR,1999,7,7,145
JOR,2000,9,7,148
JOR,2001,9,7,146
JOR,2002,10,7,144
JOR,2003,12,7,148
JOR,2004,13,8,150
JOR,2005,12,9,148
JOR,2006,11,9,145
JOR,2007,11,8,143
JOR,2008,12,9,145
JOR,2009,14,8,145
JOR,2010,16,8,148
JOR,2011,19,8,156
JOR,2012,22,9,168
JOR,2013,23,10,176
JOR,2014,26,11,186
JOR,2015,27,12,197
JOR,2016,27,13,211
JOR,2017,27,14,223
JOR,2018,27,16,242
JOR,2019,27,17,260
KAZ,1990,81,182,3378
KAZ,1991,108,212,3512
KAZ,1992,121,244,3774
KAZ,1993,124,280,4090
KAZ,1994,174,311,4344
KAZ,1995,260,348,4735
KAZ,1996,342,383,4930
KAZ,1997,359,415,4908
KAZ,1998,334,449,4829
KAZ,1999,299,489,4872
KAZ,2000,230,534,5306
KAZ,2001,225,540,5502
KAZ,2002,238,541,5603
KAZ,2003,230,562,5819
KAZ,2004,250,615,6115
KAZ,2005,297,658,6309
KAZ,2006,290,689,6409
KAZ,2007,268,682,6324
KAZ,2008,306,640,5886
KAZ,2009,306,596,5494
KAZ,2010,311,583,5413
KAZ,2011,291,574,5314
KAZ,2012,269,578,5204
KAZ,2013,276,591,5028
KAZ,2014,267,579,4783
KAZ,2015,290,585,4579
KAZ,2016,272,592,4382
KAZ,2017,270,581,4272
KAZ,2018,265,660,4249
KAZ,2019,261,749,4275
KEN,1990,21636,17,1141
KEN,1991,31779,18,1195
KEN,1992,43936,20,1251
KEN,1993,57408,21,1302
KEN,1994,71363,22,1351
KEN,1995,84982,24,1405
KEN,1996,97499,26,1465
KEN,1997,108473,27,1544
KEN,1998,117468,30,1639
KEN,1999,124388,32,1719
KEN,2000,129471,34,1833
KEN,2001,132670,37,1927
KEN,2002,134431,41,2062
KEN,2003,134657,45,2213
KEN,2004,131263,48,2294
KEN,2005,124634,51,2384
KEN,2006,115366,54,2442
KEN,2007,104536,56,2487
KEN,2008,95338,59,2516
KEN,2009,87459,62,2568
KEN,2010,80975,65,2633
KEN,2011,75359,68,2705
KEN,2012,70882,70,2750
KEN,2013,68558,73,2779
KEN,2014,66147,75,2817
KEN,2015,61486,77,2859
KEN,2016,56460,80,2906
KEN,2017,52714,84,2968
KEN,2018,51066,88,3057
KEN,2019,51135,92,3155
KIR,1990,1,1,24
KIR,1991,1,1,24
KIR,1992,1,1,25
KIR,1993,1,1,25
KIR,1994,1,1,25
KIR,1995,1,1,25
KIR,1996,1,1,25
KIR,1997,1,1,25
KIR,1998,1,1,25
KIR,1999,1,1,25
KIR,2000,1,1,25
KIR,2001,1,1,25
KIR,2002,2,1,25
KIR,2003,2,1,25
KIR,2004,2,1,26
KIR,2005,2,1,26
KIR,2006,2,1,27
KIR,2007,2,1,27
KIR,2008,2,1,28
KIR,2009,2,1,29
KIR,2010,2,1,29
KIR,2011,2,1,29
KIR,2012,2,1,29
KIR,2013,2,1,29
KIR,2014,2,1,30
KIR,2015,2,1,30
KIR,2016,2,1,30
KIR,2017,2,1,30
KIR,2018,2,1,30
KIR,2019,2,1,30
KWT,1990,2,5,42
KWT,1991,2,5,40
KWT,1992,2,5,39
KWT,1993,3,6,42
KWT,1994,1,7,47
KWT,1995,4,7,52
KWT,1996,2,8,53
KWT,1997,1,9,62
KWT,1998,1,9,62
KWT,1999,2,11,71
KWT,2000,1,10,72
KWT,2001,1,8,65
KWT,2002,3,8,70
KWT,2003,3,7,68
KWT,2004,2,8,72
KWT,2005,6,8,79
KWT,2006,3,10,84
KWT,2007,4,11,86
KWT,2008,3,13,99
KWT,2009,4,13,97
KWT,2010,3,13,92
KWT,2011,2,14,93
KWT,2012,3,17,103
KWT,2013,2,17,105
KWT,2014,2,18,108
KWT,2015,3,19,113
KWT,2016,3,20,118
KWT,2017,3,21,123
KWT,2018,3,22,128
KWT,2019,3,23,135
KGZ,1990,29,41,599
KGZ,1991,44,46,614
KGZ,1992,37,49,617
KGZ,1993,51,59,667
KGZ,1994,56,66,717
KGZ,1995,67,70,730
KGZ,1996,77,68,696
KGZ,1997,88,67,679
KGZ,1998,124,68,680
KGZ,1999,145,70,683
KGZ,2000,137,77,695
KGZ,2001,165,79,698
KGZ,2002,136,76,694
KGZ,2003,131,78,684
KGZ,2004,117,83,662
KGZ,2005,136,87,670
KGZ,2006,128,96,686
KGZ,2007,141,96,683
KGZ,2008,109,97,671
KGZ,2009,131,96,650
KGZ,2010,125,92,660
KGZ,2011,146,85,659
KGZ,2012,170,78,656
KGZ,2013,192,70,639
KGZ,2014,207,66,632
KGZ,2015,184,61,612
KGZ,2016,177,54,576
KGZ,2017,175,55,574
KGZ,2018,172,60,594
KGZ,2019,170,63,600
LAO,1990,0,9,450
LAO,1991,0,10,458
LAO,1992,1,10,466
LAO,1993,2,10,472
LAO,1994,3,11,475
LAO,1995,5,11,478
LAO,1996,8,11,472
LAO,1997,12,12,468
LAO,1998,19,12,466
LAO,1999,29,13,461
LAO,2000,45,13,445
LAO,2001,68,13,446
LAO,2002,99,13,438
LAO,2003,136,12,434
LAO,2004,177,12,431
LAO,2005,217,13,432
LAO,2006,252,13,431
LAO,2007,289,13,430
LAO,2008,325,13,431
LAO,2009,354,14,430
LAO,2010,389,14,425
LAO,2011,428,14,420
LAO,2012,454,14,415
LAO,2013,463,14,420
LAO,2014,461,15,428
LAO,2015,451,15,434
LAO,2016,438,16,440
LAO,2017,420,16,442
LAO,2018,396,16,439
LAO,2019,374,17,430
WB,1990,18336,985,27465
WB,1991,23063,1012,27948
WB,1992,28429,1057,28743
WB,1993,34353,1138,29872
WB,1994,40344,1231,30801
WB,1995,45058,1344,31576
WB,1996,47871,1418,32289
WB,1997,47359,1530,33227
WB,1998,47468,1642,34436
WB,1999,49345,1668,35159
WB,2000,50493,1701,35587
WB,2001,52122,1709,36203
WB,2002,52706,1688,36854
WB,2003,53563,1687,37271
WB,2004,53377,1675,37599
WB,2005,52743,1692,37876
WB,2006,51994,1721,38378
WB,2007,50971,1770,39032
WB,2008,50382,1831,39878
WB,2009,49550,1931,40768
WB,2010,49684,2015,40918
WB,2011,49176,2160,41264
WB,2012,48660,2293,41782
WB,2013,48870,2446,42466
WB,2014,48902,2558,42944
WB,2015,48727,2666,43517
WB,2016,47380,2796,44472
WB,2017,46049,2893,45095
WB,2018,44851,2954,45200
WB,2019,43990,3019,44994
LVA,1990,41,37,812
LVA,1991,43,41,867
LVA,1992,73,45,952
LVA,1993,74,54,1141
LVA,1994,81,63,1271
LVA,1995,93,59,1180
LVA,1996,82,53,979
LVA,1997,92,54,914
LVA,1998,89,63,938
LVA,1999,96,68,858
LVA,2000,95,74,814
LVA,2001,83,76,816
LVA,2002,81,74,764
LVA,2003,97,66,691
LVA,2004,80,62,649
LVA,2005,84,64,654
LVA,2006,98,65,651
LVA,2007,95,65,624
LVA,2008,118,59,577
LVA,2009,105,56,539
LVA,2010,131,52,522
LVA,2011,128,46,482
LVA,2012,138,45,470
LVA,2013,148,43,464
LVA,2014,141,42,448
LVA,2015,144,42,433
LVA,2016,134,44,402
LVA,2017,128,46,399
LVA,2018,123,48,395
LVA,2019,118,51,392
LBN,1990,48,28,129
LBN,1991,53,29,127
LBN,1992,58,31,128
LBN,1993,62,32,129
LBN,1994,66,33,128
LBN,1995,69,35,126
LBN,1996,71,36,126
LBN,1997,72,38,126
LBN,1998,73,40,126
LBN,1999,74,41,125
LBN,2000,75,42,124
LBN,2001,73,44,124
LBN,2002,71,46,124
LBN,2003,67,48,126
LBN,2004,64,51,129
LBN,2005,62,53,132
LBN,2006,60,56,135
LBN,2007,59,59,138
LBN,2008,58,62,141
LBN,2009,58,65,143
LBN,2010,60,68,146
LBN,2011,62,75,154
LBN,2012,63,83,166
LBN,2013,62,92,175
LBN,2014,61,98,177
LBN,2015,61,103,177
LBN,2016,61,109,178
LBN,2017,61,115,178
LBN,2018,61,121,178
LBN,2019,61,127,176
LSO,1990,507,3,290
LSO,1991,850,3,288
LSO,1992,1367,3,291
LSO,1993,2105,3,294
LSO,1994,3093,3,303
LSO,1995,4335,3,311
LSO,1996,5808,4,321
LSO,1997,7467,4,338
LSO,1998,9245,4,367
LSO,1999,11063,4,398
LSO,2000,12815,4,434
LSO,2001,14299,4,458
LSO,2002,15644,5,491
LSO,2003,16919,5,523
LSO,2004,17922,5,556
LSO,2005,18163,5,580
LSO,2006,17506,5,603
LSO,2007,15716,5,623
LSO,2008,13744,5,646
LSO,2009,12596,6,665
LSO,2010,11834,6,685
LSO,2011,11991,6,696
LSO,2012,12704,6,716
LSO,2013,13247,6,734
LSO,2014,13576,7,749
LSO,2015,13238,7,754
LSO,2016,12179,7,745
LSO,2017,11184,7,738
LSO,2018,10832,7,737
LSO,2019,10793,7,736
LBR,1990,123,3,124
LBR,1991,176,3,131
LBR,1992,253,3,134
LBR,1993,356,3,136
LBR,1994,489,3,141
LBR,1995,646,3,142
LBR,1996,828,3,159
LBR,1997,1041,3,162
LBR,1998,1264,3,167
LBR,1999,1479,3,167
LBR,2000,1681,3,166
LBR,2001,1869,3,163
LBR,2002,2053,3,161
LBR,2003,2207,3,163
LBR,2004,2344,3,167
LBR,2005,2449,3,173
LBR,2006,2426,3,182
LBR,2007,2375,4,191
LBR,2008,2401,4,196
LBR,2009,2366,4,209
LBR,2010,2257,5,222
LBR,2011,2165,5,227
LBR,2012,2157,5,235
LBR,2013,2187,5,241
LBR,2014,2213,6,241
LBR,2015,2221,6,242
LBR,2016,2163,6,244
LBR,2017,1989,6,246
LBR,2018,1755,6,251
LBR,2019,1652,7,259
LBY,1990,8,26,166
LBY,1991,9,29,166
LBY,1992,10,32,168
LBY,1993,11,35,170
LBY,1994,13,38,173
LBY,1995,14,41,178
LBY,1996,16,44,182
LBY,1997,18,49,195
LBY,1998,20,54,199
LBY,1999,23,58,204
LBY,2000,26,64,214
LBY,2001,31,70,223
LBY,2002,35,77,233
LBY,2003,39,83,236
LBY,2004,44,84,224
LBY,2005,48,89,221
LBY,2006,52,96,227
LBY,2007,56,113,259
LBY,2008,59,129,287
LBY,2009,61,142,310
LBY,2010,65,149,313
LBY,2011,69,158,319
LBY,2012,72,161,315
LBY,2013,76,167,319
LBY,2014,75,174,324
LBY,2015,76,177,324
LBY,2016,78,181,325
LBY,2017,80,188,332
LBY,2018,83,196,339
LBY,2019,85,202,347
LTU,1990,28,58,1159
LTU,1991,31,65,1294
LTU,1992,22,68,1374
LTU,1993,26,77,1663
LTU,1994,48,91,1847
LTU,1995,56,91,1874
LTU,1996,31,88,1788
LTU,1997,26,83,1702
LTU,1998,42,85,1703
LTU,1999,67,82,1679
LTU,2000,57,85,1664
LTU,2001,60,85,1715
LTU,2002,60,77,1640
LTU,2003,70,76,1573
LTU,2004,85,73,1516
LTU,2005,62,78,1555
LTU,2006,63,86,1534
LTU,2007,76,95,1556
LTU,2008,84,94,1442
LTU,2009,78,86,1268
LTU,2010,89,84,1237
LTU,2011,78,85,1202
LTU,2012,68,92,1174
LTU,2013,65,100,1185
LTU,2014,75,111,1109
LTU,2015,69,124,1078
LTU,2016,76,133,1034
LTU,2017,67,133,912
LTU,2018,64,149,883
LTU,2019,61,169,857
LUX,1990,5,8,76
LUX,1991,7,10,76
LUX,1992,8,12,76
LUX,1993,10,14,76
LUX,1994,10,16,76
LUX,1995,11,16,76
LUX,1996,9,16,76
LUX,1997,6,15,74
LUX,1998,4,15,71
LUX,1999,4,14,69
LUX,2000,4,15,67
LUX,2001,4,14,66
LUX,2002,4,14,66
LUX,2003,4,15,64
LUX,2004,4,15,64
LUX,2005,3,15,63
LUX,2006,3,16,63
LUX,2007,3,15,61
LUX,2008,3,15,60
LUX,2009,3,15,60
LUX,2010,3,15,61
LUX,2011,2,15,62
LUX,2012,2,15,63
LUX,2013,2,15,63
LUX,2014,2,16,65
LUX,2015,3,16,66
LUX,2016,2,16,66
LUX,2017,2,15,67
LUX,2018,2,15,68
LUX,2019,2,15,69
MDG,1990,1,18,925
MDG,1991,3,19,933
MDG,1992,6,19,940
MDG,1993,12,20,981
MDG,1994,22,20,959
MDG,1995,40,18,893
MDG,1996,89,19,916
MDG,1997,162,20,940
MDG,1998,245,21,974
MDG,1999,351,21,975
MDG,2000,480,21,982
MDG,2001,626,22,993
MDG,2002,783,24,1032
MDG,2003,944,25,1066
MDG,2004,1103,26,1083
MDG,2005,1254,27,1093
MDG,2006,1392,27,1098
MDG,2007,1520,28,1112
MDG,2008,1643,29,1154
MDG,2009,1759,31,1192
MDG,2010,1865,32,1222
MDG,2011,1962,33,1249
MDG,2012,2065,34,1275
MDG,2013,2172,36,1302
MDG,2014,2269,38,1331
MDG,2015,2354,39,1364
MDG,2016,2392,42,1402
MDG,2017,2438,44,1442
MDG,2018,2509,47,1486
MDG,2019,2530,49,1522
MWI,1990,13908,14,718
MWI,1991,18806,15,747
MWI,1992,24280,16,777
MWI,1993,30480,16,785
MWI,1994,37145,16,799
MWI,1995,43480,17,825
MWI,1996,49374,17,855
MWI,1997,54877,18,883
MWI,1998,59688,19,919
MWI,1999,63585,20,934
MWI,2000,66561,20,942
MWI,2001,68734,20,938
MWI,2002,70145,21,946
MWI,2003,70966,21,958
MWI,2004,71125,22,971
MWI,2005,69277,23,968
MWI,2006,64699,23,963
MWI,2007,58137,24,962
MWI,2008,50471,24,961
MWI,2009,44036,25,977
MWI,2010,39192,27,1006
MWI,2011,34354,28,1026
MWI,2012,28814,29,1039
MWI,2013,24373,30,1055
MWI,2014,22035,31,1077
MWI,2015,20660,33,1103
MWI,2016,19307,34,1133
MWI,2017,17328,36,1154
MWI,2018,15284,38,1184
MWI,2019,14227,39,1209
MYS,1990,43,39,988
MYS,1991,105,42,990
MYS,1992,226,44,1000
MYS,1993,383,47,1015
MYS,1994,569,50,1049
MYS,1995,786,56,1133
MYS,1996,1021,60,1157
MYS,1997,1254,63,1178
MYS,1998,1476,64,1170
MYS,1999,1672,73,1287
MYS,2000,1855,70,1211
MYS,2001,2034,69,1193
MYS,2002,2125,69,1202
MYS,2003,2096,73,1269
MYS,2004,2033,74,1281
MYS,2005,1996,75,1278
MYS,2006,1984,77,1273
MYS,2007,1992,79,1266
MYS,2008,2001,85,1316
MYS,2009,2018,90,1353
MYS,2010,2145,92,1347
MYS,2011,2358,94,1365
MYS,2012,2526,97,1386
MYS,2013,2611,96,1373
MYS,2014,2622,102,1447
MYS,2015,2516,108,1510
MYS,2016,2340,116,1596
MYS,2017,1939,122,1661
MYS,2018,1596,129,1712
MYS,2019,1521,138,1803
MDV,1990,0,0,13
MDV,1991,0,0,12
MDV,1992,0,0,12
MDV,1993,0,0,12
MDV,1994,0,0,12
MDV,1995,0,0,12
MDV,1996,0,0,12
MDV,1997,0,0,12
MDV,1998,0,0,12
MDV,1999,0,1,13
MDV,2000,0,1,13
MDV,2001,0,1,12
MDV,2002,0,1,12
MDV,2003,0,1,11
MDV,2004,0,1,11
MDV,2005,1,1,11
MDV,2006,0,1,11
MDV,2007,0,1,11
MDV,2008,0,1,11
MDV,2009,1,1,11
MDV,2010,1,1,12
MDV,2011,1,1,12
MDV,2012,1,1,13
MDV,2013,1,1,14
MDV,2014,1,2,15
MDV,2015,1,2,16
MDV,2016,1,2,17
MDV,2017,1,2,18
MDV,2018,1,2,19
MDV,2019,1,2,20
MLI,1990,531,8,477
MLI,1991,775,8,479
MLI,1992,1092,8,487
MLI,1993,1488,8,493
MLI,1994,1958,8,505
MLI,1995,2493,8,520
MLI,1996,3079,8,530
MLI,1997,3693,8,534
MLI,1998,4309,8,534
MLI,1999,4904,8,533
MLI,2000,5458,8,541
MLI,2001,5938,8,548
MLI,2002,6316,9,563
MLI,2003,6556,9,571
MLI,2004,6574,9,583
MLI,2005,6602,9,595
MLI,2006,6357,10,608
MLI,2007,5819,10,632
MLI,2008,5477,10,648
MLI,2009,5247,11,670
MLI,2010,5077,11,686
MLI,2011,4916,12,696
MLI,2012,5033,12,709
MLI,2013,5637,13,736
MLI,2014,6079,14,767
MLI,2015,5969,14,800
MLI,2016,5601,16,853
MLI,2017,5180,17,894
MLI,2018,4728,18,920
MLI,2019,4496,19,947
MLT,1990,3,2,20
MLT,1991,3,3,20
MLT,1992,4,3,21
MLT,1993,4,3,21
MLT,1994,5,4,22
MLT,1995,5,4,22
MLT,1996,5,4,22
MLT,1997,3,4,22
MLT,1998,2,5,22
MLT,1999,2,5,22
MLT,2000,2,5,22
MLT,2001,2,5,22
MLT,2002,2,5,22
MLT,2003,2,5,23
MLT,2004,2,5,23
MLT,2005,2,6,23
MLT,2006,2,6,24
MLT,2007,2,6,24
MLT,2008,2,7,24
MLT,2009,2,7,24
MLT,2010,2,7,24
MLT,2011,2,7,25
MLT,2012,2,7,25
MLT,2013,2,7,25
MLT,2014,2,8,25
MLT,2015,2,8,24
MLT,2016,2,8,24
MLT,2017,2,8,24
MLT,2018,1,8,24
MLT,2019,1,9,24
MHL,1990,0,0,9
MHL,1991,1,0,10
MHL,1992,1,0,10
MHL,1993,1,0,10
MHL,1994,1,0,10
MHL,1995,1,0,10
MHL,1996,1,0,10
MHL,1997,1,0,11
MHL,1998,1,0,11
MHL,1999,1,0,11
MHL,2000,1,0,11
MHL,2001,2,0,12
MHL,2002,2,0,12
MHL,2003,2,0,12
MHL,2004,2,0,12
MHL,2005,2,0,12
MHL,2006,2,0,12
MHL,2007,2,0,12
MHL,2008,2,0,12
MHL,2009,2,0,12
MHL,2010,2,0,12
MHL,2011,2,0,12
MHL,2012,2,0,12
MHL,2013,2,0,12
MHL,2014,3,0,12
MHL,2015,3,0,12
MHL,2016,3,0,12
MHL,2017,3,0,12
MHL,2018,4,0,12
MHL,2019,4,0,12
MRT,1990,42,3,118
MRT,1991,48,3,118
MRT,1992,53,3,119
MRT,1993,57,3,120
MRT,1994,58,3,117
MRT,1995,59,3,116
MRT,1996,58,3,117
MRT,1997,56,3,118
MRT,1998,54,3,120
MRT,1999,52,3,118
MRT,2000,50,3,119
MRT,2001,48,3,122
MRT,2002,47,3,123
MRT,2003,45,3,122
MRT,2004,44,3,126
MRT,2005,41,3,127
MRT,2006,34,3,130
MRT,2007,28,3,128
MRT,2008,24,3,128
MRT,2009,22,4,133
MRT,2010,22,4,134
MRT,2011,23,4,136
MRT,2012,23,4,142
MRT,2013,23,4,145
MRT,2014,23,4,143
MRT,2015,22,4,146
MRT,2016,22,5,146
MRT,2017,22,5,152
MRT,2018,21,5,153
MRT,2019,21,5,155
MUS,1990,11,1,142
MUS,1991,3,1,143
MUS,1992,2,1,149
MUS,1993,2,1,155
MUS,1994,2,1,156
MUS,1995,2,2,159
MUS,1996,3,2,161
MUS,1997,2,2,160
MUS,1998,4,2,157
MUS,1999,2,2,159
MUS,2000,11,4,148
MUS,2001,8,4,138
MUS,2002,11,4,136
MUS,2003,16,5,126
MUS,2004,19,6,125
MUS,2005,23,7,125
MUS,2006,35,7,125
MUS,2007,56,9,123
MUS,2008,53,12,119
MUS,2009,40,15,123
MUS,2010,72,16,119
MUS,2011,69,15,122
MUS,2012,87,16,118
MUS,2013,109,15,112
MUS,2014,116,18,116
MUS,2015,95,19,118
MUS,2016,131,20,116
MUS,2017,102,18,116
MUS,2018,96,15,115
MUS,2019,91,14,113
MEX,1990,2059,294,2702
MEX,1991,2542,295,2880
MEX,1992,3101,299,3073
MEX,1993,3726,324,3274
MEX,1994,4045,340,3508
MEX,1995,4585,365,3701
MEX,1996,4990,386,3871
MEX,1997,4784,430,4148
MEX,1998,4894,473,4316
MEX,1999,4981,495,4366
MEX,2000,4854,502,4436
MEX,2001,5060,492,4526
MEX,2002,5171,482,4713
MEX,2003,5280,483,4897
MEX,2004,5381,476,4951
MEX,2005,5386,477,5187
MEX,2006,5575,459,5274
MEX,2007,5786,454,5458
MEX,2008,5988,456,5852
MEX,2009,5847,442,6160
MEX,2010,5694,425,6189
MEX,2011,5711,421,6270
MEX,2012,5603,421,6395
MEX,2013,5460,445,6791
MEX,2014,5311,455,7027
MEX,2015,5300,474,7170
MEX,2016,5093,500,7442
MEX,2017,5157,542,7927
MEX,2018,5101,580,8038
MEX,2019,5034,596,7805
FSM,1990,6,1,24
FSM,1991,6,1,24
FSM,1992,7,1,25
FSM,1993,7,1,25
FSM,1994,7,1,25
FSM,1995,7,1,25
FSM,1996,7,1,25
FSM,1997,7,1,25
FSM,1998,7,1,25
FSM,1999,6,1,25
FSM,2000,6,1,24
FSM,2001,6,1,24
FSM,2002,6,1,24
FSM,2003,7,1,23
FSM,2004,7,1,23
FSM,2005,9,1,23
FSM,2006,10,1,23
FSM,2007,11,1,23
FSM,2008,13,1,23
FSM,2009,15,1,23
FSM,2010,17,1,23
FSM,2011,19,1,23
FSM,2012,21,1,23
FSM,2013,23,1,23
FSM,2014,27,1,23
FSM,2015,31,1,23
FSM,2016,35,1,23
FSM,2017,38,1,23
FSM,2018,41,1,23
FSM,2019,45,1,23
WB,1990,524,1821,12367
WB,1991,615,1920,12547
WB,1992,707,2041,12878
WB,1993,829,2187,13286
WB,1994,914,2339,13705
WB,1995,1075,2514,14032
WB,1996,1207,2733,14410
WB,1997,1403,2964,14841
WB,1998,1628,3217,15075
WB,1999,1873,3478,15400
WB,2000,2149,3798,15604
WB,2001,2446,4111,16019
WB,2002,2729,4411,16305
WB,2003,2995,4701,16532
WB,2004,3215,5018,16679
WB,2005,3428,5266,16815
WB,2006,3627,5534,17020
WB,2007,3844,5889,17396
WB,2008,4002,6156,17838
WB,2009,4153,6264,18270
WB,2010,4330,6304,18703
WB,2011,4542,6285,19113
WB,2012,4674,6215,19426
WB,2013,4736,6096,19482
WB,2014,4740,6098,19561
WB,2015,4691,6081,19709
WB,2016,4635,6135,19840
WB,2017,4643,6261,20029
WB,2018,4634,6434,20217
WB,2019,4666,6575,20192
MDA,1990,54,38,776
MDA,1991,78,35,815
MDA,1992,70,31,758
MDA,1993,98,31,769
MDA,1994,133,34,880
MDA,1995,128,36,910
MDA,1996,156,39,854
MDA,1997,139,38,767
MDA,1998,136,38,739
MDA,1999,161,39,759
MDA,2000,193,40,755
MDA,2001,162,40,757
MDA,2002,184,38,765
MDA,2003,186,36,777
MDA,2004,216,35,783
MDA,2005,220,36,848
MDA,2006,223,35,824
MDA,2007,245,33,804
MDA,2008,240,33,791
MDA,2009,216,30,798
MDA,2010,211,33,821
MDA,2011,205,29,698
MDA,2012,180,27,688
MDA,2013,171,27,654
MDA,2014,175,28,680
MDA,2015,169,29,688
MDA,2016,154,27,650
MDA,2017,167,25,585
MDA,2018,166,27,562
MDA,2019,163,28,549
MCO,1990,0,0,5
MCO,1991,0,0,5
MCO,1992,1,0,5
MCO,1993,1,0,5
MCO,1994,1,0,5
MCO,1995,1,0,5
MCO,1996,1,0,5
MCO,1997,1,0,5
MCO,1998,1,0,5
MCO,1999,1,0,5
MCO,2000,1,0,5
MCO,2001,1,0,5
MCO,2002,1,0,5
MCO,2003,1,0,5
MCO,2004,1,0,5
MCO,2005,1,0,6
MCO,2006,1,0,6
MCO,2007,1,0,6
MCO,2008,1,0,6
MCO,2009,1,0,6
MCO,2010,1,0,6
MCO,2011,1,0,6
MCO,2012,1,0,6
MCO,2013,1,0,6
MCO,2014,1,0,6
MCO,2015,1,0,6
MCO,2016,1,0,6
MCO,2017,1,0,6
MCO,2018,1,0,6
MCO,2019,1,0,5
MNG,1990,0,5,317
MNG,1991,0,5,342
MNG,1992,0,6,400
MNG,1993,0,7,447
MNG,1994,0,8,469
MNG,1995,1,8,496
MNG,1996,1,9,515
MNG,1997,2,9,522
MNG,1998,2,10,513
MNG,1999,3,10,515
MNG,2000,4,11,520
MNG,2001,4,11,530
MNG,2002,5,11,540
MNG,2003,5,12,555
MNG,2004,5,13,586
MNG,2005,5,14,607
MNG,2006,6,14,605
MNG,2007,6,15,611
MNG,2008,6,15,613
MNG,2009,7,16,613
MNG,2010,8,16,621
MNG,2011,9,17,625
MNG,2012,10,17,618
MNG,2013,11,17,611
MNG,2014,12,17,611
MNG,2015,12,17,605
MNG,2016,13,18,608
MNG,2017,14,19,615
MNG,2018,14,19,607
MNG,2019,15,20,592
MNE,1990,1,1,103
MNE,1991,1,1,107
MNE,1992,1,1,108
MNE,1993,1,1,104
MNE,1994,1,1,105
MNE,1995,2,1,106
MNE,1996,2,1,108
MNE,1997,2,1,113
MNE,1998,2,1,120
MNE,1999,3,2,128
MNE,2000,3,2,126
MNE,2001,3,1,124
MNE,2002,3,1,122
MNE,2003,3,1,126
MNE,2004,3,1,128
MNE,2005,3,1,132
MNE,2006,2,1,134
MNE,2007,2,1,132
MNE,2008,2,1,129
MNE,2009,2,1,127
MNE,2010,2,1,122
MNE,2011,2,1,120
MNE,2012,2,1,118
MNE,2013,2,1,118
MNE,2014,2,1,118
MNE,2015,2,1,117
MNE,2016,2,1,119
MNE,2017,1,1,119
MNE,2018,1,1,118
MNE,2019,1,1,117
MAR,1990,103,117,1865
MAR,1991,127,125,1910
MAR,1992,155,137,2054
MAR,1993,187,149,2152
MAR,1994,223,157,2186
MAR,1995,264,166,2237
MAR,1996,308,175,2285
MAR,1997,355,186,2389
MAR,1998,407,195,2458
MAR,1999,466,207,2572
MAR,2000,532,214,2594
MAR,2001,603,225,2652
MAR,2002,677,232,2661
MAR,2003,749,241,2708
MAR,2004,776,248,2726
MAR,2005,781,255,2749
MAR,2006,809,264,2770
MAR,2007,846,276,2824
MAR,2008,877,288,2865
MAR,2009,882,299,2891
MAR,2010,897,311,2908
MAR,2011,929,322,2883
MAR,2012,920,334,2818
MAR,2013,865,335,2628
MAR,2014,789,347,2567
MAR,2015,728,358,2536
MAR,2016,660,370,2532
MAR,2017,600,383,2530
MAR,2018,543,395,2538
MAR,2019,494,407,2566
MOZ,1990,2255,19,900
MOZ,1991,3396,20,899
MOZ,1992,5042,20,919
MOZ,1993,7465,22,962
MOZ,1994,10749,23,997
MOZ,1995,14782,24,1026
MOZ,1996,19479,26,1049
MOZ,1997,24887,27,1081
MOZ,1998,30875,29,1112
MOZ,1999,37324,30,1148
MOZ,2000,44118,32,1189
MOZ,2001,50982,33,1198
MOZ,2002,57876,35,1239
MOZ,2003,64331,37,1284
MOZ,2004,70176,40,1352
MOZ,2005,75008,44,1439
MOZ,2006,74473,48,1523
MOZ,2007,70876,55,1618
MOZ,2008,69623,64,1727
MOZ,2009,71386,73,1823
MOZ,2010,74461,81,1929
MOZ,2011,77277,89,2018
MOZ,2012,81042,96,2103
