code,year,d_hiv_aids,d_drug_use_disorders,d_selfharm
THA,1999,31836,544,10680
THA,2000,34113,547,10272
THA,2001,35471,536,9696
THA,2002,35798,542,9636
THA,2003,34901,530,9344
THA,2004,33089,486,8427
THA,2005,29303,448,7633
THA,2006,23476,425,7488
THA,2007,19395,401,7409
THA,2008,17638,373,7256
THA,2009,16590,347,7039
THA,2010,16261,341,7029
THA,2011,16044,339,6924
THA,2012,16875,341,6845
THA,2013,19269,340,6650
THA,2014,20839,349,6689
THA,2015,21103,368,6806
THA,2016,20543,398,7025
THA,2017,19544,425,7090
THA,2018,18405,459,7149
THA,2019,17215,486,7107
TGO,1990,360,4,200
TGO,1991,592,4,208
TGO,1992,933,5,218
TGO,1993,1415,5,229
TGO,1994,2050,5,241
TGO,1995,2846,6,254
TGO,1996,3785,6,269
TGO,1997,4824,6,285
TGO,1998,5916,7,303
TGO,1999,6981,7,314
TGO,2000,7969,7,327
TGO,2001,8828,7,341
TGO,2002,9512,8,354
TGO,2003,9940,8,373
TGO,2004,10089,8,382
TGO,2005,9928,9,395
TGO,2006,9740,9,407
TGO,2007,9744,9,425
TGO,2008,9519,10,449
TGO,2009,8830,11,469
TGO,2010,7753,11,485
TGO,2011,6902,12,495
TGO,2012,6525,12,501
TGO,2013,6256,12,507
TGO,2014,6053,13,524
TGO,2015,5776,14,537
TGO,2016,5112,15,557
TGO,2017,4342,16,575
TGO,2018,3740,17,582
TGO,2019,3448,18,591
TKL,1990,0,0,0
TKL,1991,0,0,0
TKL,1992,0,0,0
TKL,1993,0,0,0
TKL,1994,0,0,0
TKL,1995,0,0,0
TKL,1996,0,0,0
TKL,1997,0,0,0
TKL,1998,0,0,0
TKL,1999,0,0,0
TKL,2000,0,0,0
TKL,2001,0,0,0
TKL,2002,0,0,0
TKL,2003,0,0,0
TKL,2004,0,0,0
TKL,2005,0,0,0
TKL,2006,0,0,0
TKL,2007,0,0,0
TKL,2008,0,0,0
TKL,2009,0,0,0
TKL,2010,0,0,0
TKL,2011,0,0,0
TKL,2012,0,0,0
TKL,2013,0,0,0
TKL,2014,0,0,0
TKL,2015,0,0,0
TKL,2016,0,0,0
TKL,2017,0,0,0
TKL,2018,0,0,0
TKL,2019,0,0,0
TON,1990,0,0,4
TON,1991,0,0,4
TON,1992,0,0,4
TON,1993,1,0,4
TON,1994,1,0,4
TON,1995,1,0,4
TON,1996,1,0,4
TON,1997,1,0,4
TON,1998,1,0,4
TON,1999,1,0,5
TON,2000,1,0,5
TON,2001,1,0,5
TON,2002,1,0,5
TON,2003,1,0,5
TON,2004,1,0,5
TON,2005,1,0,5
TON,2006,1,0,5
TON,2007,1,0,5
TON,2008,2,0,5
TON,2009,2,0,5
TON,2010,2,0,5
TON,2011,2,0,5
TON,2012,2,0,5
TON,2013,2,0,5
TON,2014,2,0,5
TON,2015,2,0,5
TON,2016,2,0,5
TON,2017,2,0,5
TON,2018,2,0,5
TON,2019,2,0,5
TTO,1990,101,1,167
TTO,1991,120,1,166
TTO,1992,174,1,171
TTO,1993,187,1,183
TTO,1994,230,2,186
TTO,1995,237,1,186
TTO,1996,308,2,191
TTO,1997,317,2,181
TTO,1998,355,2,188
TTO,1999,510,3,181
TTO,2000,532,3,179
TTO,2001,522,4,182
TTO,2002,486,5,175
TTO,2003,418,6,173
TTO,2004,329,7,176
TTO,2005,319,7,172
TTO,2006,302,7,167
TTO,2007,260,8,172
TTO,2008,254,8,189
TTO,2009,244,8,175
TTO,2010,229,9,167
TTO,2011,223,8,159
TTO,2012,236,7,149
TTO,2013,234,8,154
TTO,2014,231,9,154
TTO,2015,227,9,154
TTO,2016,222,9,155
TTO,2017,217,10,156
TTO,2018,212,10,156
TTO,2019,206,10,155
TUN,1990,9,37,276
TUN,1991,11,41,292
TUN,1992,13,45,305
TUN,1993,16,50,317
TUN,1994,18,54,322
TUN,1995,21,59,336
TUN,1996,24,63,340
TUN,1997,28,69,348
TUN,1998,32,74,357
TUN,1999,37,80,364
TUN,2000,42,85,372
TUN,2001,48,89,379
TUN,2002,53,94,384
TUN,2003,56,98,392
TUN,2004,63,102,396
TUN,2005,70,106,400
TUN,2006,77,109,403
TUN,2007,85,112,403
TUN,2008,93,115,402
TUN,2009,100,118,404
TUN,2010,110,122,406
TUN,2011,122,125,404
TUN,2012,131,128,405
TUN,2013,139,132,405
TUN,2014,145,136,405
TUN,2015,147,140,405
TUN,2016,149,144,405
TUN,2017,152,149,405
TUN,2018,150,154,408
TUN,2019,148,158,410
TUR,1990,7,103,3054
TUR,1991,10,108,3145
TUR,1992,14,113,3212
TUR,1993,18,118,3279
TUR,1994,23,123,3357
TUR,1995,28,126,3386
TUR,1996,33,128,3333
TUR,1997,38,128,3232
TUR,1998,45,130,3183
TUR,1999,52,136,3228
TUR,2000,60,136,3054
TUR,2001,68,135,2822
TUR,2002,79,131,2580
TUR,2003,91,135,2551
TUR,2004,105,138,2518
TUR,2005,121,139,2465
TUR,2006,101,141,2390
TUR,2007,76,142,2302
TUR,2008,78,143,2214
TUR,2009,89,150,2262
TUR,2010,112,151,2291
TUR,2011,139,163,2256
TUR,2012,162,180,2273
TUR,2013,178,217,2348
TUR,2014,189,269,2417
TUR,2015,198,298,2423
TUR,2016,204,342,2461
TUR,2017,210,337,2500
TUR,2018,216,340,2521
TUR,2019,226,345,2585
TKM,1990,59,7,268
TKM,1991,68,7,271
TKM,1992,73,7,268
TKM,1993,93,7,301
TKM,1994,100,9,317
TKM,1995,124,10,328
TKM,1996,162,12,365
TKM,1997,186,14,406
TKM,1998,186,18,449
TKM,1999,198,26,486
TKM,2000,207,28,460
TKM,2001,185,30,470
TKM,2002,140,35,496
TKM,2003,142,39,502
TKM,2004,149,45,530
TKM,2005,163,50,561
TKM,2006,141,53,558
TKM,2007,140,52,536
TKM,2008,133,51,507
TKM,2009,147,45,450
TKM,2010,147,43,430
TKM,2011,126,44,430
TKM,2012,114,45,428
TKM,2013,111,45,435
TKM,2014,114,48,440
TKM,2015,111,50,443
TKM,2016,110,55,444
TKM,2017,109,59,444
TKM,2018,107,62,442
TKM,2019,105,66,440
TUV,1990,0,0,2
TUV,1991,0,0,2
TUV,1992,0,0,2
TUV,1993,0,0,2
TUV,1994,0,0,2
TUV,1995,0,0,2
TUV,1996,0,0,2
TUV,1997,0,0,2
TUV,1998,0,0,2
TUV,1999,0,0,2
TUV,2000,0,0,2
TUV,2001,0,0,2
TUV,2002,0,0,2
TUV,2003,0,0,2
TUV,2004,0,0,2
TUV,2005,0,0,2
TUV,2006,0,0,2
TUV,2007,0,0,2
TUV,2008,0,0,2
TUV,2009,0,0,2
TUV,2010,0,0,2
TUV,2011,0,0,2
TUV,2012,0,0,2
TUV,2013,1,0,2
TUV,2014,1,0,2
TUV,2015,1,0,2
TUV,2016,1,0,2
TUV,2017,1,0,2
TUV,2018,1,0,2
TUV,2019,1,0,2
UGA,1990,78042,11,935
UGA,1991,83383,13,1031
UGA,1992,87233,13,1089
UGA,1993,90146,14,1176
UGA,1994,92000,15,1269
UGA,1995,93253,16,1353
UGA,1996,93908,17,1449
UGA,1997,94410,18,1526
UGA,1998,94688,19,1629
UGA,1999,94661,20,1701
UGA,2000,94584,21,1778
UGA,2001,93581,22,1831
UGA,2002,91895,23,1837
UGA,2003,91026,24,1852
UGA,2004,90543,25,1888
UGA,2005,85305,26,1894
UGA,2006,78785,27,1888
UGA,2007,75831,28,1873
UGA,2008,71698,28,1813
UGA,2009,66946,29,1797
UGA,2010,61949,30,1794
UGA,2011,55713,31,1807
UGA,2012,48218,33,1829
UGA,2013,39401,35,1882
UGA,2014,32330,37,1920
UGA,2015,28885,38,1941
UGA,2016,27395,40,2003
UGA,2017,24154,42,2023
UGA,2018,21442,44,2104
UGA,2019,20762,46,2167
UKR,1990,1481,1173,11821
UKR,1991,1593,1328,12873
UKR,1992,1831,1483,14131
UKR,1993,2190,1586,15261
UKR,1994,2557,1685,16800
UKR,1995,3232,1842,18923
UKR,1996,3753,1788,18943
UKR,1997,4173,1671,18271
UKR,1998,3909,1523,17278
UKR,1999,4787,1548,17862
UKR,2000,5602,1591,18273
UKR,2001,5504,1566,17339
UKR,2002,5047,1590,16914
UKR,2003,5438,1588,16091
UKR,2004,5752,1676,15823
UKR,2005,8863,1720,15423
UKR,2006,9063,1659,14307
UKR,2007,9409,1742,14625
UKR,2008,9902,1727,14236
UKR,2009,9232,1417,12016
UKR,2010,8990,1253,11122
UKR,2011,8824,1168,10666
UKR,2012,8640,1159,10757
UKR,2013,5730,1190,11150
UKR,2014,7223,1149,10902
UKR,2015,6926,1532,15322
UKR,2016,6971,1512,14943
UKR,2017,7030,1507,14411
UKR,2018,6849,1478,13954
UKR,2019,6643,1477,13690
ARE,1990,3,34,114
ARE,1991,4,39,121
ARE,1992,5,46,130
ARE,1993,6,53,140
ARE,1994,7,60,147
ARE,1995,8,70,161
ARE,1996,9,79,170
ARE,1997,11,90,181
ARE,1998,12,102,190
ARE,1999,14,115,200
ARE,2000,17,126,204
ARE,2001,20,139,213
ARE,2002,24,154,223
ARE,2003,28,167,222
ARE,2004,32,181,224
ARE,2005,37,197,231
ARE,2006,46,236,265
ARE,2007,58,316,339
ARE,2008,74,414,432
ARE,2009,86,510,516
ARE,2010,96,554,541
ARE,2011,107,594,562
ARE,2012,117,629,580
ARE,2013,126,672,610
ARE,2014,136,705,636
ARE,2015,145,729,645
ARE,2016,154,752,648
ARE,2017,161,771,648
ARE,2018,163,790,655
ARE,2019,160,805,664
GBR,1990,457,867,6236
GBR,1991,581,912,6199
GBR,1992,626,970,6130
GBR,1993,722,1035,6098
GBR,1994,827,1140,6015
GBR,1995,831,1253,6084
GBR,1996,585,1393,6079
GBR,1997,418,1552,6013
GBR,1998,257,1745,6047
GBR,1999,268,1915,6014
GBR,2000,268,1975,5891
GBR,2001,290,2032,5785
GBR,2002,295,2041,5676
GBR,2003,340,2031,5526
GBR,2004,288,2052,5371
GBR,2005,315,2111,5305
GBR,2006,330,2235,5405
GBR,2007,343,2359,5437
GBR,2008,339,2469,5558
GBR,2009,334,2470,5545
GBR,2010,328,2444,5488
GBR,2011,273,2399,5417
GBR,2012,264,2398,5363
GBR,2013,275,2487,5442
GBR,2014,215,2576,5447
GBR,2015,266,2697,5540
GBR,2016,263,2785,5618
GBR,2017,245,2773,5633
GBR,2018,239,2686,5631
GBR,2019,233,2654,5618
USA,1990,27789,5865,33964
USA,1991,32425,6151,34014
USA,1992,36485,6596,34067
USA,1993,40523,7269,34893
USA,1994,44959,7862,35122
USA,1995,45213,8466,35211
USA,1996,33684,9135,34804
USA,1997,19425,10111,34622
USA,1998,15921,11243,34395
USA,1999,17187,12894,34091
USA,2000,16072,14578,34363
USA,2001,15493,16544,35048
USA,2002,15477,19039,35851
USA,2003,15100,21447,36275
USA,2004,14416,23456,36380
USA,2005,13839,25614,37506
USA,2006,13265,27277,38544
USA,2007,12444,28251,39352
USA,2008,11400,29263,40357
USA,2009,10551,30482,41273
USA,2010,9143,31798,41719
USA,2011,8428,34070,42805
USA,2012,7973,36284,43395
USA,2013,7682,39366,44026
USA,2014,7413,43517,44950
USA,2015,7089,49086,46209
USA,2016,7430,56028,47550
USA,2017,7338,60518,46740
USA,2018,7200,62871,46011
USA,2019,7053,65717,45349
VIR,1990,8,2,7
VIR,1991,9,2,8
VIR,1992,10,2,8
VIR,1993,11,2,8
VIR,1994,14,2,8
VIR,1995,13,3,8
VIR,1996,14,3,8
VIR,1997,12,3,8
VIR,1998,11,3,8
VIR,1999,13,3,8
VIR,2000,15,3,8
VIR,2001,15,3,8
VIR,2002,15,3,8
VIR,2003,14,3,8
VIR,2004,13,2,8
VIR,2005,12,2,8
VIR,2006,11,2,8
VIR,2007,10,2,8
VIR,2008,10,2,8
VIR,2009,10,2,8
VIR,2010,10,2,8
VIR,2011,9,2,9
VIR,2012,9,2,9
VIR,2013,9,2,9
VIR,2014,10,2,9
VIR,2015,12,2,9
VIR,2016,9,2,9
VIR,2017,9,2,9
VIR,2018,8,2,9
VIR,2019,8,2,9
URY,1990,46,3,361
URY,1991,50,3,390
URY,1992,59,3,402
URY,1993,81,3,424
URY,1994,90,3,439
URY,1995,85,4,460
URY,1996,113,4,475
URY,1997,95,6,513
URY,1998,112,8,556
URY,1999,120,9,574
URY,2000,139,8,597
URY,2001,151,9,601
URY,2002,155,8,633
URY,2003,166,9,623
URY,2004,161,9,616
URY,2005,180,9,608
URY,2006,148,10,613
URY,2007,174,10,638
URY,2008,186,11,622
URY,2009,189,11,623
URY,2010,196,12,634
URY,2011,197,12,661
URY,2012,197,12,670
URY,2013,179,13,674
URY,2014,185,13,676
URY,2015,183,14,689
URY,2016,186,14,695
URY,2017,184,15,688
URY,2018,181,15,680
URY,2019,177,16,666
UZB,1990,133,36,1434
UZB,1991,119,38,1484
UZB,1992,133,38,1560
UZB,1993,150,41,1722
UZB,1994,178,44,1890
UZB,1995,216,48,2066
UZB,1996,235,54,2278
UZB,1997,279,56,2355
UZB,1998,322,59,2437
UZB,1999,383,63,2553
UZB,2000,406,73,2715
UZB,2001,431,81,2769
UZB,2002,436,88,2747
UZB,2003,424,102,2736
UZB,2004,383,142,2796
UZB,2005,393,167,2946
UZB,2006,464,160,2922
UZB,2007,487,164,2990
UZB,2008,508,166,2958
UZB,2009,510,173,2900
UZB,2010,544,167,2957
UZB,2011,558,165,3125
UZB,2012,557,162,3335
UZB,2013,523,159,3473
UZB,2014,595,156,3616
UZB,2015,593,157,3743
UZB,2016,587,159,3869
UZB,2017,589,171,3822
UZB,2018,588,179,3800
UZB,2019,585,188,3793
VUT,1990,2,0,24
VUT,1991,2,0,26
VUT,1992,3,1,28
VUT,1993,3,1,30
VUT,1994,4,1,32
VUT,1995,4,1,32
VUT,1996,4,1,33
VUT,1997,5,1,34
VUT,1998,5,1,35
VUT,1999,5,1,36
VUT,2000,5,1,36
VUT,2001,6,1,36
VUT,2002,6,1,35
VUT,2003,7,1,35
VUT,2004,7,1,36
VUT,2005,7,1,38
VUT,2006,8,1,39
VUT,2007,8,1,41
VUT,2008,9,1,42
VUT,2009,10,1,43
VUT,2010,10,1,44
VUT,2011,11,1,45
VUT,2012,11,1,46
VUT,2013,12,1,47
VUT,2014,13,1,48
VUT,2015,14,1,48
VUT,2016,15,1,49
VUT,2017,16,1,51
VUT,2018,17,1,51
VUT,2019,19,1,51
VEN,1990,655,22,1054
VEN,1991,598,24,1147
VEN,1992,786,26,1252
VEN,1993,907,27,1384
VEN,1994,1089,29,1547
VEN,1995,942,31,1667
VEN,1996,1025,32,1717
VEN,1997,1233,32,1720
VEN,1998,1278,33,1882
VEN,1999,1397,33,1976
VEN,2000,1408,36,2047
VEN,2001,1287,40,2128
VEN,2002,1299,41,2016
VEN,2003,1372,44,2071
VEN,2004,1542,44,1940
VEN,2005,1585,43,1835
VEN,2006,1663,49,1852
VEN,2007,1738,60,1919
VEN,2008,1739,70,2003
VEN,2009,1861,73,2027
VEN,2010,1941,70,2051
VEN,2011,2234,72,2110
VEN,2012,2251,81,2248
VEN,2013,2165,84,2310
VEN,2014,2182,95,2380
VEN,2015,2155,102,2436
VEN,2016,2070,96,2356
VEN,2017,1956,93,2282
VEN,2018,1882,92,2293
VEN,2019,1850,90,2310
VNM,1990,286,408,5507
VNM,1991,450,413,5567
VNM,1992,656,418,5609
VNM,1993,896,425,5657
VNM,1994,1162,433,5701
VNM,1995,1458,441,5764
VNM,1996,1787,447,5800
VNM,1997,2172,460,5836
VNM,1998,2627,473,5877
VNM,1999,3157,488,5915
VNM,2000,3767,501,5851
VNM,2001,4432,522,5951
VNM,2002,5147,542,6075
VNM,2003,5900,566,6220
VNM,2004,6657,590,6367
VNM,2005,7382,609,6497
VNM,2006,7891,620,6573
VNM,2007,7901,645,6706
VNM,2008,7451,675,6826
VNM,2009,6728,708,6969
VNM,2010,6848,740,7051
VNM,2011,7583,777,7141
VNM,2012,7686,824,7273
VNM,2013,7502,880,7442
VNM,2014,7333,933,7621
VNM,2015,7271,983,7744
VNM,2016,7049,1038,7878
VNM,2017,6761,1088,7997
VNM,2018,6499,1136,8072
VNM,2019,6399,1176,8114
WAL,1990,18,39,312
WAL,1991,22,42,317
WAL,1992,22,46,323
WAL,1993,28,51,324
WAL,1994,32,56,326
WAL,1995,32,61,329
WAL,1996,25,67,324
WAL,1997,18,72,321
WAL,1998,12,78,322
WAL,1999,12,86,326
WAL,2000,12,91,317
WAL,2001,13,96,309
WAL,2002,14,98,303
WAL,2003,15,102,303
WAL,2004,14,100,294
WAL,2005,15,104,287
WAL,2006,16,113,293
WAL,2007,16,123,294
WAL,2008,15,127,292
WAL,2009,16,130,291
WAL,2010,16,133,294
WAL,2011,14,136,300
WAL,2012,14,139,303
WAL,2013,14,141,304
WAL,2014,12,142,291
WAL,2015,15,156,304
WAL,2016,14,166,308
WAL,2017,13,171,312
WAL,2018,12,172,310
WAL,2019,12,173,310
WHO,1990,4379,28772,259823
WHO,1991,5527,32537,261483
WHO,1992,6813,35092,261230
WHO,1993,8397,36747,259687
WHO,1994,10081,39176,266036
WHO,1995,12378,40825,269069
WHO,1996,14609,41122,264125
WHO,1997,16980,40015,260075
WHO,1998,19977,40018,261605
WHO,1999,22998,38379,256957
WHO,2000,26205,37190,248348
WHO,2001,29658,32574,233122
WHO,2002,32496,27217,226157
WHO,2003,34657,21288,235403
WHO,2004,37374,17542,243667
WHO,2005,40190,15610,241539
WHO,2006,40917,14177,233201
WHO,2007,40268,13329,227137
WHO,2008,40245,12896,223191
WHO,2009,38981,12608,219674
WHO,2010,38902,12522,215097
WHO,2011,40259,12371,207719
WHO,2012,39477,12075,198973
WHO,2013,40295,12024,192357
WHO,2014,43891,12204,188296
WHO,2015,48266,12265,184508
WHO,2016,50940,12528,184299
WHO,2017,51715,13207,184251
WHO,2018,51573,14449,184966
WHO,2019,51226,15482,184918
OWI,1990,336387,56144,739087
OWI,1991,431156,61900,752871
OWI,1992,540625,66836,770582
OWI,1993,665151,71617,792206
OWI,1994,801004,76746,817987
OWI,1995,939400,80010,826232
OWI,1996,1062658,81732,820445
OWI,1997,1175308,82605,822959
OWI,1998,1304896,85105,830149
OWI,1999,1441111,87365,841164
OWI,2000,1560801,89718,839548
OWI,2001,1663535,87355,821049
OWI,2002,1747605,84779,811501
OWI,2003,1809961,82283,814830
OWI,2004,1844490,81873,819584
OWI,2005,1833561,85023,826430
OWI,2006,1769283,85452,814440
OWI,2007,1670624,85994,802831
OWI,2008,1560729,87107,797878
OWI,2009,1454432,87058,786196
OWI,2010,1365783,88106,784770
OWI,2011,1284845,89350,777527
OWI,2012,1199767,90967,767331
OWI,2013,1127213,94594,755876
OWI,2014,1073944,99318,745067
OWI,2015,1030605,105431,742962
OWI,2016,996978,112899,743255
OWI,2017,947838,118356,743950
OWI,2018,893147,123130,755457
OWI,2019,863837,128083,759028
WOR,1990,40955,13219,155850
WOR,1991,48979,14345,156594
WOR,1992,56210,15399,156661
WOR,1993,63117,16561,157811
WOR,1994,70541,17756,158577
WOR,1995,72807,18907,159796
WOR,1996,58218,19988,159155
WOR,1997,34429,21385,160051
WOR,1998,27401,23013,162664
WOR,1999,28616,25051,163490
WOR,2000,27087,26985,163238
WOR,2001,26331,28900,164200
WOR,2002,25917,31235,165718
WOR,2003,25652,33583,167502
WOR,2004,24519,35594,166967
WOR,2005,23658,37964,168746
WOR,2006,22596,39842,169245
WOR,2007,21678,41199,170961
WOR,2008,20277,42575,172902
WOR,2009,18975,43978,174515
WOR,2010,17324,45310,174280
WOR,2011,16370,47676,174280
WOR,2012,15617,50061,172761
WOR,2013,15075,53478,171300
WOR,2014,14431,58062,169749
WOR,2015,14252,64253,169786
WOR,2016,14599,71638,168883
WOR,2017,14373,76520,167064
WOR,2018,14099,79288,166643
WOR,2019,13795,82588,165947
WOR,1990,203770,776,28478
WOR,1991,253549,806,28981
WOR,1992,308423,844,29595
WOR,1993,367068,880,30173
WOR,1994,427183,910,30745
WOR,1995,486309,941,31402
WOR,1996,541327,968,31995
WOR,1997,591534,993,32522
WOR,1998,635461,1019,33233
WOR,1999,671661,1039,33691
WOR,2000,700601,1053,33960
WOR,2001,720318,1066,34233
WOR,2002,732593,1082,34501
WOR,2003,738672,1112,35001
WOR,2004,736401,1147,35538
WOR,2005,715394,1181,36002
WOR,2006,673288,1215,36481
WOR,2007,621730,1262,37055
WOR,2008,570600,1326,37733
WOR,2009,527957,1399,38470
WOR,2010,489264,1442,39108
WOR,2011,454559,1506,39826
WOR,2012,420027,1563,40446
WOR,2013,384572,1633,41125
WOR,2014,353348,1706,41960
WOR,2015,328322,1775,42714
WOR,2016,307608,1864,43779
WOR,2017,283489,1958,44809
WOR,2018,259631,2055,45995
WOR,2019,247763,2144,47027
WOR,1990,65544,7129,232340
WOR,1991,93519,7423,238790
WOR,1992,128490,7721,245397
WOR,1993,170112,8058,249130
WOR,1994,217098,8436,254810
WOR,1995,268632,8776,259811
WOR,1996,322878,9052,264944
WOR,1997,378468,9513,276992
WOR,1998,436513,9728,283394
WOR,1999,494838,10066,292243
WOR,2000,546644,10345,296388
WOR,2001,591278,10559,294140
WOR,2002,628137,10839,291113
WOR,2003,654699,11058,284906
WOR,2004,670951,11491,285606
WOR,2005,671418,12354,292146
WOR,2006,655488,12149,295387
WOR,2007,622179,12326,294022
WOR,2008,581806,12482,292891
WOR,2009,543020,12407,287691
WOR,2010,514871,12357,291470
WOR,2011,490785,12451,295671
WOR,2012,465313,12413,295733
WOR,2013,441635,13092,291618
WOR,2014,420878,13371,283902
WOR,2015,396463,14289,285735
WOR,2016,373906,14796,286917
WOR,2017,354991,15294,290065
WOR,2018,343433,15993,300230
WOR,2019,338846,16585,304890
WOR,1990,25797,35009,322130
WOR,1991,34681,39314,328214
WOR,1992,46948,42857,338631
WOR,1993,64166,46104,354787
WOR,1994,85346,49627,373547
WOR,1995,110686,51367,374914
WOR,1996,139153,51703,364039
WOR,1997,169722,50689,353084
WOR,1998,204280,51320,350546
WOR,1999,244660,51180,351427
WOR,2000,285057,51306,345654
WOR,2001,324135,46799,328170
WOR,2002,359454,41594,319868
WOR,2003,389418,36502,327119
WOR,2004,411088,33613,331170
WOR,2005,421604,33497,329231
WOR,2006,416493,32217,313024
WOR,2007,403715,31177,300487
WOR,2008,386811,30695,294043
WOR,2009,363299,29246,285208
WOR,2010,343162,28969,279599
WOR,2011,322003,27690,267437
WOR,2012,297732,26902,258076
WOR,2013,284906,26363,251516
WOR,2014,284308,26151,249137
WOR,2015,290627,25086,244403
WOR,2016,299977,24572,243349
WOR,2017,294151,24554,241681
WOR,2018,275185,25763,242255
WOR,2019,262649,26734,240832
YEM,1990,73,43,596
YEM,1991,82,44,604
YEM,1992,92,47,618
YEM,1993,102,49,636
YEM,1994,111,53,659
YEM,1995,120,56,676
YEM,1996,129,60,697
YEM,1997,138,65,721
YEM,1998,147,70,748
YEM,1999,157,76,786
YEM,2000,168,83,823
YEM,2001,179,89,853
YEM,2002,191,96,902
YEM,2003,203,103,943
YEM,2004,215,110,985
YEM,2005,227,117,1015
YEM,2006,239,125,1056
YEM,2007,252,133,1091
YEM,2008,258,145,1169
YEM,2009,257,150,1175
YEM,2010,261,150,1130
YEM,2011,262,161,1171
YEM,2012,268,168,1185
YEM,2013,280,180,1232
YEM,2014,285,188,1241
YEM,2015,287,201,1302
YEM,2016,289,215,1362
YEM,2017,325,231,1429
YEM,2018,332,249,1517
YEM,2019,347,261,1560
ZMB,1990,12705,13,584
ZMB,1991,17443,14,623
ZMB,1992,22862,15,660
ZMB,1993,28690,16,694
ZMB,1994,34628,17,729
ZMB,1995,40377,18,766
ZMB,1996,45656,19,792
ZMB,1997,50296,20,812
ZMB,1998,54273,21,829
ZMB,1999,57575,22,842
ZMB,2000,60302,23,857
ZMB,2001,62458,24,871
ZMB,2002,63913,25,893
ZMB,2003,63393,26,923
ZMB,2004,61380,28,953
ZMB,2005,59143,29,978
ZMB,2006,55703,30,1002
ZMB,2007,48742,32,1010
ZMB,2008,39812,33,1021
ZMB,2009,34047,35,1035
ZMB,2010,31937,37,1076
ZMB,2011,30107,39,1108
ZMB,2012,27836,41,1130
ZMB,2013,26035,43,1165
ZMB,2014,25339,45,1208
ZMB,2015,25110,47,1250
ZMB,2016,24776,50,1291
ZMB,2017,24788,54,1342
ZMB,2018,23697,57,1374
ZMB,2019,22540,60,1398
ZWE,1990,11997,39,1024
ZWE,1991,18368,40,1044
ZWE,1992,26535,43,1098
ZWE,1993,36266,46,1123
ZWE,1994,46974,50,1189
ZWE,1995,58072,53,1241
ZWE,1996,68821,55,1228
ZWE,1997,78903,57,1257
ZWE,1998,88131,60,1342
ZWE,1999,95833,63,1425
ZWE,2000,101864,67,1543
ZWE,2001,105950,68,1585
ZWE,2002,108432,70,1654
ZWE,2003,109389,71,1686
ZWE,2004,108079,72,1737
ZWE,2005,104293,72,1753
ZWE,2006,98236,73,1796
ZWE,2007,89962,75,1844
ZWE,2008,80466,81,1987
ZWE,2009,69602,84,2049
ZWE,2010,57069,86,2085
ZWE,2011,45789,88,2078
ZWE,2012,38354,90,2092
ZWE,2013,33646,93,2103
ZWE,2014,31034,98,2156
ZWE,2015,29162,104,2235
ZWE,2016,27141,110,2296
ZWE,2017,24846,115,2338
ZWE,2018,22106,121,2372
ZWE,2019,20722,127,2403
