code,year,d_meningitis,d_malaria,d_tuberculosis,d_acute_hepatitis,d_lower_respiratory_infections
BWA,2003,153,12,1290,12,1479
BWA,2004,151,9,1272,12,1452
BWA,2005,149,4,1211,11,1421
BWA,2006,153,9,1155,11,1425
BWA,2007,153,8,1072,10,1401
BWA,2008,154,13,1042,10,1412
BWA,2009,154,12,1018,9,1422
BWA,2010,160,11,1004,9,1453
BWA,2011,138,3,975,9,1465
BWA,2012,121,1,941,9,1456
BWA,2013,119,3,907,9,1460
BWA,2014,119,7,877,9,1470
BWA,2015,121,1,861,8,1479
BWA,2016,121,4,845,8,1473
BWA,2017,124,11,839,8,1498
BWA,2018,124,12,822,8,1515
BWA,2019,123,14,809,8,1528
BRA,1990,8388,4212,9951,347,67705
BRA,1991,8045,4099,9552,342,64765
BRA,1992,7741,4045,9341,336,63313
BRA,1993,7629,3131,9358,328,63254
BRA,1994,7391,3257,9218,324,61913
BRA,1995,7180,3186,9074,316,60341
BRA,1996,6863,2298,8945,325,58595
BRA,1997,6500,1626,8779,326,56363
BRA,1998,6122,1693,8724,324,55338
BRA,1999,5397,1767,8609,333,54223
BRA,2000,4970,1779,8323,335,53538
BRA,2001,4694,948,8123,334,53715
BRA,2002,4437,836,7859,323,54562
BRA,2003,4218,780,7619,324,55619
BRA,2004,4140,852,7414,325,56885
BRA,2005,4008,1061,7038,322,57078
BRA,2006,3720,976,6823,329,59162
BRA,2007,3744,730,6668,320,61206
BRA,2008,3693,405,6580,310,63628
BRA,2009,3702,386,6506,295,67124
BRA,2010,3175,372,6347,281,69897
BRA,2011,2863,307,6203,269,72719
BRA,2012,2687,287,6029,255,74791
BRA,2013,2459,214,5957,247,77827
BRA,2014,2339,151,5854,240,80250
BRA,2015,2244,114,5807,234,83400
BRA,2016,2194,97,5841,231,87096
BRA,2017,2107,122,5681,230,86960
BRA,2018,2051,121,5551,235,87259
BRA,2019,2008,118,5485,237,88641
BRN,1990,3,0,26,3,33
BRN,1991,3,0,25,3,32
BRN,1992,3,0,24,3,32
BRN,1993,3,0,23,3,32
BRN,1994,3,0,22,3,30
BRN,1995,3,0,21,3,30
BRN,1996,3,0,20,3,29
BRN,1997,3,0,19,3,30
BRN,1998,3,0,19,4,31
BRN,1999,3,0,19,4,32
BRN,2000,2,0,18,4,33
BRN,2001,2,0,18,4,33
BRN,2002,2,0,17,4,36
BRN,2003,2,0,17,4,38
BRN,2004,2,0,17,4,41
BRN,2005,1,0,16,3,43
BRN,2006,1,0,16,3,45
BRN,2007,1,0,16,3,46
BRN,2008,1,0,16,3,48
BRN,2009,1,0,16,3,51
BRN,2010,1,0,16,3,55
BRN,2011,1,0,16,3,59
BRN,2012,1,0,16,3,62
BRN,2013,1,0,17,3,67
BRN,2014,1,0,17,3,71
BRN,2015,1,0,18,3,74
BRN,2016,1,0,18,3,76
BRN,2017,1,0,19,3,78
BRN,2018,2,0,19,3,80
BRN,2019,2,0,19,3,82
BGR,1990,113,0,253,14,4140
BGR,1991,110,0,252,10,3932
BGR,1992,108,0,279,8,3845
BGR,1993,100,0,306,7,3803
BGR,1994,114,0,326,6,3841
BGR,1995,95,0,342,6,3744
BGR,1996,91,0,343,5,3736
BGR,1997,92,0,355,5,3693
BGR,1998,86,0,352,5,3358
BGR,1999,84,0,330,5,3070
BGR,2000,79,0,325,4,2888
BGR,2001,80,0,303,5,2637
BGR,2002,74,0,284,5,2464
BGR,2003,76,0,272,6,2362
BGR,2004,74,0,258,7,2282
BGR,2005,71,0,249,10,2292
BGR,2006,71,0,236,11,2269
BGR,2007,68,0,220,11,2232
BGR,2008,67,0,201,12,2180
BGR,2009,66,0,187,12,2127
BGR,2010,49,0,173,11,2054
BGR,2011,46,0,161,11,1996
BGR,2012,44,0,150,10,1940
BGR,2013,44,0,140,10,1889
BGR,2014,45,0,137,10,1951
BGR,2015,43,0,128,10,1919
BGR,2016,42,0,128,10,1938
BGR,2017,41,0,125,9,1951
BGR,2018,40,0,124,9,1983
BGR,2019,39,0,121,9,1990
BFA,1990,4838,19156,5262,313,18692
BFA,1991,4805,20181,5202,310,18609
BFA,1992,4926,21219,5224,310,18630
BFA,1993,4533,22127,5270,310,18731
BFA,1994,4571,23097,5326,310,18847
BFA,1995,4934,24087,5371,311,18968
BFA,1996,8992,25022,5317,309,18978
BFA,1997,7089,26036,5304,308,19017
BFA,1998,5564,27093,5279,308,19069
BFA,1999,5489,28384,5294,306,19230
BFA,2000,5909,30813,5383,313,19981
BFA,2001,6980,33631,5214,309,19879
BFA,2002,6643,35983,5111,311,20364
BFA,2003,6609,37628,5131,314,20203
BFA,2004,6242,37384,5187,319,20153
BFA,2005,6656,37047,5250,321,20086
BFA,2006,6276,36863,5417,302,19915
BFA,2007,6910,37446,5623,273,19374
BFA,2008,5853,39635,5900,252,19489
BFA,2009,6135,40824,6211,240,19393
BFA,2010,6648,41550,6249,242,19832
BFA,2011,6505,41532,6322,243,20258
BFA,2012,6889,41921,6585,252,20988
BFA,2013,4949,40557,6937,262,21760
BFA,2014,5094,37300,7190,270,22316
BFA,2015,4959,35100,7392,278,23240
BFA,2016,5150,30745,7583,286,23914
BFA,2017,5260,26739,7700,295,24353
BFA,2018,5307,25357,7684,299,24587
BFA,2019,5258,26305,7552,298,24392
BDI,1990,1723,14171,9570,135,8583
BDI,1991,1697,14286,9565,136,8438
BDI,1992,1929,14317,9520,136,8144
BDI,1993,1664,13360,9760,142,8108
BDI,1994,1641,14182,9865,144,8001
BDI,1995,1626,14260,9910,147,7904
BDI,1996,1629,13976,9874,150,7637
BDI,1997,1560,13688,9691,154,7371
BDI,1998,1560,13812,9450,158,7161
BDI,1999,1536,13788,9213,163,6983
BDI,2000,1539,13618,9117,167,6839
BDI,2001,1555,13354,8768,166,6641
BDI,2002,1698,13198,8553,169,6799
BDI,2003,1733,12672,8267,171,6851
BDI,2004,1615,11364,8065,172,6917
BDI,2005,1666,9746,7981,176,7011
BDI,2006,1667,8990,7906,177,6965
BDI,2007,1655,8609,7830,178,6892
BDI,2008,1622,8532,7747,179,6726
BDI,2009,1620,8894,7649,180,6660
BDI,2010,1687,8202,7689,184,6836
BDI,2011,1312,7982,7750,187,6760
BDI,2012,1291,6607,7851,191,6811
BDI,2013,1313,6166,7976,194,6907
BDI,2014,1301,5807,8065,195,6837
BDI,2015,1255,6349,8131,195,6610
BDI,2016,1191,7893,8141,195,6281
BDI,2017,1174,8351,8259,199,6177
BDI,2018,1235,7313,8542,208,6445
BDI,2019,1239,7280,8721,212,6462
KHM,1990,950,688,9397,237,24828
KHM,1991,938,568,9491,234,24590
KHM,1992,923,516,9605,232,24325
KHM,1993,904,597,9774,230,23977
KHM,1994,930,537,9982,228,23576
KHM,1995,980,491,10144,224,23058
KHM,1996,968,472,10268,219,22324
KHM,1997,893,556,10377,212,21490
KHM,1998,736,422,10501,206,20652
KHM,1999,693,430,10506,197,19784
KHM,2000,648,967,10454,189,18788
KHM,2001,617,609,10217,178,17991
KHM,2002,600,633,9860,198,17390
KHM,2003,567,916,9423,221,16573
KHM,2004,531,747,9024,251,15782
KHM,2005,494,487,8650,289,15054
KHM,2006,454,822,8315,326,14322
KHM,2007,420,442,8114,368,13781
KHM,2008,389,490,7953,406,13323
KHM,2009,357,603,7835,453,12918
KHM,2010,312,335,7741,416,12732
KHM,2011,289,320,7551,393,12492
KHM,2012,279,148,7350,375,12429
KHM,2013,262,84,7134,359,12281
KHM,2014,257,118,6934,349,12303
KHM,2015,174,138,6734,340,12179
KHM,2016,159,94,6531,332,12124
KHM,2017,147,152,6318,326,12059
KHM,2018,138,66,6174,318,12059
KHM,2019,129,57,6046,310,12066
CMR,1990,2357,9696,4654,469,11009
CMR,1991,2469,10642,4779,481,11346
CMR,1992,2574,11540,4983,496,11809
CMR,1993,2893,12434,5269,515,12336
CMR,1994,2515,13341,5547,529,12732
CMR,1995,2549,14281,5838,545,13099
CMR,1996,2681,15315,6091,567,13487
CMR,1997,2875,16515,6334,595,13875
CMR,1998,3213,17750,6572,623,14260
CMR,1999,3265,18918,6858,646,14658
CMR,2000,3179,19778,7184,700,15186
CMR,2001,3270,21253,7268,740,15425
CMR,2002,3719,23954,7390,759,16737
CMR,2003,3812,26346,7206,712,17001
CMR,2004,3754,28480,7011,654,17078
CMR,2005,3815,28905,6962,615,17263
CMR,2006,3900,27818,7038,589,17586
CMR,2007,3898,27259,7174,558,17599
CMR,2008,3954,25685,7402,533,17972
CMR,2009,3860,24243,7624,520,18557
CMR,2010,3979,23659,7721,514,19157
CMR,2011,3346,22623,7797,507,19186
CMR,2012,3199,20835,7808,492,19094
CMR,2013,3221,20602,7794,480,19175
CMR,2014,3204,20685,7709,464,18946
CMR,2015,3003,20962,7435,436,18141
CMR,2016,3047,22810,7257,431,18189
CMR,2017,2957,22810,6990,419,17651
CMR,2018,2862,22304,6744,395,17294
CMR,2019,2791,22652,6551,378,17015
CAN,1990,128,0,205,15,6576
CAN,1991,126,0,201,15,6761
CAN,1992,121,0,195,15,6945
CAN,1993,132,0,196,15,7239
CAN,1994,119,0,192,15,7465
CAN,1995,108,0,192,15,7670
CAN,1996,103,0,188,15,7791
CAN,1997,111,0,185,14,7908
CAN,1998,99,0,178,14,7922
CAN,1999,113,0,176,14,7573
CAN,2000,113,0,170,15,6724
CAN,2001,116,0,167,15,6355
CAN,2002,109,0,162,16,6190
CAN,2003,110,0,154,15,6125
CAN,2004,100,0,144,14,6143
CAN,2005,99,0,142,14,6174
CAN,2006,100,0,138,14,6121
CAN,2007,99,0,134,13,6215
CAN,2008,98,0,129,12,6288
CAN,2009,96,0,121,12,6366
CAN,2010,95,0,121,12,6473
CAN,2011,88,0,119,12,6674
CAN,2012,85,0,121,11,6928
CAN,2013,87,0,124,11,7281
CAN,2014,89,0,128,11,7635
CAN,2015,89,0,132,11,8008
CAN,2016,89,0,133,11,8185
CAN,2017,88,0,136,12,8408
CAN,2018,89,0,144,12,8859
CAN,2019,89,0,149,12,9125
CPV,1990,40,0,93,8,198
CPV,1991,76,0,93,8,199
CPV,1992,74,0,96,8,205
CPV,1993,63,0,103,9,217
CPV,1994,35,0,106,9,231
CPV,1995,33,0,107,10,244
CPV,1996,33,0,107,12,263
CPV,1997,32,0,105,14,277
CPV,1998,30,0,102,14,277
CPV,1999,30,0,100,14,279
CPV,2000,28,1,96,13,269
CPV,2001,27,1,92,11,263
CPV,2002,27,0,89,9,258
CPV,2003,28,0,87,7,252
CPV,2004,25,0,85,6,246
CPV,2005,24,0,82,5,241
CPV,2006,23,0,79,5,226
CPV,2007,22,0,75,5,218
CPV,2008,22,0,72,4,214
CPV,2009,21,0,70,4,212
CPV,2010,17,0,68,4,212
CPV,2011,17,0,67,4,216
CPV,2012,17,0,66,4,220
CPV,2013,17,0,65,4,222
CPV,2014,17,0,65,4,229
CPV,2015,17,0,64,4,235
CPV,2016,17,0,65,4,248
CPV,2017,17,1,64,4,253
CPV,2018,18,2,62,4,299
CPV,2019,18,9,60,4,294
CAF,1990,946,2160,5496,131,4986
CAF,1991,941,2307,5643,132,5049
CAF,1992,947,2435,5749,131,5159
CAF,1993,939,2606,6018,132,5332
CAF,1994,842,2776,6206,133,5461
CAF,1995,851,2972,6315,133,5560
CAF,1996,905,3266,6575,139,5713
CAF,1997,898,3516,6684,142,5808
CAF,1998,979,3793,6898,146,5927
CAF,1999,1186,4135,7114,151,6065
CAF,2000,1005,4434,7197,152,6091
CAF,2001,1332,4684,7346,155,6104
CAF,2002,1116,5037,7532,158,6119
CAF,2003,1076,5471,7640,159,6112
CAF,2004,1070,5856,7718,158,6125
CAF,2005,1113,6054,7852,158,6175
CAF,2006,1183,6361,8103,153,6392
CAF,2007,1320,6427,8164,139,6462
CAF,2008,1199,6204,8153,123,6475
CAF,2009,1179,5933,8273,116,6545
CAF,2010,1269,5689,8445,116,6593
CAF,2011,1135,5381,8480,118,6478
CAF,2012,1064,5161,8365,117,6324
CAF,2013,1104,5009,8507,119,6311
CAF,2014,1083,4829,8548,119,6207
CAF,2015,977,4704,8584,119,6068
CAF,2016,958,4479,8614,121,5952
CAF,2017,974,4385,8661,123,5908
CAF,2018,916,4394,8648,123,5779
CAF,2019,902,4248,8637,123,5677
TCD,1990,2506,5050,4664,316,12639
TCD,1991,2536,5159,4650,317,12772
TCD,1992,2795,5362,4780,329,13081
TCD,1993,2943,5590,5003,344,13504
TCD,1994,2781,5758,5151,351,13902
TCD,1995,2878,5986,5284,363,14321
TCD,1996,3128,6300,5594,384,14907
TCD,1997,3271,6550,5906,399,15485
TCD,1998,4050,6796,6229,412,16092
TCD,1999,3666,6990,6544,428,16640
TCD,2000,3721,7098,6827,471,17274
TCD,2001,4150,6869,7024,541,17659
TCD,2002,3935,6085,7198,607,18088
TCD,2003,4065,6115,7363,668,18276
TCD,2004,4068,5876,7326,704,18151
TCD,2005,4059,6131,7222,729,17903
TCD,2006,4228,6754,7219,744,18242
TCD,2007,4355,7343,7281,727,18597
TCD,2008,4398,7664,7243,672,18664
TCD,2009,4364,7952,7189,619,18735
TCD,2010,4419,7754,7137,583,18742
TCD,2011,4420,7226,7097,549,18685
TCD,2012,4353,6773,7055,519,18644
TCD,2013,4403,6526,7066,497,18941
TCD,2014,4379,6219,7048,471,18889
TCD,2015,4451,6416,7043,452,19109
TCD,2016,4476,6617,7029,434,19127
TCD,2017,4533,6737,7024,420,19220
TCD,2018,4575,6709,6995,412,19322
TCD,2019,4623,7194,6990,409,19447
CHL,1990,276,0,993,23,6387
CHL,1991,259,0,873,19,6181
CHL,1992,255,0,803,15,6187
CHL,1993,250,0,776,13,6364
CHL,1994,242,0,752,12,6453
CHL,1995,233,0,748,10,6737
CHL,1996,208,0,730,9,6842
CHL,1997,199,0,688,9,6534
CHL,1998,205,0,659,8,6204
CHL,1999,200,0,645,6,5852
CHL,2000,191,0,625,7,5000
CHL,2001,191,0,643,6,4561
CHL,2002,171,0,634,6,4139
CHL,2003,162,0,631,6,3945
CHL,2004,155,0,620,6,3894
CHL,2005,148,0,598,5,3732
CHL,2006,139,0,579,5,3652
CHL,2007,141,0,560,5,3726
CHL,2008,140,0,527,5,3668
CHL,2009,144,0,528,5,3834
CHL,2010,144,0,521,5,3980
CHL,2011,126,0,495,5,3925
CHL,2012,133,0,481,5,4026
CHL,2013,123,0,470,5,4128
CHL,2014,131,0,450,5,4124
CHL,2015,117,0,448,5,4072
CHL,2016,115,0,437,5,4065
CHL,2017,114,0,447,5,4317
CHL,2018,114,0,451,5,4512
CHL,2019,113,0,456,5,4703
CHN,1990,37473,1535,177459,26162,543901
CHN,1991,36834,2245,169914,25305,533064
CHN,1992,35086,2061,163172,23933,514519
CHN,1993,33396,1327,152896,22477,489064
CHN,1994,31752,1146,145300,20915,462841
CHN,1995,29319,1068,137616,19407,435497
CHN,1996,26788,930,127471,17930,408263
CHN,1997,23987,946,119144,16588,379570
CHN,1998,21485,558,114306,15359,351531
CHN,1999,19295,1142,111797,14446,326425
CHN,2000,16947,120,110958,13143,303378
CHN,2001,14740,35,106277,11459,278187
CHN,2002,12828,60,102321,9706,255470
CHN,2003,11265,46,96347,8001,236188
CHN,2004,10297,51,91115,6840,224538
CHN,2005,9502,44,83908,6039,212944
CHN,2006,8824,36,74403,5510,199008
CHN,2007,8407,21,66462,5017,190310
CHN,2008,8384,15,61286,4757,187559
CHN,2009,8394,9,56959,4509,186990
CHN,2010,8341,12,53312,4334,186499
CHN,2011,8193,11,50513,4212,184317
CHN,2012,8057,0,48260,4158,181048
CHN,2013,7971,0,46072,4160,178100
CHN,2014,7740,0,43438,4143,175785
CHN,2015,7553,0,41987,4171,175523
CHN,2016,7550,0,42073,4234,179477
CHN,2017,7228,0,39553,4080,179595
CHN,2018,6798,0,37576,3843,180964
CHN,2019,6465,0,36566,3726,185264
COL,1990,1182,1245,1586,28,7757
COL,1991,1189,2013,1626,28,7848
COL,1992,1197,2271,1595,29,7825
COL,1993,1190,1303,1516,33,7894
COL,1994,1160,1007,1392,35,7775
COL,1995,1092,1902,1329,34,7558
COL,1996,1064,1197,1324,35,7544
COL,1997,960,1831,1205,36,7083
COL,1998,863,2070,1170,37,6697
COL,1999,830,556,1191,38,6626
COL,2000,780,852,1157,37,6410
COL,2001,751,1426,1150,33,6345
COL,2002,758,960,1266,32,6659
COL,2003,732,712,1195,30,6604
COL,2004,715,442,1192,29,6702
COL,2005,689,319,1123,27,6708
COL,2006,670,320,1127,26,6862
COL,2007,630,347,1092,23,6738
COL,2008,620,131,1066,21,6782
COL,2009,578,129,1058,19,7026
COL,2010,536,197,1001,17,7017
COL,2011,474,103,934,15,6836
COL,2012,439,153,930,14,6933
COL,2013,419,114,925,14,7035
COL,2014,406,120,924,13,7108
COL,2015,402,133,941,13,7406
COL,2016,391,183,929,13,7441
COL,2017,388,127,924,14,7575
COL,2018,383,57,915,13,7762
COL,2019,377,55,908,13,7899
COM,1990,92,471,374,8,696
COM,1991,94,448,382,8,703
COM,1992,98,287,403,9,722
COM,1993,98,281,407,9,717
COM,1994,100,190,425,10,723
COM,1995,100,154,433,10,717
COM,1996,100,127,441,11,709
COM,1997,99,140,442,11,691
COM,1998,95,244,421,11,659
COM,1999,93,254,408,11,639
COM,2000,94,186,411,12,629
COM,2001,93,208,400,12,610
COM,2002,93,222,389,12,595
COM,2003,91,278,370,11,576
COM,2004,91,324,346,11,568
COM,2005,95,219,350,11,567
COM,2006,89,466,315,10,549
COM,2007,98,212,339,12,569
COM,2008,100,182,339,12,567
COM,2009,83,393,310,11,535
COM,2010,74,573,289,10,502
COM,2011,76,487,297,11,503
COM,2012,73,484,298,11,489
COM,2013,71,409,304,11,474
COM,2014,83,25,350,13,501
COM,2015,81,13,355,13,491
COM,2016,79,10,354,13,479
COM,2017,77,21,351,13,473
COM,2018,72,134,335,12,458
COM,2019,70,174,329,12,450
COG,1990,370,1943,2376,47,2044
COG,1991,370,2022,2341,46,2052
COG,1992,376,2108,2370,46,2087
COG,1993,384,2171,2441,46,2141
COG,1994,409,2315,2616,48,2234
COG,1995,418,2434,2679,48,2282
COG,1996,431,2559,2748,49,2333
COG,1997,453,2714,2844,50,2408
COG,1998,437,2760,2757,47,2374
COG,1999,443,2863,2785,47,2370
COG,2000,438,2863,2723,45,2317
COG,2001,422,2821,2568,43,2221
COG,2002,422,2701,2435,42,2162
COG,2003,435,2737,2404,42,2148
COG,2004,429,2732,2313,42,2118
COG,2005,440,2714,2240,43,2125
COG,2006,439,2545,2203,42,2116
COG,2007,442,2338,2207,40,2125
COG,2008,442,2108,2208,38,2135
COG,2009,398,1942,2187,37,2130
COG,2010,386,1904,2121,35,2099
COG,2011,372,1968,2050,34,2077
COG,2012,324,2017,2051,34,2068
COG,2013,314,2053,2046,34,2059
COG,2014,310,2076,2055,33,2060
COG,2015,303,2045,2035,32,2040
COG,2016,298,2076,2003,32,2012
COG,2017,292,2152,1985,32,2006
COG,2018,286,2164,1963,32,2015
COG,2019,284,2102,1961,32,2033
COK,1990,0,0,1,0,11
COK,1991,0,0,1,0,11
COK,1992,0,0,1,0,10
COK,1993,0,0,0,0,10
COK,1994,0,0,0,0,10
COK,1995,0,0,0,0,10
COK,1996,0,0,0,0,10
COK,1997,0,0,0,0,9
COK,1998,0,0,0,0,9
COK,1999,0,0,0,0,9
COK,2000,0,0,0,0,9
COK,2001,0,0,0,0,9
COK,2002,0,0,0,0,9
COK,2003,0,0,0,0,9
COK,2004,0,0,0,0,8
COK,2005,0,0,0,0,8
COK,2006,0,0,0,0,8
COK,2007,0,0,0,0,8
COK,2008,0,0,0,0,8
COK,2009,0,0,0,0,8
COK,2010,0,0,0,0,8
COK,2011,0,0,0,0,8
COK,2012,0,0,0,0,8
COK,2013,0,0,0,0,9
COK,2014,0,0,0,0,9
COK,2015,0,0,0,0,9
COK,2016,0,0,0,0,9
COK,2017,0,0,0,0,9
COK,2018,0,0,0,0,10
COK,2019,0,0,0,0,10
CRI,1990,50,1,97,15,433
CRI,1991,50,1,97,14,441
CRI,1992,50,1,100,13,450
CRI,1993,49,1,98,12,454
CRI,1994,51,1,102,11,480
CRI,1995,53,1,105,10,505
CRI,1996,53,0,99,8,489
CRI,1997,52,0,97,6,494
CRI,1998,49,0,95,4,483
CRI,1999,46,0,92,3,464
CRI,2000,42,0,82,3,427
CRI,2001,45,0,80,3,421
CRI,2002,43,0,74,3,396
CRI,2003,41,0,71,3,395
CRI,2004,41,0,68,3,394
CRI,2005,43,0,60,3,366
CRI,2006,41,0,60,3,374
CRI,2007,40,0,51,3,350
CRI,2008,35,0,51,2,354
CRI,2009,33,0,47,3,357
CRI,2010,37,0,51,3,421
CRI,2011,36,0,48,3,425
CRI,2012,35,0,46,3,453
CRI,2013,34,0,44,3,491
CRI,2014,34,0,43,3,531
CRI,2015,35,0,43,3,593
CRI,2016,35,0,44,3,657
CRI,2017,36,0,46,3,658
CRI,2018,35,0,47,3,668
CRI,2019,35,0,47,3,676
CIV,1990,2869,21438,5536,321,17023
CIV,1991,2946,22495,5778,333,17486
CIV,1992,3045,23431,6105,342,18095
CIV,1993,3178,24273,6602,352,18840
CIV,1994,3312,25010,7147,358,19633
CIV,1995,3427,25742,7620,359,20248
CIV,1996,3499,26359,7873,331,20499
CIV,1997,3783,27080,8072,279,20738
CIV,1998,3978,27946,8290,238,21006
CIV,1999,4279,28715,8503,212,21079
CIV,2000,3837,29540,8739,210,21286
CIV,2001,3836,32046,8774,222,21349
CIV,2002,3929,34002,8728,230,21386
CIV,2003,3898,36149,8740,240,21292
CIV,2004,3937,37988,8710,247,21275
CIV,2005,3941,39175,8610,253,21081
CIV,2006,3964,41121,8528,261,21342
CIV,2007,3912,42387,8296,262,20985
CIV,2008,3875,42573,8020,260,20621
CIV,2009,3536,41656,7842,260,20398
CIV,2010,3480,39658,7718,260,20147
CIV,2011,3390,37054,7660,258,19670
CIV,2012,3480,34226,7742,263,19911
CIV,2013,3556,29527,8025,269,20381
CIV,2014,3009,27373,8200,269,20191
CIV,2015,2826,27690,8172,264,20111
CIV,2016,2591,29808,7854,252,18891
CIV,2017,2438,29979,7586,243,18016
CIV,2018,2367,27758,7395,234,17608
CIV,2019,2259,29398,7086,220,16980
HRV,1990,41,0,405,2,876
HRV,1991,39,0,351,2,942
HRV,1992,39,0,317,2,1013
HRV,1993,36,0,297,2,1047
HRV,1994,35,0,274,2,1060
HRV,1995,34,0,261,2,1073
HRV,1996,36,0,250,2,1103
HRV,1997,37,0,236,2,1160
HRV,1998,36,0,218,2,1165
HRV,1999,34,0,209,2,1178
HRV,2000,31,0,189,2,1119
HRV,2001,30,0,176,2,1113
HRV,2002,26,0,171,2,1158
HRV,2003,24,0,161,2,1203
HRV,2004,24,0,145,2,1182
HRV,2005,25,0,135,1,1156
HRV,2006,23,0,125,1,1019
HRV,2007,24,0,114,1,912
HRV,2008,24,0,106,1,785
HRV,2009,24,0,94,1,643
HRV,2010,22,0,83,1,554
HRV,2011,20,0,74,1,503
HRV,2012,19,0,68,1,477
HRV,2013,17,0,60,1,456
HRV,2014,16,0,56,1,469
HRV,2015,18,0,56,1,513
HRV,2016,17,0,53,1,509
HRV,2017,17,0,53,1,535
HRV,2018,17,0,53,1,556
HRV,2019,17,0,53,1,580
CUB,1990,522,0,85,33,3281
CUB,1991,445,0,84,35,3413
CUB,1992,389,0,90,37,3678
CUB,1993,358,0,97,37,3988
CUB,1994,340,0,103,37,4192
CUB,1995,320,0,102,34,4274
CUB,1996,282,0,98,29,4505
CUB,1997,252,0,89,21,4750
CUB,1998,229,0,78,16,4986
CUB,1999,210,0,72,13,5279
CUB,2000,185,0,61,11,5457
CUB,2001,160,0,55,10,5814
CUB,2002,139,0,49,8,5543
CUB,2003,133,0,49,8,5756
CUB,2004,125,0,47,8,5915
CUB,2005,125,0,47,8,5948
CUB,2006,105,0,43,7,5489
CUB,2007,102,0,42,6,5362
CUB,2008,99,0,43,6,5404
CUB,2009,101,0,43,5,5383
CUB,2010,102,0,44,5,5453
CUB,2011,97,0,41,5,5314
CUB,2012,97,0,42,5,5561
CUB,2013,94,0,42,4,5820
CUB,2014,93,0,43,4,6160
CUB,2015,97,0,45,4,6610
CUB,2016,97,0,44,4,6757
CUB,2017,98,0,45,4,7102
CUB,2018,96,0,44,4,7252
CUB,2019,94,0,42,4,7125
CYP,1990,7,0,10,1,140
CYP,1991,7,0,10,1,149
CYP,1992,7,0,10,1,157
CYP,1993,7,0,9,1,160
CYP,1994,7,0,8,1,159
CYP,1995,6,0,8,1,158
CYP,1996,6,0,8,1,156
CYP,1997,6,0,8,1,157
CYP,1998,6,0,8,1,161
CYP,1999,6,0,7,1,164
CYP,2000,5,0,7,1,159
CYP,2001,5,0,6,1,155
CYP,2002,5,0,6,1,154
CYP,2003,4,0,6,1,152
CYP,2004,4,0,5,1,154
CYP,2005,4,0,5,1,157
CYP,2006,4,0,5,1,161
CYP,2007,3,0,4,1,161
CYP,2008,3,0,4,1,157
CYP,2009,3,0,4,1,154
CYP,2010,3,0,4,1,153
CYP,2011,3,0,4,1,149
CYP,2012,2,0,4,1,146
CYP,2013,2,0,4,0,145
CYP,2014,2,0,4,0,148
CYP,2015,3,0,4,0,151
CYP,2016,3,0,5,1,152
CYP,2017,2,0,5,1,153
CYP,2018,3,0,5,1,160
CYP,2019,3,0,5,1,169
CZE,1990,92,0,207,18,2324
CZE,1991,90,0,185,16,2291
CZE,1992,85,0,170,13,2300
CZE,1993,81,0,146,11,2283
CZE,1994,93,0,130,9,2388
CZE,1995,81,0,119,7,2564
CZE,1996,77,0,112,6,2542
CZE,1997,77,0,111,6,2536
CZE,1998,72,0,108,5,2423
CZE,1999,70,0,107,5,2474
CZE,2000,74,0,106,5,2543
CZE,2001,68,0,99,4,2576
CZE,2002,64,0,92,4,2587
CZE,2003,63,0,89,4,2727
CZE,2004,60,0,81,4,2695
CZE,2005,58,0,78,4,2818
CZE,2006,56,0,71,4,2804
CZE,2007,54,0,69,4,2809
CZE,2008,52,0,64,4,2853
CZE,2009,51,0,61,4,2882
CZE,2010,48,0,57,4,2883
CZE,2011,46,0,58,4,2849
CZE,2012,44,0,55,4,2864
CZE,2013,41,0,57,4,2896
CZE,2014,40,0,54,4,2920
CZE,2015,39,0,56,4,3111
CZE,2016,40,0,54,3,3224
CZE,2017,39,0,53,3,3364
CZE,2018,39,0,55,3,3393
CZE,2019,38,0,55,3,3386
COD,1990,9533,81904,42889,1374,57941
COD,1991,9709,83868,43780,1393,58724
COD,1992,9807,85326,44596,1410,59371
COD,1993,9873,86270,45390,1429,60157
COD,1994,9938,87544,46587,1462,61053
COD,1995,10073,89062,48054,1525,61705
COD,1996,10146,89413,49622,1610,62305
COD,1997,10267,89526,49503,1675,61970
COD,1998,10231,89930,50441,1788,61802
COD,1999,10792,90489,51442,1911,61793
COD,2000,11422,92188,53781,2047,62565
COD,2001,10778,94138,55610,2166,62810
COD,2002,10831,94759,55919,2262,62303
COD,2003,13351,98394,56854,2415,62189
COD,2004,12729,99859,55979,2476,60860
COD,2005,11982,100895,55708,2525,60080
COD,2006,11878,101770,57006,2415,59952
COD,2007,10977,102544,57890,2088,59403
COD,2008,11621,100992,58516,1785,58784
COD,2009,10002,97277,58740,1559,58126
COD,2010,10030,91494,57750,1435,57149
COD,2011,9742,85596,56908,1378,55725
COD,2012,9903,78228,56048,1320,55015
COD,2013,9325,71343,54958,1263,54066
COD,2014,9000,66547,54233,1217,52688
COD,2015,7520,64193,52620,1165,50680
COD,2016,7043,64761,50593,1127,48273
COD,2017,6669,63941,48620,1109,46334
COD,2018,6464,57808,47438,1066,45835
COD,2019,6147,57160,46145,1027,44646
DNK,1990,131,0,61,5,1836
DNK,1991,128,0,59,5,1884
DNK,1992,124,0,60,5,1974
DNK,1993,109,0,59,4,2056
