code,year,d_meningitis,d_malaria,d_tuberculosis,d_acute_hepatitis,d_lower_respiratory_infections
WHO,2018,28886,15455,99134,16033,178277
WHO,2019,28368,15985,97622,15834,176015
ECU,1990,266,805,2081,49,4568
ECU,1991,276,513,2170,50,4691
ECU,1992,272,590,2017,47,4603
ECU,1993,263,757,1880,43,4503
ECU,1994,258,351,1760,38,4455
ECU,1995,264,146,1667,33,4475
ECU,1996,264,63,1656,27,4576
ECU,1997,259,101,1471,22,4405
ECU,1998,264,584,1439,19,4456
ECU,1999,263,1244,1406,17,4466
ECU,2000,263,1184,1348,14,4472
ECU,2001,232,861,1226,14,4431
ECU,2002,238,410,1258,15,4755
ECU,2003,232,207,1244,15,4898
ECU,2004,222,99,1210,15,4998
ECU,2005,212,32,1223,15,5121
ECU,2006,204,21,1161,15,5205
ECU,2007,198,14,1076,15,5253
ECU,2008,190,4,1021,14,5280
ECU,2009,181,6,982,14,5232
ECU,2010,156,3,938,14,5224
ECU,2011,133,3,835,13,5058
ECU,2012,126,1,772,13,5176
ECU,2013,123,2,729,13,5301
ECU,2014,120,0,724,12,5284
ECU,2015,119,1,718,12,5176
ECU,2016,118,3,711,12,5263
ECU,2017,119,2,722,12,5388
ECU,2018,117,2,730,12,5439
ECU,2019,118,1,735,12,5436
EGY,1990,2119,0,1738,3023,56449
EGY,1991,2224,0,1658,2783,53216
EGY,1992,2118,0,1543,2529,50221
EGY,1993,1829,0,1490,2420,47377
EGY,1994,1748,0,1458,2331,44150
EGY,1995,1657,0,1388,2217,41276
EGY,1996,1531,0,1368,2148,37114
EGY,1997,1465,0,1362,2117,34922
EGY,1998,1465,0,1327,2072,33370
EGY,1999,1375,0,1225,2047,32506
EGY,2000,1317,0,1080,1970,30952
EGY,2001,1296,0,1093,2010,30386
EGY,2002,1259,0,1122,1993,29643
EGY,2003,1239,0,1141,1970,29507
EGY,2004,1203,0,1086,1893,28637
EGY,2005,1176,0,1053,1826,27809
EGY,2006,1163,0,1062,1809,27314
EGY,2007,1153,0,1079,1732,27084
EGY,2008,1138,0,1087,1689,26708
EGY,2009,1137,0,1054,1657,26664
EGY,2010,1111,0,1039,1605,25864
EGY,2011,1115,0,1029,1568,25786
EGY,2012,1102,0,1079,1542,25436
EGY,2013,1082,0,1149,1481,24760
EGY,2014,925,0,1145,1443,23910
EGY,2015,925,0,1081,1454,24920
EGY,2016,852,0,1027,1427,23335
EGY,2017,823,0,978,1397,22393
EGY,2018,790,0,926,1373,21788
EGY,2019,764,0,892,1356,21371
SLV,1990,221,2,414,5,1906
SLV,1991,212,2,391,5,1915
SLV,1992,192,2,369,4,1972
SLV,1993,177,2,346,4,2036
SLV,1994,161,2,321,4,2112
SLV,1995,143,2,280,4,2137
SLV,1996,130,1,249,4,2187
SLV,1997,119,1,229,5,2263
SLV,1998,113,1,215,6,2368
SLV,1999,99,1,178,6,2234
SLV,2000,93,1,156,6,2188
SLV,2001,88,1,138,6,2130
SLV,2002,73,1,122,6,2031
SLV,2003,73,1,118,6,2060
SLV,2004,74,1,116,7,2110
SLV,2005,73,1,110,7,2109
SLV,2006,72,1,104,7,2105
SLV,2007,69,1,99,6,2064
SLV,2008,67,1,94,6,2017
SLV,2009,71,1,97,7,2114
SLV,2010,58,1,90,6,1987
SLV,2011,57,1,92,6,2029
SLV,2012,52,1,85,6,1943
SLV,2013,53,1,88,6,2069
SLV,2014,56,1,98,6,2238
SLV,2015,55,1,99,6,2257
SLV,2016,54,1,96,6,2236
SLV,2017,53,1,95,6,2254
SLV,2018,53,0,92,6,2275
SLV,2019,52,0,89,6,2304
ENG,1990,446,0,593,19,30695
ENG,1991,442,0,573,19,31720
ENG,1992,395,0,553,19,33144
ENG,1993,398,0,541,19,37304
ENG,1994,392,0,520,19,38841
ENG,1995,409,0,516,19,41344
ENG,1996,420,0,501,18,42716
ENG,1997,420,0,483,18,43631
ENG,1998,415,0,477,18,43857
ENG,1999,408,0,469,18,43925
ENG,2000,394,0,453,18,41469
ENG,2001,435,0,434,19,36701
ENG,2002,351,0,428,20,35241
ENG,2003,345,0,420,20,34063
ENG,2004,322,0,396,20,32069
ENG,2005,315,0,387,21,31069
ENG,2006,274,0,382,21,30065
ENG,2007,266,0,361,20,29583
ENG,2008,255,0,353,20,29435
ENG,2009,242,0,334,20,28853
ENG,2010,232,0,323,20,29029
ENG,2011,225,0,312,19,29737
ENG,2012,215,0,313,19,30879
ENG,2013,214,0,316,18,31826
ENG,2014,214,0,316,18,32420
ENG,2015,218,0,318,18,33422
ENG,2016,217,0,313,18,33297
ENG,2017,216,0,312,17,33573
ENG,2018,218,0,317,18,34425
ENG,2019,218,0,319,18,34889
GNQ,1990,105,594,759,20,766
GNQ,1991,108,686,760,20,775
GNQ,1992,110,768,751,20,782
GNQ,1993,113,846,750,19,789
GNQ,1994,115,922,742,18,793
GNQ,1995,118,1001,737,18,794
GNQ,1996,119,1060,705,16,778
GNQ,1997,112,1048,614,14,711
GNQ,1998,109,1083,549,12,667
GNQ,1999,108,1134,496,10,636
GNQ,2000,106,1150,443,9,602
GNQ,2001,98,1136,384,7,540
GNQ,2002,91,1128,336,6,495
GNQ,2003,90,1166,311,6,467
GNQ,2004,87,1098,290,5,455
GNQ,2005,88,1039,269,5,449
GNQ,2006,87,988,256,5,438
GNQ,2007,83,987,243,4,421
GNQ,2008,78,995,232,4,399
GNQ,2009,76,898,225,4,388
GNQ,2010,74,916,216,4,380
GNQ,2011,75,919,212,4,388
GNQ,2012,72,939,203,4,381
GNQ,2013,67,917,194,3,370
GNQ,2014,60,889,195,3,358
GNQ,2015,64,862,198,3,363
GNQ,2016,59,796,202,3,361
GNQ,2017,58,754,199,3,360
GNQ,2018,56,728,194,3,361
GNQ,2019,55,768,193,3,363
ERI,1990,747,604,3992,75,5267
ERI,1991,720,527,3940,74,4975
ERI,1992,719,494,4036,76,4795
ERI,1993,728,578,4150,79,4742
ERI,1994,743,614,4331,83,4714
ERI,1995,767,390,4627,89,4732
ERI,1996,773,619,4616,90,4686
ERI,1997,787,617,4618,93,4662
ERI,1998,789,1038,4522,94,4608
ERI,1999,809,625,4552,99,4635
ERI,2000,841,462,4613,103,4644
ERI,2001,872,1056,4616,102,4673
ERI,2002,943,235,4850,104,4834
ERI,2003,973,293,4866,102,4857
ERI,2004,1035,92,4920,103,5026
ERI,2005,1055,151,4913,104,5031
ERI,2006,1063,99,4946,106,5004
ERI,2007,1076,137,4974,107,4995
ERI,2008,947,88,5047,111,4964
ERI,2009,923,105,5061,112,4828
ERI,2010,922,332,5061,114,4810
ERI,2011,908,462,5052,115,4735
ERI,2012,899,274,5048,116,4670
ERI,2013,903,201,5005,117,4659
ERI,2014,896,283,4920,117,4615
ERI,2015,702,224,4867,118,4503
ERI,2016,700,321,4807,118,4490
ERI,2017,691,336,4756,118,4430
ERI,2018,687,363,4701,117,4402
ERI,2019,693,331,4674,118,4429
EST,1990,23,0,75,3,219
EST,1991,22,0,82,3,234
EST,1992,21,0,87,2,243
EST,1993,22,0,108,2,279
EST,1994,22,0,136,1,324
EST,1995,22,0,142,1,329
EST,1996,17,0,125,1,299
EST,1997,17,0,125,1,303
EST,1998,17,0,128,1,325
EST,1999,17,0,117,1,310
EST,2000,17,0,106,1,317
EST,2001,17,0,107,1,327
EST,2002,16,0,98,1,309
EST,2003,15,0,88,1,283
EST,2004,14,0,82,1,264
EST,2005,13,0,71,0,240
EST,2006,12,0,69,0,229
EST,2007,12,0,66,0,226
EST,2008,11,0,55,0,207
EST,2009,9,0,48,0,200
EST,2010,8,0,41,0,188
EST,2011,8,0,39,0,197
EST,2012,6,0,36,0,206
EST,2013,6,0,31,0,208
EST,2014,6,0,29,0,223
EST,2015,6,0,26,0,221
EST,2016,6,0,26,0,228
EST,2017,6,0,25,0,226
EST,2018,6,0,25,0,225
EST,2019,6,0,24,0,224
SWZ,1990,81,67,507,11,691
SWZ,1991,82,46,505,11,691
SWZ,1992,82,36,501,11,687
SWZ,1993,82,34,501,11,683
SWZ,1994,82,40,512,10,684
SWZ,1995,83,47,530,10,697
SWZ,1996,85,60,561,10,716
SWZ,1997,86,59,594,9,732
SWZ,1998,90,83,660,8,764
SWZ,1999,95,63,726,8,806
SWZ,2000,103,60,808,8,857
SWZ,2001,111,52,884,9,903
SWZ,2002,119,26,972,9,949
SWZ,2003,126,11,1059,9,992
SWZ,2004,131,17,1116,10,1022
SWZ,2005,134,11,1131,10,1047
SWZ,2006,135,7,1100,9,1046
SWZ,2007,136,8,1083,9,1039
SWZ,2008,135,7,1067,9,1024
SWZ,2009,116,7,1039,9,999
SWZ,2010,112,4,988,8,950
SWZ,2011,109,4,936,8,900
SWZ,2012,106,5,891,8,866
SWZ,2013,102,11,834,8,831
SWZ,2014,86,4,778,7,795
SWZ,2015,80,0,730,7,768
SWZ,2016,76,1,694,7,744
SWZ,2017,76,9,669,7,732
SWZ,2018,74,7,647,7,724
SWZ,2019,73,9,637,6,721
ETH,1990,26928,6769,80766,2089,108437
ETH,1991,26932,7287,81762,2120,109126
ETH,1992,27398,3990,82406,2179,110049
ETH,1993,27248,5135,82373,2217,108767
ETH,1994,26943,5861,82646,2245,107779
ETH,1995,26506,6342,82339,2256,106285
ETH,1996,25763,6743,80378,2246,103609
ETH,1997,25087,6782,77823,2243,100875
ETH,1998,24806,7700,76001,2246,98138
ETH,1999,24432,7371,73966,2237,95786
ETH,2000,23939,15375,72603,2192,92341
ETH,2001,23382,24688,70304,2167,88541
ETH,2002,22696,25740,66960,2206,85427
ETH,2003,22240,31961,64149,2277,81537
ETH,2004,21491,39036,60864,2334,77284
ETH,2005,21431,29768,57716,2351,75804
ETH,2006,20737,26576,54621,2282,72510
ETH,2007,19557,22459,51420,2176,70412
ETH,2008,18901,17410,48039,2066,67720
ETH,2009,17879,21828,44485,1949,64073
ETH,2010,16869,22337,41580,1863,60266
ETH,2011,14680,17487,39596,1818,57911
ETH,2012,13826,17971,37631,1760,54943
ETH,2013,13071,18211,35673,1715,52351
ETH,2014,13023,10220,34686,1721,52336
ETH,2015,12464,10213,33648,1712,50198
ETH,2016,12037,7848,32514,1692,48579
ETH,2017,12014,7445,31583,1692,48389
ETH,2018,11693,10328,30693,1659,47491
ETH,2019,11283,13104,29874,1626,46301
WB,1990,13296,607,40478,4680,271665
WB,1991,12673,571,40847,4477,267671
WB,1992,12340,978,43177,4287,268937
WB,1993,12302,1183,49168,4159,279938
WB,1994,12412,307,54969,4054,285882
WB,1995,12061,241,56754,3924,288850
WB,1996,11427,284,56054,3774,286686
WB,1997,10901,130,54559,3640,283127
WB,1998,10433,135,53696,3462,280324
WB,1999,10271,94,56396,3312,283036
WB,2000,10013,116,58444,3034,278994
WB,2001,9760,133,59064,2757,269900
WB,2002,9389,95,60032,2587,269397
WB,2003,9081,57,60161,2103,268180
WB,2004,8592,41,58484,1811,260494
WB,2005,8359,137,59743,1647,262412
WB,2006,7641,66,54336,1535,253686
WB,2007,7258,35,50416,1456,250526
WB,2008,6739,20,47522,1380,250803
WB,2009,6316,2,42479,1325,246780
WB,2010,6058,1,40045,1271,246029
WB,2011,5800,1,36526,1221,245495
WB,2012,5603,0,34180,1167,249668
WB,2013,5413,0,31772,1079,252405
WB,2014,5190,0,29883,1021,255495
WB,2015,5120,0,29218,967,264680
WB,2016,4909,0,27333,911,265317
WB,2017,4629,0,25723,911,264793
WB,2018,4523,0,25274,899,268058
WB,2019,4446,0,24940,889,271123
WHO,1990,13373,607,40658,4697,272819
WHO,1991,12745,571,41027,4494,268791
WHO,1992,12410,978,43369,4305,270060
WHO,1993,12377,1183,49367,4178,280963
WHO,1994,12478,307,55171,4072,286870
WHO,1995,12122,241,56960,3938,289866
WHO,1996,11483,284,56261,3783,287748
WHO,1997,10962,130,54765,3647,284237
WHO,1998,10495,135,53897,3468,281462
WHO,1999,10331,94,56588,3317,284184
WHO,2000,10068,116,58625,3039,280168
WHO,2001,9810,133,59234,2761,271063
WHO,2002,9439,95,60192,2591,270606
WHO,2003,9131,57,60307,2107,269433
WHO,2004,8639,41,58611,1815,261774
WHO,2005,8403,137,59862,1652,263754
WHO,2006,7684,66,54445,1540,255072
WHO,2007,7300,35,50517,1461,251998
WHO,2008,6781,20,47609,1385,252314
WHO,2009,6349,2,42557,1329,248308
WHO,2010,6089,1,40118,1275,247597
WHO,2011,5832,1,36593,1225,247146
WHO,2012,5636,0,34244,1172,251390
WHO,2013,5447,0,31832,1084,254180
WHO,2014,5224,0,29942,1026,257341
WHO,2015,5154,0,29278,971,266628
WHO,2016,4942,0,27392,916,267310
WHO,2017,4663,0,25783,916,266802
WHO,2018,4556,0,25335,904,270120
WHO,2019,4480,0,25002,894,273221
FJI,1990,26,0,49,4,205
FJI,1991,26,0,49,4,207
FJI,1992,26,0,48,4,204
FJI,1993,27,0,49,4,210
FJI,1994,27,0,48,4,212
FJI,1995,27,0,47,4,213
FJI,1996,28,0,47,4,218
FJI,1997,24,0,47,4,219
FJI,1998,24,0,46,3,219
FJI,1999,25,0,48,3,226
FJI,2000,25,0,48,3,230
FJI,2001,25,0,45,3,224
FJI,2002,23,0,44,3,217
FJI,2003,22,0,45,3,216
FJI,2004,22,0,44,3,211
FJI,2005,21,0,44,3,213
FJI,2006,21,0,44,3,216
FJI,2007,21,0,44,3,218
FJI,2008,20,0,43,2,218
FJI,2009,18,0,42,2,213
FJI,2010,18,0,43,2,213
FJI,2011,17,0,42,2,212
FJI,2012,14,0,43,2,209
FJI,2013,14,0,43,2,209
FJI,2014,13,0,43,2,209
FJI,2015,14,0,43,2,211
FJI,2016,14,0,42,2,213
FJI,2017,13,0,42,2,214
FJI,2018,13,0,40,2,215
FJI,2019,13,0,40,2,216
FIN,1990,49,0,157,4,2578
FIN,1991,47,0,148,4,2612
FIN,1992,43,0,144,4,2718
FIN,1993,41,0,137,4,2837
FIN,1994,38,0,129,3,2781
FIN,1995,34,0,130,3,2846
FIN,1996,29,0,129,3,2961
FIN,1997,28,0,126,2,2977
FIN,1998,28,0,120,2,2966
FIN,1999,29,0,118,2,2945
FIN,2000,29,0,118,2,2841
FIN,2001,28,0,110,2,2566
FIN,2002,28,0,105,2,2316
FIN,2003,27,0,97,2,1984
FIN,2004,26,0,91,2,1602
FIN,2005,25,0,86,2,1263
FIN,2006,24,0,81,2,1017
FIN,2007,23,0,77,2,876
FIN,2008,22,0,73,2,759
FIN,2009,21,0,70,2,698
FIN,2010,19,0,67,2,646
FIN,2011,19,0,65,2,615
FIN,2012,17,0,61,2,600
FIN,2013,17,0,57,2,595
FIN,2014,16,0,56,2,596
FIN,2015,16,0,52,2,607
FIN,2016,15,0,50,2,632
FIN,2017,16,0,53,2,687
FIN,2018,16,0,54,2,732
FIN,2019,16,0,55,2,775
FRA,1990,466,0,2388,38,17669
FRA,1991,453,0,2339,37,18078
FRA,1992,393,0,2308,36,18584
FRA,1993,379,0,2329,36,19306
FRA,1994,364,0,2325,35,19483
FRA,1995,358,0,2348,37,20099
FRA,1996,355,0,2332,36,20662
FRA,1997,344,0,2275,34,20760
FRA,1998,336,0,2242,30,20812
FRA,1999,330,0,2162,28,20534
FRA,2000,314,0,2017,27,19722
FRA,2001,318,0,1926,27,18877
FRA,2002,303,0,1836,24,18770
FRA,2003,303,0,1751,23,18538
FRA,2004,290,0,1579,23,17420
FRA,2005,284,0,1498,22,17550
FRA,2006,262,0,1413,21,17122
FRA,2007,258,0,1333,20,17219
FRA,2008,254,0,1278,19,17519
FRA,2009,255,0,1237,19,17800
FRA,2010,252,0,1189,18,17832
FRA,2011,249,0,1144,18,18173
FRA,2012,245,0,1108,18,18897
FRA,2013,242,0,1063,18,19110
FRA,2014,232,0,1005,18,19072
FRA,2015,232,0,1001,18,20301
FRA,2016,227,0,991,18,20634
FRA,2017,226,0,1006,18,21518
FRA,2018,225,0,1029,19,22322
FRA,2019,226,0,1053,19,23096
G20,1990,181169,172002,1004842,103487,1814431
G20,1991,177157,169963,1015564,103582,1787270
G20,1992,171517,161323,1028180,102345,1762259
G20,1993,165602,150351,986845,101033,1730315
G20,1994,159245,138704,956139,98930,1691341
G20,1995,153250,131406,931443,96984,1655621
G20,1996,146438,126681,913836,94061,1612105
G20,1997,141566,124982,924423,93414,1582096
G20,1998,135358,113933,924108,92138,1547708
G20,1999,129856,91423,921935,90684,1509034
G20,2000,125591,73175,916827,88623,1468518
G20,2001,120193,76200,893181,85948,1423971
G20,2002,113511,82460,870261,82516,1394631
G20,2003,107655,80389,843217,79224,1366649
G20,2004,104771,80753,803498,78459,1335049
G20,2005,103578,74149,792726,79766,1331492
G20,2006,99578,75468,770536,77650,1310605
G20,2007,96171,71240,754935,75346,1297060
G20,2008,93864,64767,745527,73653,1296437
G20,2009,90638,62070,716071,70202,1277333
G20,2010,87335,66796,691321,68003,1267740
G20,2011,84214,69613,672073,65856,1266501
G20,2012,81981,46877,669118,64513,1273036
G20,2013,79902,34682,665215,59210,1286356
G20,2014,74949,47567,653624,53379,1283150
G20,2015,70854,51706,629813,49696,1286612
G20,2016,65804,35776,620552,45887,1277315
G20,2017,58734,30893,615157,43719,1268146
G20,2018,57670,35022,603133,42964,1287111
G20,2019,56332,34594,588251,41726,1304122
GAB,1990,155,985,721,17,834
GAB,1991,128,1033,704,17,827
GAB,1992,129,1059,703,16,827
GAB,1993,126,1030,694,16,823
GAB,1994,126,1024,699,16,827
GAB,1995,128,1027,706,16,831
GAB,1996,126,1018,696,15,825
GAB,1997,125,1017,693,15,814
GAB,1998,123,1016,694,14,807
GAB,1999,121,1016,681,14,800
GAB,2000,123,985,686,14,803
GAB,2001,125,993,691,13,799
GAB,2002,128,942,688,13,790
GAB,2003,131,859,700,13,796
GAB,2004,130,730,694,12,798
GAB,2005,133,615,680,12,801
GAB,2006,141,525,674,12,801
GAB,2007,135,484,668,12,796
GAB,2008,133,508,666,12,792
GAB,2009,130,587,650,11,775
GAB,2010,112,672,613,11,746
GAB,2011,106,786,588,11,732
GAB,2012,99,874,563,10,709
GAB,2013,95,913,544,10,692
GAB,2014,93,908,536,10,686
GAB,2015,92,843,529,10,686
GAB,2016,90,805,518,10,688
GAB,2017,89,758,505,10,692
GAB,2018,87,737,487,9,695
GAB,2019,86,715,474,9,697
GMB,1990,257,1395,390,16,1140
GMB,1991,270,1367,400,16,1164
GMB,1992,283,1240,418,17,1194
GMB,1993,278,1491,412,16,1167
GMB,1994,253,1680,421,16,1147
GMB,1995,277,1133,466,17,1221
GMB,1996,259,1705,450,16,1138
GMB,1997,383,1687,473,16,1134
GMB,1998,275,1366,515,16,1159
GMB,1999,293,872,565,17,1195
GMB,2000,282,1420,551,16,1128
GMB,2001,280,1626,552,17,1099
GMB,2002,273,1593,574,18,1109
GMB,2003,277,1389,611,19,1134
GMB,2004,325,876,684,22,1278
GMB,2005,330,758,708,22,1296
GMB,2006,318,929,715,22,1268
GMB,2007,315,947,718,22,1267
GMB,2008,298,1292,699,21,1229
GMB,2009,245,1147,711,21,1216
GMB,2010,230,1295,696,21,1196
GMB,2011,201,2018,641,19,1106
GMB,2012,206,2020,645,19,1117
GMB,2013,232,1827,663,19,1130
GMB,2014,249,1214,718,21,1188
GMB,2015,201,1445,701,20,1155
GMB,2016,209,1007,730,21,1188
GMB,2017,221,563,755,22,1242
GMB,2018,215,664,732,21,1225
GMB,2019,212,637,722,21,1223
GEO,1990,76,0,468,12,1925
GEO,1991,68,0,462,11,1811
GEO,1992,63,0,452,8,1697
GEO,1993,63,0,420,7,1515
GEO,1994,60,0,429,7,1334
GEO,1995,60,0,424,5,1186
GEO,1996,59,1,416,5,1083
GEO,1997,62,0,416,5,1015
GEO,1998,65,1,399,4,973
GEO,1999,63,1,393,4,942
GEO,2000,55,1,382,3,945
GEO,2001,48,1,364,4,883
GEO,2002,47,1,353,5,827
GEO,2003,43,1,319,6,766
GEO,2004,40,1,297,7,721
GEO,2005,35,1,273,8,676
GEO,2006,33,1,256,8,654
GEO,2007,33,1,243,9,615
GEO,2008,34,1,255,9,632
GEO,2009,34,0,248,10,651
GEO,2010,31,0,244,11,698
GEO,2011,30,0,231,12,729
GEO,2012,29,0,230,15,751
GEO,2013,29,0,214,13,777
GEO,2014,27,0,196,12,810
GEO,2015,26,0,177,12,873
GEO,2016,24,0,189,10,839
GEO,2017,23,0,186,10,816
GEO,2018,22,0,181,9,790
GEO,2019,21,0,175,8,765
DEU,1990,595,0,1950,240,19090
DEU,1991,566,0,1770,235,18259
DEU,1992,524,0,1612,222,17614
DEU,1993,500,0,1489,206,17486
DEU,1994,476,0,1398,184,17566
DEU,1995,451,0,1342,137,17684
DEU,1996,436,0,1273,125,17637
DEU,1997,410,0,1163,111,17471
DEU,1998,383,0,1014,98,17390
DEU,1999,360,0,911,78,17693
DEU,2000,349,0,819,71,17769
DEU,2001,345,0,737,65,17798
DEU,2002,344,0,684,58,18472
DEU,2003,331,0,640,52,19138
DEU,2004,311,0,577,44,19142
DEU,2005,296,0,548,41,19821
DEU,2006,287,0,520,37,20064
DEU,2007,281,0,499,35,20535
DEU,2008,273,0,476,34,20919
DEU,2009,267,0,468,33,21328
DEU,2010,260,0,460,33,21385
DEU,2011,250,0,449,32,21331
DEU,2012,240,0,449,32,21689
DEU,2013,234,0,450,34,22264
DEU,2014,222,0,436,33,22305
DEU,2015,223,0,443,35,23674
DEU,2016,222,0,444,35,23986
DEU,2017,218,0,447,35,24065
DEU,2018,216,0,453,35,24448
DEU,2019,216,0,462,36,25096
GHA,1990,4035,13773,9814,376,12302
GHA,1991,4038,14609,9707,367,12176
GHA,1992,4334,15185,9555,359,12178
GHA,1993,4241,15682,9213,349,12171
GHA,1994,4196,16171,9385,342,12276
GHA,1995,4085,16829,9756,338,12437
GHA,1996,4146,17784,9771,332,12693
GHA,1997,5667,18993,9921,331,13108
GHA,1998,4447,20235,9855,325,13386
GHA,1999,4415,21535,10115,324,13778
GHA,2000,4583,22844,10348,322,14165
GHA,2001,4248,25262,10416,316,14466
GHA,2002,4366,26747,10619,302,14916
GHA,2003,4542,29054,10967,291,15544
GHA,2004,4594,29713,11085,285,15909
GHA,2005,4601,30332,10991,286,16173
GHA,2006,4670,30234,11129,290,16439
GHA,2007,4745,31306,11193,297,16576
GHA,2008,4597,32570,11303,296,16376
GHA,2009,4580,32693,11613,301,16392
GHA,2010,4503,32494,11503,303,16323
GHA,2011,4533,31338,11098,303,16349
GHA,2012,3866,30201,11137,304,16152
GHA,2013,3788,28366,11482,306,16252
GHA,2014,3798,26844,11741,310,16550
GHA,2015,3867,24337,11997,312,16878
GHA,2016,3900,22171,11722,311,17050
GHA,2017,3808,20533,11243,309,17098
GHA,2018,3580,21907,10602,293,16465
GHA,2019,3487,21597,10223,285,16306
GRC,1990,43,0,244,6,1893
GRC,1991,43,0,232,7,1946
GRC,1992,44,0,216,7,2051
GRC,1993,47,0,191,8,2098
GRC,1994,51,0,168,10,2192
GRC,1995,55,0,154,14,2298
GRC,1996,56,0,142,16,2420
GRC,1997,57,0,127,17,2527
GRC,1998,57,0,120,19,2743
GRC,1999,53,0,120,19,2871
GRC,2000,51,0,122,20,3031
GRC,2001,49,0,128,20,3065
GRC,2002,49,0,129,22,3140
GRC,2003,48,0,132,25,3199
GRC,2004,45,0,131,30,3184
GRC,2005,43,0,136,38,3147
GRC,2006,43,0,142,50,3031
GRC,2007,44,0,161,66,2862
GRC,2008,42,0,158,69,2977
GRC,2009,41,0,168,86,2784
GRC,2010,40,0,169,94,2864
GRC,2011,39,0,175,97,3102
GRC,2012,37,0,174,91,3426
GRC,2013,34,0,156,76,3787
GRC,2014,30,0,137,47,4615
GRC,2015,29,0,129,38,5300
GRC,2016,31,0,124,36,5719
GRC,2017,30,0,130,39,5649
GRC,2018,30,0,135,39,5874
GRC,2019,30,0,137,39,5957
GRL,1990,3,0,6,0,13
GRL,1991,3,0,6,0,13
GRL,1992,3,0,6,0,13
GRL,1993,2,0,6,0,13
GRL,1994,2,0,6,0,13
GRL,1995,2,0,6,0,13
GRL,1996,2,0,6,0,13
GRL,1997,2,0,6,0,12
GRL,1998,2,0,5,0,12
GRL,1999,2,0,5,0,12
GRL,2000,2,0,4,0,11
GRL,2001,2,0,4,0,11
GRL,2002,2,0,4,0,11
GRL,2003,2,0,4,0,11
GRL,2004,2,0,3,0,10
GRL,2005,2,0,3,0,10
GRL,2006,2,0,3,0,10
GRL,2007,1,0,3,0,10
GRL,2008,1,0,3,0,10
GRL,2009,1,0,3,0,11
GRL,2010,1,0,3,0,11
GRL,2011,1,0,3,0,11
GRL,2012,1,0,3,0,11
GRL,2013,1,0,3,0,11
GRL,2014,1,0,3,0,11
GRL,2015,1,0,3,0,11
GRL,2016,1,0,3,0,12
GRL,2017,1,0,3,0,12
GRL,2018,1,0,3,0,12
GRL,2019,1,0,3,0,12
GRD,1990,3,0,2,1,58
GRD,1991,3,0,1,1,56
GRD,1992,2,0,1,1,56
GRD,1993,2,0,1,1,57
GRD,1994,2,0,1,1,55
GRD,1995,2,0,1,1,52
GRD,1996,2,0,1,0,50
GRD,1997,2,0,1,0,49
GRD,1998,2,0,1,0,49
GRD,1999,2,0,1,0,52
GRD,2000,1,0,1,0,53
GRD,2001,1,0,1,0,54
GRD,2002,1,0,1,0,53
GRD,2003,1,0,1,0,52
GRD,2004,1,0,1,0,51
GRD,2005,1,0,1,0,49
GRD,2006,1,0,1,0,48
GRD,2007,1,0,1,0,48
GRD,2008,1,0,1,0,47
GRD,2009,1,0,1,0,46
GRD,2010,1,0,1,0,46
GRD,2011,1,0,1,0,45
GRD,2012,1,0,1,0,43
GRD,2013,1,0,1,0,44
GRD,2014,1,0,1,0,45
GRD,2015,1,0,1,0,45
GRD,2016,1,0,1,0,47
GRD,2017,0,0,1,0,47
GRD,2018,0,0,1,0,47
GRD,2019,0,0,1,0,47
GUM,1990,2,0,4,0,22
GUM,1991,2,0,4,0,23
GUM,1992,2,0,4,0,23
GUM,1993,2,0,4,0,24
GUM,1994,2,0,4,0,24
GUM,1995,2,0,4,0,23
GUM,1996,2,0,4,0,23
GUM,1997,2,0,4,0,23
GUM,1998,2,0,4,0,23
GUM,1999,1,0,4,0,23
GUM,2000,1,0,4,0,24
GUM,2001,1,0,4,0,24
GUM,2002,1,0,4,0,24
GUM,2003,1,0,4,0,24
GUM,2004,1,0,4,0,23
GUM,2005,1,0,3,0,22
GUM,2006,1,0,4,0,23
GUM,2007,1,0,4,0,23
GUM,2008,1,0,4,0,24
GUM,2009,1,0,4,0,25
GUM,2010,1,0,4,0,25
GUM,2011,1,0,3,0,26
GUM,2012,1,0,3,0,27
GUM,2013,2,0,3,0,28
GUM,2014,2,0,3,0,29
GUM,2015,2,0,3,0,30
GUM,2016,2,0,3,0,32
GUM,2017,2,0,4,0,32
GUM,2018,2,0,4,0,33
GUM,2019,2,0,4,0,34
GTM,1990,308,32,2022,11,11129
GTM,1991,331,48,2038,12,11534
GTM,1992,337,50,1932,11,11875
GTM,1993,356,68,1752,11,12026
GTM,1994,354,14,1523,9,11841
GTM,1995,348,20,1275,8,11252
GTM,1996,345,4,1175,7,11120
GTM,1997,357,21,1100,5,11476
GTM,1998,351,28,966,4,11690
GTM,1999,343,34,846,4,11576
GTM,2000,335,32,775,3,11670
GTM,2001,314,19,696,4,11489
GTM,2002,297,28,622,4,11104
GTM,2003,291,15,605,4,10905
GTM,2004,293,8,576,6,10864
GTM,2005,281,9,535,9,10603
GTM,2006,285,6,511,12,10368
GTM,2007,278,1,484,14,10014
GTM,2008,272,0,466,15,9852
GTM,2009,280,1,457,16,9714
GTM,2010,288,0,445,18,9698
GTM,2011,296,1,426,19,9579
GTM,2012,268,1,413,19,9395
GTM,2013,257,1,411,18,9317
GTM,2014,264,0,412,17,9265
GTM,2015,250,1,424,16,9239
