code,year,d_alzheimers_disease_and_other_dementias,d_parkinsons_disease,d_cardiovascular_diseases,d_neoplasms,d_diabetes_mellitus,d_chronic_kidney_disease,d_chronic_respiratory_diseases,d_cirrhosis_and_other_chronic_liver_diseases,d_digestive_diseases
WHO,2012,44690,12651,1159792,377589,93739,104653,158379,126242,168834
WHO,2013,46343,13180,1187882,391895,97883,107963,160815,127781,171208
WHO,2014,47946,13632,1214418,406264,102793,111910,163118,130542,174566
WHO,2015,49508,14165,1254187,420729,108313,116380,165716,134141,178803
WHO,2016,51206,14626,1282864,434638,113130,120161,167872,137204,182564
WHO,2017,52940,14992,1309941,447954,116174,122845,169862,139933,186118
WHO,2018,54796,15468,1341112,462562,120527,126318,171997,142751,189422
WHO,2019,56679,15983,1374978,477361,124976,130058,174282,145929,193249
ECU,1990,797,168,10142,6238,1146,1087,1713,1473,3488
ECU,1991,849,185,10982,6751,1338,1245,1767,1596,3675
ECU,1992,892,190,10971,6887,1442,1334,1714,1623,3657
ECU,1993,948,195,10889,6963,1523,1428,1663,1651,3629
ECU,1994,1006,202,10895,7143,1630,1572,1613,1703,3651
ECU,1995,1059,208,10718,7258,1727,1714,1560,1740,3643
ECU,1996,1112,225,11082,7685,1908,1963,1595,1849,3768
ECU,1997,1150,229,10609,7721,1937,2091,1537,1844,3714
ECU,1998,1230,251,11050,8174,2094,2378,1603,1938,3847
ECU,1999,1304,273,11359,8452,2211,2650,1675,1980,3886
ECU,2000,1365,290,11488,8674,2314,2922,1687,1988,3845
ECU,2001,1404,303,11382,8802,2291,3095,1712,2045,3899
ECU,2002,1481,351,12815,9989,2664,3696,1911,2294,4318
ECU,2003,1546,386,13616,10762,2884,4117,2048,2476,4607
ECU,2004,1609,418,14160,11309,3023,4360,2176,2635,4841
ECU,2005,1651,454,15031,12035,3236,4700,2329,2813,5112
ECU,2006,1691,485,15516,12616,3383,4946,2432,2940,5296
ECU,2007,1735,506,15814,13076,3494,5152,2496,3032,5432
ECU,2008,1797,527,16177,13517,3623,5369,2585,3115,5579
ECU,2009,1861,539,16361,13795,3741,5518,2659,3162,5677
ECU,2010,1928,563,16791,14163,3904,5690,2780,3223,5796
ECU,2011,2009,582,16936,14346,3994,5768,2867,3252,5836
ECU,2012,2113,623,17911,15063,4298,6123,3056,3359,6013
ECU,2013,2216,665,18703,15472,4466,6322,3262,3426,6149
ECU,2014,2286,678,19146,15648,4505,6382,3391,3468,6226
ECU,2015,2322,667,19221,15717,4491,6349,3399,3508,6275
ECU,2016,2427,693,20062,16294,4658,6537,3527,3630,6472
ECU,2017,2500,717,20810,16808,4773,6686,3634,3740,6654
ECU,2018,2574,736,21330,17279,4894,6839,3693,3836,6805
ECU,2019,2638,738,21464,17627,4951,6914,3670,3905,6908
EGY,1990,3282,1045,156674,23605,6950,9720,15225,39203,44121
EGY,1991,3363,1062,156391,23951,7035,9847,15172,38840,43668
EGY,1992,3451,1067,155190,24212,7108,9910,14896,38663,43425
EGY,1993,3568,1124,160199,25319,7494,10352,15300,39272,44053
EGY,1994,3684,1178,164016,26295,7799,10742,15642,39754,44542
EGY,1995,3779,1189,162510,26667,7820,10808,15517,39338,44031
EGY,1996,3870,1208,163709,27486,8146,11122,15578,39456,44104
EGY,1997,3972,1254,167701,28493,8549,11538,15878,40152,44834
EGY,1998,4070,1305,170232,29155,8812,11876,16062,40712,45401
EGY,1999,4153,1336,171454,30113,9092,12169,16092,41259,45948
EGY,2000,4224,1316,166895,30582,9087,12124,15600,40904,45486
EGY,2001,4400,1418,177263,32833,9873,12881,16442,42823,47573
EGY,2002,4603,1522,186203,34528,10491,13524,17199,44520,49415
EGY,2003,4779,1645,196452,36300,11154,14259,18031,46515,51576
EGY,2004,4858,1669,197750,37419,11505,14493,18030,46893,51941
EGY,2005,4902,1652,197027,38242,11743,14537,17851,46652,51646
EGY,2006,4968,1657,199763,39646,12217,14794,18026,46610,51771
EGY,2007,5074,1670,201143,40485,12436,14943,18126,46823,52118
EGY,2008,5212,1732,207451,42135,13100,15535,18612,48127,53614
EGY,2009,5340,1796,214374,44866,13951,16199,19088,49630,55290
EGY,2010,5464,1847,219382,46171,14715,16806,19409,50816,56588
EGY,2011,5607,1898,221812,47360,15183,17195,19685,51945,57828
EGY,2012,5746,1989,231012,48813,16060,18053,20395,53786,59861
EGY,2013,5816,1964,229434,48629,15993,18037,20325,53648,59739
EGY,2014,5999,2053,236288,50183,16886,18893,20849,55221,61427
EGY,2015,6190,2214,251445,52885,18390,20276,21784,57801,64205
EGY,2016,6343,2296,255662,54414,19194,20918,22094,59305,65758
EGY,2017,6469,2296,254927,55291,19310,20956,21957,59798,66243
EGY,2018,6681,2366,259239,56627,19923,21461,22235,61156,67659
EGY,2019,6918,2439,263873,57934,20478,21981,22560,62635,69216
SLV,1990,591,101,6256,2601,543,624,1042,971,2124
SLV,1991,622,104,6269,2684,575,676,1036,976,2115
SLV,1992,658,111,6501,2857,641,758,1056,1010,2154
SLV,1993,696,119,6693,3014,709,847,1077,1040,2171
SLV,1994,735,128,6818,3187,778,954,1090,1069,2174
SLV,1995,765,132,6615,3203,791,1017,1067,1066,2116
SLV,1996,803,137,6511,3339,852,1118,1045,1051,2049
SLV,1997,840,149,6589,3596,942,1310,1051,1104,2088
SLV,1998,880,166,6971,3908,1054,1580,1093,1185,2167
SLV,1999,905,163,6610,3852,1038,1663,1024,1122,2018
SLV,2000,939,170,6613,3951,1074,1855,1016,1125,1988
SLV,2001,979,175,6611,4039,1116,1996,1024,1093,1917
SLV,2002,1012,176,6459,4025,1125,2082,1005,1057,1841
SLV,2003,1055,189,6756,4201,1219,2323,1055,1091,1878
SLV,2004,1094,202,7091,4408,1342,2586,1106,1128,1924
SLV,2005,1127,209,7233,4522,1431,2752,1129,1148,1936
SLV,2006,1160,216,7355,4610,1507,2907,1146,1168,1948
SLV,2007,1198,220,7381,4633,1554,2996,1154,1160,1927
SLV,2008,1237,220,7325,4581,1563,3055,1152,1142,1892
SLV,2009,1294,234,7803,4823,1710,3343,1230,1205,1986
SLV,2010,1334,228,7525,4670,1671,3269,1210,1170,1925
SLV,2011,1385,237,7846,4839,1783,3486,1259,1230,2009
SLV,2012,1427,231,7551,4683,1752,3373,1235,1197,1955
SLV,2013,1498,248,8124,4931,1913,3592,1326,1261,2056
SLV,2014,1552,272,8896,5297,2103,3960,1436,1380,2235
SLV,2015,1578,279,9073,5408,2139,3990,1452,1408,2280
SLV,2016,1597,281,9087,5493,2150,3995,1443,1426,2303
SLV,2017,1635,288,9273,5608,2176,4001,1461,1454,2350
SLV,2018,1666,295,9456,5734,2208,4013,1484,1469,2379
SLV,2019,1695,305,9695,5905,2257,4083,1514,1500,2432
ENG,1990,15700,4098,239024,141511,6727,3995,31523,3949,17533
ENG,1991,16078,4122,236336,141199,6703,3834,31635,4025,17682
ENG,1992,16461,4116,232659,140949,6588,3655,31648,4119,17861
ENG,1993,16881,4132,231058,141186,6386,3727,32029,4286,18179
ENG,1994,17204,4084,223474,139722,6129,3659,31557,4413,18277
ENG,1995,17661,4137,221492,139994,6076,3680,32087,4693,18843
ENG,1996,18043,4154,216791,138978,5928,3635,32155,4924,19263
ENG,1997,18378,4178,211234,138093,5796,3606,32375,5181,19724
ENG,1998,18726,4247,207952,138535,5757,3638,32818,5508,20403
ENG,1999,19069,4346,204049,138775,5736,3685,33480,5810,21122
ENG,2000,19397,4410,196592,137155,5605,3702,33280,6026,21573
ENG,2001,19765,4535,191541,136243,5534,3801,33442,6251,22012
ENG,2002,20188,4725,189226,137516,5535,3947,34315,6531,22765
ENG,2003,20586,4882,184816,138012,5496,4060,35053,6797,23387
ENG,2004,20880,4912,175130,136692,5263,4048,34673,6854,23396
ENG,2005,21345,5002,168413,136339,5120,4121,34866,6989,23624
ENG,2006,21874,5095,162608,136832,5010,4234,35006,7175,23917
ENG,2007,22429,5224,157970,137934,4904,4382,35408,7273,24117
ENG,2008,23022,5364,154554,139223,4857,4519,35992,7399,24377
ENG,2009,23524,5392,148861,138881,4703,4601,35918,7366,24189
ENG,2010,24179,5471,146493,139474,4648,4791,36510,7395,24410
ENG,2011,24692,5527,144598,141089,4607,5037,37316,7378,24643
ENG,2012,25119,5712,145821,143740,4671,5358,38610,7383,25131
ENG,2013,25317,5879,146439,146399,4723,5621,39565,7507,25548
ENG,2014,25406,5986,144932,148044,4691,5825,39390,7566,25671
ENG,2015,25662,6183,145885,150941,4772,6026,40274,7756,26138
ENG,2016,25895,6256,144616,152622,4793,6107,40430,7887,26249
ENG,2017,26259,6351,144867,154182,4858,6186,40776,7932,26345
ENG,2018,26803,6564,150402,157938,5011,6243,41743,7947,26779
ENG,2019,27257,6694,153285,160593,5102,6288,42289,7959,27005
GNQ,1990,17,5,701,236,84,57,160,92,183
GNQ,1991,17,5,703,238,85,57,160,92,185
GNQ,1992,18,5,700,238,84,58,159,92,184
GNQ,1993,18,5,705,241,85,59,159,93,186
GNQ,1994,19,6,709,244,86,59,159,93,186
GNQ,1995,20,6,719,250,88,61,160,94,189
GNQ,1996,21,6,728,257,91,63,160,95,191
GNQ,1997,22,6,698,255,89,62,151,93,185
GNQ,1998,23,6,684,258,90,62,146,92,183
GNQ,1999,24,6,674,265,92,64,142,93,183
GNQ,2000,26,6,662,270,95,65,137,92,182
GNQ,2001,27,7,640,273,97,65,130,90,176
GNQ,2002,29,7,620,276,98,66,124,87,169
GNQ,2003,30,7,623,288,104,69,123,87,169
GNQ,2004,32,8,628,305,111,72,123,88,170
GNQ,2005,34,8,632,321,117,76,123,89,172
GNQ,2006,36,9,645,340,124,80,124,91,175
GNQ,2007,38,9,652,354,129,83,124,92,175
GNQ,2008,40,10,663,369,136,87,125,92,174
GNQ,2009,42,10,680,389,143,92,127,94,178
GNQ,2010,44,11,699,407,150,97,128,96,181
GNQ,2011,47,11,730,435,161,103,133,100,188
GNQ,2012,49,12,747,453,168,107,135,102,191
GNQ,2013,51,13,756,465,172,109,136,103,193
GNQ,2014,53,13,774,482,178,113,137,105,196
GNQ,2015,56,14,812,504,186,119,140,107,200
GNQ,2016,58,14,859,534,197,126,146,113,210
GNQ,2017,60,15,897,559,205,130,150,118,219
GNQ,2018,63,16,931,584,216,135,154,122,227
GNQ,2019,65,16,960,602,223,139,157,126,234
ERI,1990,50,18,2867,1309,358,247,704,610,976
ERI,1991,52,18,2842,1305,358,247,692,610,974
ERI,1992,55,19,2921,1363,373,257,701,640,1017
ERI,1993,58,20,3035,1435,393,270,717,677,1073
ERI,1994,63,22,3205,1537,422,289,743,728,1148
ERI,1995,67,24,3424,1661,459,314,780,793,1244
ERI,1996,71,25,3470,1717,475,323,781,815,1277
ERI,1997,76,26,3527,1786,494,334,785,842,1318
ERI,1998,80,27,3540,1829,507,341,777,857,1340
ERI,1999,85,29,3601,1904,529,355,782,889,1391
ERI,2000,90,30,3686,1986,553,371,790,926,1448
ERI,2001,95,32,3776,2054,575,382,796,954,1494
ERI,2002,102,34,4017,2217,620,413,837,1028,1616
ERI,2003,109,36,4169,2312,650,431,857,1071,1684
ERI,2004,115,38,4321,2412,678,449,885,1114,1757
ERI,2005,121,39,4450,2480,698,460,900,1146,1808
ERI,2006,128,41,4588,2546,718,471,916,1179,1854
ERI,2007,134,43,4729,2612,737,481,933,1209,1900
ERI,2008,141,45,4890,2684,758,494,953,1247,1956
ERI,2009,148,47,5024,2737,776,504,964,1277,1996
ERI,2010,155,48,5153,2792,792,513,978,1304,2034
ERI,2011,162,50,5275,2854,814,525,990,1319,2066
ERI,2012,171,53,5431,2938,840,541,1005,1340,2109
ERI,2013,180,55,5578,3025,865,556,1020,1365,2158
ERI,2014,190,57,5705,3105,889,569,1032,1383,2193
ERI,2015,201,60,5892,3208,919,586,1048,1414,2249
ERI,2016,212,62,6045,3306,948,602,1063,1441,2301
ERI,2017,224,65,6233,3410,978,618,1076,1484,2364
ERI,2018,236,68,6446,3537,1016,638,1095,1526,2423
ERI,2019,248,71,6660,3674,1055,660,1117,1572,2491
EST,1990,330,84,11068,3486,91,52,332,143,457
EST,1991,338,86,11356,3605,98,56,335,154,475
EST,1992,343,84,11120,3535,100,58,323,155,473
EST,1993,349,87,11721,3742,111,66,336,187,528
EST,1994,354,90,12227,3896,123,84,351,222,583
EST,1995,358,86,11472,3685,116,88,327,226,572
EST,1996,362,80,10265,3314,106,86,288,205,522
EST,1997,369,81,10144,3347,112,96,284,226,550
EST,1998,376,87,10539,3525,126,111,296,265,608
EST,1999,382,86,10049,3407,130,114,284,268,599
EST,2000,394,88,9971,3439,139,124,283,291,627
EST,2001,401,92,10153,3576,158,132,292,327,674
EST,2002,408,92,9826,3549,162,130,291,332,674
EST,2003,415,94,9615,3545,176,131,295,333,672
EST,2004,425,95,9350,3589,194,134,297,341,680
EST,2005,436,97,9133,3622,197,145,293,347,685
EST,2006,445,100,8969,3711,198,154,299,357,691
EST,2007,459,104,8947,3870,200,171,306,373,713
EST,2008,474,104,8464,3795,182,180,294,345,668
EST,2009,492,105,8195,3832,165,199,289,320,635
EST,2010,510,103,7720,3695,142,217,277,291,585
EST,2011,533,108,7795,3809,141,250,284,297,593
EST,2012,562,111,7757,3806,137,280,289,296,590
EST,2013,593,113,7602,3740,135,305,286,284,573
EST,2014,624,116,7673,3838,135,339,298,296,592
EST,2015,649,117,7510,3774,134,356,295,290,581
EST,2016,676,123,7810,3882,143,389,304,298,599
EST,2017,703,124,7977,3862,141,368,304,287,591
EST,2018,732,126,8125,3844,141,359,304,283,588
EST,2019,757,127,8201,3832,140,349,303,277,584
SWZ,1990,31,7,840,406,218,103,251,115,203
SWZ,1991,32,8,858,423,228,108,254,119,209
SWZ,1992,33,8,864,435,236,112,253,121,213
SWZ,1993,34,8,868,446,243,116,252,123,216
SWZ,1994,35,8,893,467,256,122,256,128,225
SWZ,1995,36,8,936,499,276,131,265,136,238
SWZ,1996,36,9,982,534,297,142,275,144,253
SWZ,1997,37,9,1006,560,314,150,279,148,262
SWZ,1998,37,10,1062,603,343,163,290,155,277
SWZ,1999,38,10,1121,653,377,178,301,163,292
SWZ,2000,38,11,1214,723,427,200,319,174,314
SWZ,2001,38,11,1284,783,475,219,333,183,330
SWZ,2002,38,12,1352,841,525,238,346,189,343
SWZ,2003,37,12,1395,881,564,254,353,193,351
SWZ,2004,37,13,1435,903,591,260,358,197,357
SWZ,2005,37,13,1461,915,611,262,358,199,360
SWZ,2006,37,13,1454,910,612,257,352,197,357
SWZ,2007,37,13,1458,910,616,255,348,196,357
SWZ,2008,37,13,1465,914,625,256,346,195,357
SWZ,2009,38,14,1470,918,634,256,342,194,357
SWZ,2010,39,14,1452,909,634,254,334,191,351
SWZ,2011,39,14,1433,901,625,250,327,187,344
SWZ,2012,41,14,1435,906,627,251,324,186,342
SWZ,2013,42,14,1434,910,630,251,320,184,339
SWZ,2014,44,15,1430,916,633,252,316,184,336
SWZ,2015,46,15,1433,923,636,253,314,183,335
SWZ,2016,48,16,1441,930,642,255,313,183,335
SWZ,2017,50,16,1457,942,650,257,314,185,339
SWZ,2018,52,17,1483,959,665,262,316,187,342
SWZ,2019,55,17,1519,979,682,269,319,190,347
ETH,1990,1494,570,60663,28570,10720,7860,13499,16794,27140
ETH,1991,1557,583,61425,28799,10763,7947,13623,16965,27398
ETH,1992,1640,603,62838,29443,10908,8125,13859,17342,27973
ETH,1993,1721,618,63663,29730,10948,8218,13942,17578,28300
ETH,1994,1795,630,64190,29868,10930,8275,13987,17704,28474
ETH,1995,1872,641,64609,29930,10911,8309,14006,17784,28576
ETH,1996,1960,647,64360,29733,10793,8272,13889,17734,28473
ETH,1997,2067,658,64559,29720,10747,8267,13842,17737,28450
ETH,1998,2203,677,64758,29961,10789,8308,13874,18067,28889
ETH,1999,2330,691,64620,29981,10754,8309,13843,18239,29088
ETH,2000,2424,697,63390,29461,10535,8192,13645,18005,28709
ETH,2001,2540,706,62314,29217,10330,8103,13453,17831,28388
ETH,2002,2691,723,61726,29323,10229,8082,13379,17793,28255
ETH,2003,2837,740,61522,29345,10172,8061,13324,17807,28157
ETH,2004,2996,757,61553,29408,10148,8056,13248,17854,28099
ETH,2005,3163,774,61546,29742,10104,8080,13175,17898,28138
ETH,2006,3326,789,61483,29733,10072,8078,13030,17822,27995
ETH,2007,3499,803,61367,29862,10016,8060,12838,17750,27936
ETH,2008,3690,820,61416,30071,10024,8058,12639,17758,27950
ETH,2009,3896,843,61526,30352,10115,8157,12481,17856,28087
ETH,2010,4120,873,61463,30588,10163,8191,12419,18059,28241
ETH,2011,4357,907,62813,31227,10372,8295,12479,18391,28738
ETH,2012,4577,940,64155,31634,10570,8359,12510,18668,29073
ETH,2013,4808,976,65156,32442,10795,8495,12547,19272,29875
ETH,2014,5031,1006,66729,33588,11009,8671,12725,19831,30816
ETH,2015,5259,1035,68412,34455,11201,8790,12817,20276,31495
ETH,2016,5543,1075,70165,35633,11554,9026,12973,20952,32492
ETH,2017,5840,1118,72151,37017,11933,9286,13221,21685,33605
ETH,2018,6142,1174,74607,38393,12410,9585,13495,22256,34458
ETH,2019,6433,1230,76975,39600,12873,9860,13727,22772,35185
WB,1990,196131,46449,4036227,1773215,132033,88989,376111,164792,330020
WB,1991,203129,47341,4086676,1796891,134796,89452,377355,169260,336071
WB,1992,209508,48149,4169490,1828171,136755,90306,380872,174926,344917
WB,1993,216117,49722,4390804,1887995,140652,93255,393206,184978,361551
WB,1994,222112,50672,4518207,1919286,142834,95623,397707,193872,374342
WB,1995,227314,51465,4503425,1920561,144008,97056,395834,198177,379013
WB,1996,231802,51975,4425406,1899730,143591,97695,388972,196894,375741
WB,1997,235492,52489,4353636,1884209,142772,98502,381078,194828,371807
WB,1998,239567,53251,4305959,1882399,142185,100347,374533,193832,370896
WB,1999,244526,54650,4386631,1914346,143284,103369,375804,198056,378768
WB,2000,248707,55566,4398806,1928293,142871,106276,368870,202232,385019
WB,2001,253591,57046,4407105,1938495,144069,109654,362182,207731,392891
WB,2002,259012,59346,4470818,1964569,147103,114254,363586,215900,405261
WB,2003,264629,61363,4491760,1982005,149839,118105,363631,223818,417039
WB,2004,270261,62035,4401406,1977669,148411,119622,353928,227665,420977
WB,2005,277675,64133,4449978,2005622,150353,123956,354067,237611,435706
WB,2006,284739,65441,4313126,1995296,150154,126260,346985,233937,431388
WB,2007,291996,67552,4257715,2012526,151980,130276,347489,235178,434604
WB,2008,299837,70026,4252193,2043958,154285,134734,349821,237820,440947
WB,2009,308969,71651,4160313,2052021,155803,138247,349464,231471,434756
WB,2010,319179,73404,4147008,2068386,156845,142375,351416,230491,436542
WB,2011,330121,74663,4054936,2069123,157653,146417,353757,224748,431648
WB,2012,341158,76724,4038866,2089961,159976,152170,359990,223531,434174
WB,2013,350965,78064,4006647,2101270,161721,156406,363322,221617,434534
WB,2014,361402,79228,3995200,2116845,164628,160827,366627,221857,437435
WB,2015,373562,81868,4087572,2167192,171636,168010,378385,228034,449744
WB,2016,383983,82641,4067394,2172642,174421,170649,380884,224897,447575
WB,2017,394187,83505,4056046,2180086,177799,171637,385540,221463,444083
WB,2018,404298,85049,4126815,2208524,179235,174089,390502,221394,446404
WB,2019,413743,86515,4185904,2239506,181869,177205,395876,221970,449795
WHO,1990,197173,46786,4059183,1783693,133324,90190,378179,165420,331421
WHO,1991,204226,47695,4110322,1807913,136202,90694,379492,169921,337553
WHO,1992,210666,48524,4194274,1839881,138313,91592,383086,175631,346498
WHO,1993,217330,50107,4415766,1900114,142301,94511,395402,185693,363178
WHO,1994,223389,51070,4543350,1931876,144620,96893,399876,194615,376047
WHO,1995,228659,51882,4528878,1933722,146026,98437,397999,198980,380830
WHO,1996,233196,52404,4450701,1913322,145890,99110,391107,197730,377613
WHO,1997,236939,52930,4378807,1898201,145388,100007,383204,195698,373740
WHO,1998,241075,53709,4331267,1896853,145041,101973,376675,194728,372881
WHO,1999,246092,55123,4411563,1929059,146365,105061,377989,198979,380813
WHO,2000,250336,56052,4423547,1943242,146120,108099,371076,203169,387082
WHO,2001,255264,57545,4431761,1953678,147413,111602,364383,208674,394968
WHO,2002,260741,59866,4495748,1980133,150522,116352,365837,216863,407400
WHO,2003,266418,61900,4516526,1997797,153363,120254,365901,224784,419200
WHO,2004,272118,62583,4425760,1993524,151899,121884,356201,228622,423156
WHO,2005,279619,64702,4474524,2021783,153853,126315,356380,238579,437929
WHO,2006,286750,66027,4337759,2011833,153641,128671,349295,234909,433641
WHO,2007,294092,68165,4282667,2029525,155520,132719,349830,236159,436897
WHO,2008,302021,70648,4276564,2061040,157753,137161,352124,238784,443226
WHO,2009,311252,72285,4184549,2069318,159199,140707,351758,232437,437049
WHO,2010,321570,74056,4171252,2086033,160190,144919,353737,231455,438858
WHO,2011,332625,75342,4079414,2087044,161012,149061,356136,225735,434031
WHO,2012,343765,77426,4063606,2108180,163363,154895,362419,224525,436593
WHO,2013,353687,78782,4031293,2119688,165098,159181,365778,222617,436978
WHO,2014,364242,79964,4020270,2135560,168034,163665,369135,222863,439910
WHO,2015,376536,82630,4113345,2186383,175136,170961,380969,229061,452287
WHO,2016,387073,83415,4093446,2192092,177933,173622,383488,225931,450146
WHO,2017,397402,84296,4082669,2199921,181403,174671,388206,222517,446710
WHO,2018,407625,85863,4154066,2228927,182963,177232,393244,222476,449105
WHO,2019,417167,87348,4213688,2260409,185698,180431,398681,223075,452555
FJI,1990,36,22,1645,415,530,115,400,62,126
FJI,1991,37,22,1679,419,573,123,405,62,126
FJI,1992,37,23,1706,422,619,131,407,62,126
FJI,1993,37,24,1742,427,673,140,411,63,126
FJI,1994,38,24,1772,429,731,150,413,63,127
FJI,1995,38,25,1801,432,796,161,415,64,128
FJI,1996,38,26,1849,439,847,171,421,66,130
FJI,1997,39,26,1877,443,889,179,422,66,131
FJI,1998,39,25,1833,437,897,182,412,66,129
FJI,1999,39,27,1954,456,986,199,433,69,134
FJI,2000,40,28,2020,470,1064,211,443,70,137
FJI,2001,40,28,1980,467,1058,211,433,69,136
FJI,2002,41,28,1958,473,1074,214,426,69,134
FJI,2003,42,28,1991,497,1166,213,423,70,136
FJI,2004,43,27,1926,503,1180,209,395,68,135
FJI,2005,44,28,1982,528,1249,218,387,70,140
FJI,2006,46,29,2063,559,1280,229,383,73,147
FJI,2007,48,31,2132,590,1355,237,380,74,151
FJI,2008,50,32,2196,618,1411,243,376,76,156
FJI,2009,52,32,2187,629,1399,240,365,75,155
FJI,2010,54,33,2237,651,1433,243,367,77,158
FJI,2011,56,35,2274,672,1489,249,366,78,162
FJI,2012,58,36,2321,690,1526,253,366,79,165
FJI,2013,60,37,2366,708,1548,258,375,80,167
FJI,2014,62,38,2421,726,1577,264,382,81,170
FJI,2015,64,39,2472,744,1607,270,389,82,172
FJI,2016,66,41,2516,762,1631,275,395,83,174
FJI,2017,69,42,2565,779,1659,281,403,85,177
FJI,2018,71,43,2603,795,1692,286,407,86,179
FJI,2019,73,44,2642,810,1725,292,412,87,181
FIN,1990,1380,316,24657,10337,583,213,1253,619,1782
FIN,1991,1429,321,24334,10386,577,217,1247,643,1837
FIN,1992,1486,332,24417,10537,581,226,1270,665,1901
FIN,1993,1533,341,24274,10592,576,232,1287,670,1932
FIN,1994,1569,338,23276,10445,548,233,1266,668,1917
FIN,1995,1620,351,23322,10591,546,241,1314,696,1977
FIN,1996,1669,361,23117,10659,529,261,1367,712,2022
FIN,1997,1719,373,23044,10749,522,267,1423,738,2071
FIN,1998,1758,383,22752,10800,513,271,1470,753,2088
FIN,1999,1795,393,22542,10813,502,278,1485,770,2107
FIN,2000,1843,406,22508,10883,499,288,1497,805,2153
FIN,2001,1876,419,22348,10975,486,301,1512,844,2180
FIN,2002,1906,436,22525,11136,483,315,1522,898,2242
FIN,2003,1929,449,22410,11285,473,327,1530,963,2314
FIN,2004,1945,456,22077,11408,462,345,1520,1072,2434
FIN,2005,1998,469,22009,11534,452,366,1555,1160,2526
FIN,2006,2062,487,21976,11693,437,392,1592,1201,2563
FIN,2007,2138,507,22186,11909,439,420,1634,1272,2643
FIN,2008,2222,527,22278,12089,433,450,1656,1302,2656
FIN,2009,2294,550,22449,12340,424,480,1705,1322,2681
FIN,2010,2398,576,22765,12597,424,521,1746,1326,2679
FIN,2011,2498,597,22836,12785,424,562,1784,1310,2656
FIN,2012,2597,618,23045,13029,430,604,1819,1308,2641
FIN,2013,2701,638,23214,13279,436,640,1846,1298,2635
FIN,2014,2790,657,23336,13454,441,673,1870,1267,2601
FIN,2015,2900,669,23473,13634,450,698,1896,1228,2557
