code,year,d_alzheimers_disease_and_other_dementias,d_parkinsons_disease,d_cardiovascular_diseases,d_neoplasms,d_diabetes_mellitus,d_chronic_kidney_disease,d_chronic_respiratory_diseases,d_cirrhosis_and_other_chronic_liver_diseases,d_digestive_diseases
COG,1998,126,46,4840,1961,703,454,881,745,1219
COG,1999,131,46,4862,1978,714,463,879,761,1247
COG,2000,135,46,4800,1953,711,461,860,758,1245
COG,2001,141,46,4700,1912,702,451,833,746,1228
COG,2002,149,46,4657,1908,700,449,820,750,1233
COG,2003,159,48,4779,1976,724,464,834,785,1289
COG,2004,168,49,4872,2029,741,471,842,810,1328
COG,2005,177,50,4937,2089,754,480,846,836,1371
COG,2006,184,52,5040,2151,773,491,853,859,1408
COG,2007,191,54,5171,2221,795,503,864,884,1452
COG,2008,199,55,5320,2295,819,517,875,903,1487
COG,2009,208,57,5417,2362,839,529,880,915,1510
COG,2010,217,59,5505,2431,857,539,882,918,1512
COG,2011,226,61,5611,2502,880,548,886,917,1507
COG,2012,237,64,5796,2618,919,570,903,935,1534
COG,2013,247,67,5965,2721,953,588,916,946,1547
COG,2014,256,69,6152,2822,985,607,927,958,1564
COG,2015,266,71,6285,2908,1014,623,933,969,1579
COG,2016,275,73,6442,2994,1041,637,940,985,1600
COG,2017,285,76,6634,3104,1077,656,956,1016,1646
COG,2018,297,79,6865,3235,1124,678,977,1042,1681
COG,2019,309,82,7096,3363,1169,701,997,1071,1722
COK,1990,2,1,42,19,14,3,8,2,4
COK,1991,2,1,42,19,15,3,8,2,4
COK,1992,2,1,42,19,15,3,7,2,4
COK,1993,2,1,42,20,16,3,7,2,4
COK,1994,2,1,42,20,16,3,7,2,4
COK,1995,2,1,42,20,16,3,7,2,4
COK,1996,2,1,42,20,17,3,7,2,4
COK,1997,2,1,42,20,17,3,7,2,4
COK,1998,2,1,43,21,18,3,7,2,4
COK,1999,2,1,43,21,19,3,7,2,4
COK,2000,2,1,44,21,19,4,7,2,4
COK,2001,2,1,43,22,20,4,7,2,4
COK,2002,2,1,43,22,20,4,7,2,4
COK,2003,3,1,43,23,21,4,7,2,4
COK,2004,3,1,43,23,22,4,7,2,4
COK,2005,3,1,43,23,22,4,7,2,4
COK,2006,3,1,44,24,22,5,7,2,4
COK,2007,3,1,44,24,22,5,7,2,4
COK,2008,3,1,44,25,22,5,7,2,4
COK,2009,3,1,45,25,22,5,7,2,4
COK,2010,3,1,47,26,22,5,7,2,4
COK,2011,3,1,49,26,23,5,7,2,4
COK,2012,4,1,50,27,23,6,7,2,4
COK,2013,4,1,52,28,23,6,7,2,4
COK,2014,4,1,53,28,23,6,7,2,4
COK,2015,4,1,54,29,24,6,7,2,4
COK,2016,4,2,56,30,25,7,7,2,4
COK,2017,4,2,57,31,26,7,7,2,4
COK,2018,4,2,58,31,26,7,7,2,4
COK,2019,4,2,58,32,27,7,8,2,5
CRI,1990,344,64,3454,2345,266,256,477,317,611
CRI,1991,364,68,3604,2436,283,268,501,341,656
CRI,1992,384,73,3747,2540,294,286,528,374,712
CRI,1993,403,75,3815,2599,297,305,549,395,748
CRI,1994,426,81,4062,2782,318,343,603,439,819
CRI,1995,447,87,4250,2967,349,382,665,482,889
CRI,1996,464,87,4139,2947,340,403,698,473,883
CRI,1997,485,91,4172,3035,323,466,810,495,927
CRI,1998,505,95,4241,3145,326,521,887,518,969
CRI,1999,525,100,4398,3294,334,580,947,550,1025
CRI,2000,545,101,4347,3284,329,607,950,538,1013
CRI,2001,568,108,4471,3417,342,662,979,556,1050
CRI,2002,587,109,4362,3396,335,686,941,569,1060
CRI,2003,613,115,4452,3562,371,742,975,591,1096
CRI,2004,640,122,4585,3717,378,802,991,611,1133
CRI,2005,660,120,4353,3630,345,778,932,578,1077
CRI,2006,696,130,4628,3914,350,848,967,639,1166
CRI,2007,720,124,4252,3679,309,785,896,587,1079
CRI,2008,764,132,4449,3905,320,847,926,622,1135
CRI,2009,802,135,4469,4045,314,875,925,627,1150
CRI,2010,865,156,5127,4587,356,1024,1058,722,1323
CRI,2011,908,155,5036,4542,344,1002,1035,701,1300
CRI,2012,959,160,5153,4650,352,1025,1055,711,1328
CRI,2013,1011,167,5306,4815,377,1058,1090,745,1384
CRI,2014,1065,173,5454,4924,403,1091,1127,767,1426
CRI,2015,1121,182,5719,5181,465,1159,1189,821,1519
CRI,2016,1176,196,6086,5513,528,1244,1282,887,1634
CRI,2017,1220,204,6296,5692,538,1283,1331,910,1681
CRI,2018,1256,212,6496,5892,559,1333,1380,941,1736
CRI,2019,1295,219,6664,6049,576,1372,1425,960,1776
CIV,1990,345,123,10120,4507,1159,1569,2305,2280,3669
CIV,1991,358,129,10578,4731,1241,1640,2364,2387,3840
CIV,1992,375,136,11137,4980,1342,1722,2432,2498,4025
CIV,1993,392,143,11798,5278,1460,1829,2514,2635,4257
CIV,1994,410,151,12468,5566,1586,1930,2590,2767,4487
CIV,1995,430,160,13163,5852,1724,2026,2657,2903,4724
CIV,1996,451,168,13687,6083,1843,2100,2680,3010,4926
CIV,1997,472,175,14113,6276,1953,2162,2678,3089,5102
CIV,1998,495,183,14624,6507,2078,2235,2692,3172,5296
CIV,1999,519,191,15141,6725,2200,2305,2712,3236,5459
CIV,2000,549,205,15767,6979,2321,2401,2783,3306,5582
CIV,2001,563,213,16126,7189,2391,2469,2833,3367,5637
CIV,2002,593,226,16540,7395,2464,2539,2892,3413,5677
CIV,2003,608,233,16869,7584,2525,2600,2940,3467,5724
CIV,2004,634,243,17260,7762,2586,2649,2997,3514,5772
CIV,2005,659,251,17549,7902,2626,2677,3034,3544,5789
CIV,2006,693,262,17877,8094,2672,2723,3090,3584,5841
CIV,2007,713,265,17970,8207,2686,2732,3104,3599,5832
CIV,2008,752,276,18218,8365,2722,2754,3139,3616,5832
CIV,2009,788,286,18598,8624,2788,2807,3198,3682,5904
CIV,2010,825,296,19018,8909,2865,2868,3267,3754,5983
CIV,2011,861,305,19448,9158,2934,2920,3325,3751,6050
CIV,2012,900,315,19918,9516,3016,3002,3408,3789,6192
CIV,2013,942,327,20586,9972,3128,3117,3525,3869,6399
CIV,2014,972,332,20946,10291,3198,3198,3575,3896,6514
CIV,2015,1020,347,21422,10580,3269,3272,3616,3884,6572
CIV,2016,1043,348,21285,10641,3266,3260,3561,3826,6509
CIV,2017,1085,357,21492,10866,3316,3294,3566,3874,6555
CIV,2018,1137,371,22129,11345,3450,3398,3638,3958,6661
CIV,2019,1184,383,22376,11587,3513,3434,3642,3948,6623
HRV,1990,1013,287,26917,11658,787,427,1282,1883,2872
HRV,1991,1037,283,26189,11493,827,426,1246,1818,2783
HRV,1992,1053,279,25589,11540,894,440,1244,1785,2728
HRV,1993,1082,277,25394,11552,930,461,1251,1764,2705
HRV,1994,1115,276,25152,11486,970,490,1263,1745,2676
HRV,1995,1165,287,25616,11539,1016,538,1295,1743,2684
HRV,1996,1187,296,26082,11820,1062,585,1316,1761,2721
HRV,1997,1197,304,26532,12103,1103,624,1352,1797,2776
HRV,1998,1205,309,26351,11965,1078,643,1356,1788,2764
HRV,1999,1215,314,26145,11791,1025,669,1395,1792,2768
HRV,2000,1257,320,25732,11266,970,670,1383,1729,2702
HRV,2001,1273,328,25477,11150,944,666,1384,1697,2672
HRV,2002,1284,344,25643,11461,967,693,1427,1670,2671
HRV,2003,1287,359,25721,12149,999,719,1504,1633,2658
HRV,2004,1294,361,24645,12124,979,706,1497,1535,2545
HRV,2005,1346,378,24938,12627,1014,734,1564,1547,2577
HRV,2006,1382,386,24559,12603,1023,756,1561,1487,2513
HRV,2007,1426,408,25067,12975,1080,803,1642,1509,2559
HRV,2008,1453,421,25049,13740,1099,811,1678,1509,2577
HRV,2009,1488,420,24176,13729,1063,793,1681,1409,2458
HRV,2010,1562,433,24314,13838,1066,795,1705,1357,2420
HRV,2011,1623,439,24015,13947,1036,775,1734,1300,2355
HRV,2012,1688,446,23852,14144,1033,790,1777,1266,2324
HRV,2013,1746,445,23260,13916,1009,786,1761,1179,2216
HRV,2014,1815,459,23526,14200,1046,837,1812,1172,2222
HRV,2015,1898,484,24640,14693,1134,920,1910,1201,2293
HRV,2016,1951,465,23344,14034,1112,914,1831,1128,2172
HRV,2017,2032,475,23939,14012,1113,909,1852,1139,2199
HRV,2018,2098,483,24257,13969,1120,915,1861,1139,2208
HRV,2019,2166,492,24721,14024,1134,923,1878,1151,2234
CUB,1990,1747,377,29578,14864,2278,816,1866,1127,2683
CUB,1991,1844,391,29914,15061,2330,830,1924,1173,2771
CUB,1992,1944,414,31207,15512,2427,865,2053,1243,2916
CUB,1993,2034,433,32349,15848,2455,901,2192,1300,3029
CUB,1994,2115,440,32653,15997,2413,931,2260,1313,3036
CUB,1995,2199,445,32756,16054,2357,944,2328,1274,2974
CUB,1996,2284,456,32816,16095,2237,957,2425,1247,2938
CUB,1997,2358,466,32318,16127,2008,985,2551,1227,2913
CUB,1998,2439,481,32391,16573,1824,1032,2691,1244,2964
CUB,1999,2524,501,32457,17039,1650,1093,2815,1269,3013
CUB,2000,2601,516,31913,17343,1499,1169,2821,1243,2992
CUB,2001,2685,538,32213,17979,1387,1348,2934,1270,3026
CUB,2002,2735,530,30623,17914,1274,1394,2838,1229,2909
CUB,2003,2820,561,31493,18784,1329,1538,3017,1290,3023
CUB,2004,2898,590,32282,19484,1396,1644,3154,1329,3102
CUB,2005,2964,617,33070,20350,1488,1764,3272,1395,3204
CUB,2006,3002,604,31379,20229,1484,1769,3175,1349,3104
CUB,2007,3095,622,31642,20907,1548,1841,3285,1386,3166
CUB,2008,3215,654,32596,21675,1633,1935,3402,1435,3269
CUB,2009,3325,676,33155,22288,1695,2018,3507,1493,3391
CUB,2010,3445,703,33889,22905,1755,2118,3640,1563,3518
CUB,2011,3529,689,32388,22356,1659,2065,3587,1507,3413
CUB,2012,3666,722,33478,23371,1696,2199,3771,1641,3627
CUB,2013,3792,749,34308,24014,1719,2300,3946,1721,3762
CUB,2014,3923,784,35492,24740,1742,2401,4124,1811,3916
CUB,2015,4054,829,37170,25823,1818,2548,4374,1927,4113
CUB,2016,4180,850,37559,26281,1844,2602,4444,1971,4196
CUB,2017,4350,900,39648,27465,1971,2713,4622,2053,4374
CUB,2018,4449,926,40510,27991,2037,2767,4684,2076,4438
CUB,2019,4503,917,39755,27785,2020,2727,4586,2036,4365
CYP,1990,96,54,2518,945,439,184,327,102,232
CYP,1991,99,58,2654,978,460,198,354,106,242
CYP,1992,102,62,2765,1018,484,210,372,109,252
CYP,1993,105,63,2807,1044,496,215,373,111,256
CYP,1994,107,63,2781,1056,497,215,365,111,256
CYP,1995,111,64,2779,1079,502,216,364,112,257
CYP,1996,115,64,2763,1091,499,216,363,113,259
CYP,1997,120,64,2779,1109,502,218,365,114,262
CYP,1998,127,66,2844,1130,517,224,370,116,268
CYP,1999,133,66,2868,1155,524,227,370,118,272
CYP,2000,139,65,2791,1179,512,224,363,117,269
CYP,2001,146,64,2723,1209,497,222,357,116,268
CYP,2002,153,64,2703,1260,494,223,356,117,271
CYP,2003,162,63,2685,1308,490,223,351,117,272
CYP,2004,170,64,2710,1381,494,227,355,118,277
CYP,2005,180,66,2772,1472,500,237,366,119,281
CYP,2006,189,69,2845,1553,511,250,381,120,287
CYP,2007,198,71,2858,1636,511,260,392,119,288
CYP,2008,206,71,2787,1702,497,264,395,118,287
CYP,2009,214,72,2738,1764,485,268,403,117,288
CYP,2010,223,74,2714,1805,476,278,414,118,294
CYP,2011,230,74,2672,1843,461,283,418,118,297
CYP,2012,237,75,2651,1892,451,288,429,118,300
CYP,2013,246,77,2665,1952,449,292,444,121,308
CYP,2014,256,80,2729,2023,454,301,466,124,318
CYP,2015,267,83,2799,2084,456,308,490,127,326
CYP,2016,279,84,2810,2117,450,306,497,128,331
CYP,2017,292,84,2860,2145,454,307,496,131,336
CYP,2018,307,89,2974,2214,471,319,517,135,349
CYP,2019,324,94,3112,2291,490,335,541,140,364
CZE,1990,2431,609,70923,28420,1916,1078,3193,2287,4890
CZE,1991,2464,588,67875,27776,1706,1039,2879,2184,4648
CZE,1992,2512,573,65915,27614,1528,1004,2693,2122,4495
CZE,1993,2558,561,63564,27175,1370,966,2477,2014,4286
CZE,1994,2617,564,62669,27466,1234,966,2335,2011,4263
CZE,1995,2678,584,63131,28140,1136,988,2235,2043,4272
CZE,1996,2700,576,60197,27674,1052,967,2103,2005,4125
CZE,1997,2749,591,60033,27994,1085,969,2107,2059,4165
CZE,1998,2787,594,57570,27337,1120,965,2100,2043,4097
CZE,1999,2861,615,57031,27241,1123,974,2154,2087,4167
CZE,2000,2964,647,57137,27253,1196,997,2264,2164,4316
CZE,2001,3049,679,57230,26126,1247,1017,2353,2269,4502
CZE,2002,3072,690,55597,27633,1279,1014,2362,2259,4476
CZE,2003,3106,725,56075,29092,1396,1054,2485,2376,4666
CZE,2004,3135,721,53377,28922,1415,1039,2478,2339,4593
CZE,2005,3217,740,52681,29301,1516,1069,2588,2382,4679
CZE,2006,3276,736,50370,28996,1601,1052,2582,2345,4607
CZE,2007,3359,746,49404,29302,1783,1040,2687,2384,4651
CZE,2008,3464,768,49227,29797,1908,1032,2812,2424,4720
CZE,2009,3590,786,48865,29883,2030,1031,2934,2403,4712
CZE,2010,3760,806,48754,30170,2192,1043,3057,2395,4704
CZE,2011,3955,835,49113,30026,2439,1073,3282,2408,4747
CZE,2012,4143,860,49156,29843,2648,1101,3475,2382,4736
CZE,2013,4312,883,49017,29659,2974,1131,3713,2352,4729
CZE,2014,4476,891,48111,29145,3137,1151,3798,2295,4655
CZE,2015,4662,926,49031,29394,3372,1212,4013,2319,4738
CZE,2016,4804,943,48976,29535,3498,1248,4066,2312,4750
CZE,2017,4929,966,49510,29820,3549,1285,4135,2331,4795
CZE,2018,5041,993,51108,30505,3506,1309,4121,2338,4853
CZE,2019,5121,1005,51294,30718,3441,1317,4062,2320,4846
COD,1990,1223,379,45379,18563,5863,4423,10993,8623,14646
COD,1991,1289,398,47130,19173,6057,4581,11408,8863,15070
COD,1992,1356,414,48592,19598,6208,4699,11768,9019,15366
COD,1993,1424,428,49688,19844,6299,4779,12073,9098,15546
COD,1994,1495,444,51231,20147,6458,4880,12474,9233,15820
COD,1995,1577,462,53067,20653,6660,5030,12952,9515,16323
COD,1996,1665,483,55624,21354,6953,5232,13554,9872,16929
COD,1997,1744,488,55638,21205,6935,5216,13685,9907,17018
COD,1998,1839,501,57099,21595,7086,5335,14119,10176,17475
COD,1999,1938,511,58331,21976,7209,5442,14510,10325,17723
COD,2000,2038,524,59918,22363,7353,5579,14952,10431,17955
COD,2001,2138,536,61491,22741,7490,5692,15353,10486,18085
COD,2002,2245,546,62388,22974,7537,5745,15635,10477,18082
COD,2003,2358,566,64640,23690,7801,5913,16196,10716,18470
COD,2004,2470,578,65620,23999,7882,5940,16441,10733,18469
COD,2005,2580,589,66344,24266,7937,5958,16637,10826,18604
COD,2006,2689,603,67799,24740,8090,6053,17001,11018,18961
COD,2007,2785,614,69154,25114,8220,6108,17277,11193,19349
COD,2008,2891,631,71085,25782,8456,6248,17618,11536,19995
COD,2009,2995,645,72314,26397,8646,6372,17881,11860,20613
COD,2010,3107,659,73336,27047,8824,6468,18051,12148,21091
COD,2011,3237,680,75214,28015,9109,6634,18362,12465,21668
COD,2012,3360,699,76980,29029,9373,6796,18603,12704,22110
COD,2013,3489,717,78068,30061,9597,6962,18705,12894,22449
COD,2014,3608,731,79431,31090,9802,7135,18770,13097,22805
COD,2015,3733,746,80566,31908,9966,7249,18761,13193,22942
COD,2016,3876,765,82152,32845,10182,7377,18863,13393,23223
COD,2017,4038,791,84106,33993,10478,7542,19115,13817,23792
COD,2018,4219,830,87204,35586,10959,7822,19605,14145,24247
COD,2019,4384,864,89906,36862,11354,8034,19997,14393,24531
DNK,1990,1688,330,26872,15158,886,373,3265,770,2155
DNK,1991,1727,333,26523,15218,887,395,3336,795,2229
DNK,1992,1775,342,26617,15459,909,428,3466,839,2363
DNK,1993,1821,351,26589,15761,935,460,3611,893,2515
DNK,1994,1874,358,26169,16219,926,512,3743,964,2713
DNK,1995,1919,365,25618,16475,929,551,3884,1012,2853
DNK,1996,1952,364,24444,16484,933,572,3955,1033,2899
DNK,1997,1991,363,23181,16415,1026,592,4028,1066,2975
DNK,1998,2030,361,21902,16320,1094,612,4070,1066,2977
DNK,1999,2096,370,21561,16498,1205,652,4195,1109,3068
DNK,2000,2143,375,20688,16384,1257,691,4175,1073,3028
DNK,2001,2188,393,20762,16572,1337,732,4228,1088,3092
DNK,2002,2201,406,20444,16713,1416,777,4228,1115,3133
DNK,2003,2188,410,19630,16713,1421,801,4143,1125,3109
DNK,2004,2177,413,18708,16759,1409,813,4018,1122,3072
DNK,2005,2183,419,17847,16753,1401,824,3944,1106,3038
DNK,2006,2213,432,17380,16992,1420,854,3970,1133,3057
DNK,2007,2239,447,16909,17172,1438,896,4029,1136,3035
DNK,2008,2248,459,16250,17285,1423,919,4055,1118,2973
DNK,2009,2264,474,15846,17514,1422,959,4139,1109,2928
DNK,2010,2278,484,15291,17632,1389,1001,4151,1086,2846
DNK,2011,2311,492,14680,17448,1368,1024,4156,1031,2717
DNK,2012,2349,505,14343,17464,1353,1060,4190,995,2629
DNK,2013,2385,517,14076,17464,1347,1083,4241,969,2570
DNK,2014,2425,523,13837,17440,1329,1088,4233,941,2517
DNK,2015,2474,535,13871,17459,1336,1103,4280,918,2493
DNK,2016,2544,550,14307,17626,1358,1101,4344,931,2550
DNK,2017,2605,566,14668,17867,1384,1110,4421,941,2598
DNK,2018,2651,583,14986,18188,1408,1120,4497,948,2639
DNK,2019,2703,600,15330,18488,1434,1133,4572,955,2684
DJI,1990,10,3,337,179,41,31,60,68,116
DJI,1991,11,3,350,184,43,32,62,70,118
DJI,1992,11,3,368,193,46,34,65,73,123
DJI,1993,12,3,393,208,49,37,69,78,133
DJI,1994,12,3,404,213,51,38,69,79,134
DJI,1995,13,4,431,229,55,42,73,85,145
DJI,1996,14,4,450,241,59,44,75,90,152
DJI,1997,15,4,464,251,62,46,76,93,157
DJI,1998,16,4,490,270,67,50,79,100,168
DJI,1999,17,5,507,283,71,53,81,104,175
DJI,2000,18,5,524,294,74,55,82,108,181
DJI,2001,19,5,543,306,78,58,83,111,187
DJI,2002,20,5,569,323,83,61,85,116,194
DJI,2003,22,6,587,335,87,63,86,119,198
DJI,2004,23,6,632,366,95,69,92,129,213
DJI,2005,25,7,661,385,100,72,93,133,220
DJI,2006,27,7,686,400,105,75,95,137,225
DJI,2007,28,8,724,423,112,80,99,143,236
DJI,2008,30,8,759,443,118,83,103,149,245
DJI,2009,32,8,788,460,124,87,105,152,250
DJI,2010,34,9,831,487,132,92,109,160,262
DJI,2011,36,10,871,511,139,96,113,167,273
DJI,2012,38,10,912,537,146,101,117,174,283
DJI,2013,40,11,952,563,154,105,120,180,292
DJI,2014,43,11,976,575,159,107,121,182,293
DJI,2015,45,12,1025,604,167,112,125,189,304
DJI,2016,48,12,1065,631,175,117,129,197,315
DJI,2017,51,13,1121,669,185,123,135,208,331
DJI,2018,55,14,1183,712,197,130,140,218,346
DJI,2019,58,15,1240,750,207,136,146,226,357
DMA,1990,15,4,257,142,51,26,17,12,26
DMA,1991,15,4,261,144,54,27,18,12,27
DMA,1992,16,4,254,143,54,26,18,12,26
DMA,1993,17,4,253,144,55,27,18,12,26
DMA,1994,17,5,254,146,57,27,18,12,26
DMA,1995,18,5,253,147,58,28,19,12,26
DMA,1996,19,5,253,148,59,28,19,12,26
DMA,1997,19,5,249,148,59,28,19,11,26
DMA,1998,20,5,246,147,59,29,20,11,26
DMA,1999,20,5,251,150,61,31,20,11,26
DMA,2000,21,5,249,152,61,32,20,11,26
DMA,2001,21,5,245,152,60,33,20,11,25
DMA,2002,22,5,245,155,60,34,21,11,25
DMA,2003,22,5,245,156,60,35,21,11,25
DMA,2004,22,5,238,156,59,35,21,11,25
DMA,2005,22,5,234,156,58,35,21,10,24
DMA,2006,21,5,234,157,58,35,21,10,24
DMA,2007,21,5,235,158,57,36,21,10,24
DMA,2008,21,5,233,159,56,36,21,10,24
DMA,2009,21,5,231,161,56,37,21,10,24
DMA,2010,21,6,232,164,56,38,21,10,24
DMA,2011,20,6,233,167,56,39,21,10,24
DMA,2012,20,6,235,169,56,40,21,10,24
DMA,2013,20,6,237,172,56,40,21,10,24
DMA,2014,20,6,239,174,56,41,21,10,25
DMA,2015,19,6,240,175,56,42,22,11,25
DMA,2016,19,6,239,176,56,42,22,11,25
DMA,2017,19,6,239,178,56,42,22,11,25
DMA,2018,19,6,240,180,57,42,22,11,25
DMA,2019,19,6,242,182,57,43,22,11,25
DOM,1990,512,114,8464,3366,837,584,915,1530,2355
DOM,1991,540,114,8462,3441,855,589,893,1540,2341
DOM,1992,573,115,8482,3515,874,594,872,1544,2312
DOM,1993,614,119,8776,3686,927,619,878,1583,2334
DOM,1994,656,123,8885,3808,952,634,874,1605,2336
DOM,1995,707,130,9252,4010,999,670,891,1642,2359
DOM,1996,762,144,9955,4336,1083,732,936,1700,2415
DOM,1997,819,157,10686,4629,1170,799,983,1747,2463
DOM,1998,878,168,11255,4872,1239,859,1014,1764,2472
DOM,1999,935,183,11823,5155,1290,921,1053,1776,2478
DOM,2000,984,191,12124,5352,1318,970,1075,1766,2462
DOM,2001,1033,201,12571,5626,1375,1038,1109,1770,2466
DOM,2002,1077,210,13079,5926,1448,1118,1139,1781,2473
DOM,2003,1148,231,14321,6324,1588,1246,1226,1810,2523
DOM,2004,1219,257,15930,6773,1762,1397,1335,1857,2601
DOM,2005,1259,277,17011,7166,1887,1518,1409,1888,2650
DOM,2006,1303,289,17684,7421,1965,1597,1446,1859,2612
DOM,2007,1360,298,18249,7524,2006,1648,1452,1793,2522
DOM,2008,1403,310,18895,7654,2032,1696,1475,1762,2489
DOM,2009,1436,325,19697,7857,2065,1755,1513,1777,2516
DOM,2010,1455,338,20355,8041,2092,1807,1543,1808,2560
DOM,2011,1469,348,20901,8295,2131,1866,1571,1883,2659
DOM,2012,1476,369,22242,8792,2280,1994,1655,2023,2847
DOM,2013,1490,393,23891,9367,2476,2140,1757,2194,3070
DOM,2014,1502,411,25223,9787,2634,2243,1834,2353,3267
DOM,2015,1513,430,26439,10231,2782,2330,1909,2528,3482
DOM,2016,1546,437,26925,10469,2873,2351,1932,2661,3629
DOM,2017,1578,438,26911,10545,2895,2318,1927,2752,3718
DOM,2018,1600,441,26955,10658,2925,2292,1927,2846,3813
DOM,2019,1629,446,27140,10808,2965,2280,1937,2945,3915
WB,1990,164538,47382,3612721,2123668,181137,196001,1562056,336306,588893
WB,1991,170581,48696,3660204,2181404,185074,198653,1590835,341010,595404
WB,1992,177588,50111,3712194,2234150,190700,202865,1620123,343666,598162
WB,1993,184697,51677,3762374,2292906,197048,206506,1642303,346006,599086
WB,1994,191972,52986,3788260,2344349,202967,211463,1649885,346738,598500
WB,1995,200123,54596,3835809,2405653,208961,216905,1649598,348307,598359
WB,1996,209423,56526,3894093,2465637,216221,221396,1650428,348630,595425
WB,1997,219934,58278,3939337,2514872,222065,224697,1636555,347044,589895
WB,1998,231178,60378,4019182,2584692,230491,230695,1629613,348599,589768
WB,1999,242993,63335,4161252,2669275,240640,238570,1641430,352142,593963
WB,2000,255675,66595,4330529,2755517,249735,246075,1654020,355913,598770
WB,2001,268662,69329,4463611,2811586,257970,252502,1640476,358871,601591
WB,2002,283033,72285,4622410,2872606,269153,260714,1634147,363652,608532
WB,2003,297588,75111,4770513,2949432,278877,268870,1625411,368433,616007
WB,2004,312918,78609,4934838,3046554,289757,278214,1626755,373710,624794
WB,2005,328751,81497,5030785,3104445,298450,286256,1599637,374885,625600
WB,2006,345624,82542,5020944,3118213,298398,290102,1533105,372758,619814
WB,2007,365640,84816,5080052,3164261,301414,296333,1494228,370532,614651
WB,2008,387389,88305,5226824,3231713,308567,306328,1485060,370493,613997
WB,2009,409046,92174,5405248,3300889,316866,317830,1484615,369810,613573
WB,2010,430511,96498,5602064,3379630,326611,331206,1482669,369871,615437
WB,2011,448362,99761,5748705,3441301,336762,342283,1464664,370175,617706
WB,2012,464849,102052,5820804,3487351,345837,350194,1434890,367901,617113
WB,2013,480884,104503,5926964,3528244,356716,358722,1411174,366260,616684
WB,2014,500241,107552,6035465,3593731,370448,367297,1398253,366768,619573
WB,2015,520964,110008,6137124,3653914,382908,375282,1391179,365995,621293
WB,2016,547341,114118,6294141,3748229,398055,387180,1407914,370374,630100
WB,2017,573350,117522,6424939,3842668,410364,395911,1415833,376893,640479
WB,2018,598799,121285,6558917,3956856,423627,405974,1436503,381497,647017
WB,2019,622415,126001,6737347,4090361,437697,417675,1474858,388085,658249
TLS,1990,28,6,625,294,63,93,244,104,225
TLS,1991,28,6,638,298,64,94,246,104,227
TLS,1992,29,7,662,310,67,97,252,108,233
TLS,1993,29,7,687,320,69,99,257,110,239
TLS,1994,30,7,705,324,70,100,259,111,240
TLS,1995,30,7,729,332,72,102,261,113,244
TLS,1996,31,8,751,336,73,103,262,113,245
TLS,1997,32,8,768,336,74,102,261,112,243
TLS,1998,33,9,811,350,77,105,268,117,251
TLS,1999,34,9,855,357,79,107,275,119,256
TLS,2000,35,10,915,369,82,112,284,122,264
TLS,2001,37,10,970,377,84,115,287,124,268
TLS,2002,39,11,1027,385,86,118,292,126,271
TLS,2003,41,12,1102,402,90,123,303,130,280
TLS,2004,43,12,1143,406,91,123,303,129,277
TLS,2005,46,13,1206,429,96,128,310,134,284
TLS,2006,50,14,1250,444,99,130,312,135,284
TLS,2007,54,15,1317,470,104,135,320,140,293
TLS,2008,57,16,1374,488,108,138,326,141,296
TLS,2009,61,18,1477,525,117,148,343,149,312
TLS,2010,66,19,1591,561,126,159,364,155,326
TLS,2011,71,21,1724,611,137,172,387,167,348
TLS,2012,75,22,1833,652,146,182,407,176,364
TLS,2013,79,24,1932,683,153,190,424,181,373
TLS,2014,83,25,2025,707,160,198,438,186,382
TLS,2015,87,27,2143,740,169,207,460,190,392
TLS,2016,91,28,2226,765,175,214,475,195,402
TLS,2017,95,29,2315,786,181,221,490,201,414
TLS,2018,99,30,2395,807,186,227,505,206,423
TLS,2019,102,31,2459,824,191,233,516,210,431
WHO,1990,22997,6428,735548,192228,38099,53012,121728,88521,122559
WHO,1991,23552,6632,752600,197838,39489,54598,124159,89133,123344
WHO,1992,24118,6839,773067,204305,41080,56363,126712,90141,124762
WHO,1993,24662,7086,797438,210981,42948,58435,129924,91693,126713
WHO,1994,25264,7326,820541,217860,44779,60548,133104,93305,128725
WHO,1995,25966,7574,841447,225267,46683,62629,136039,94372,130107
WHO,1996,26656,7786,859691,231807,48721,64645,137839,95585,131433
WHO,1997,27358,8022,881944,239558,50808,66858,139824,97244,133310
WHO,1998,28068,8245,899449,245947,52475,68762,140733,98550,134704
WHO,1999,28813,8463,916187,253398,54274,70756,141745,100062,136395
WHO,2000,29687,8633,923713,261294,55998,72465,141846,100877,137282
WHO,2001,30721,8958,946873,269905,58792,75129,143447,103950,140852
WHO,2002,31800,9311,970507,277848,61699,77865,145206,106644,144023
WHO,2003,32838,9682,995166,286114,64853,81172,147050,109480,147446
WHO,2004,33849,9944,1009183,293975,68124,83776,147865,110858,149216
WHO,2005,34941,10197,1021498,302243,71325,86151,148459,111530,150092
WHO,2006,36097,10477,1037666,311207,74252,88292,149399,112389,151439
WHO,2007,37363,10771,1052818,319672,76815,90386,150271,113657,153225
WHO,2008,38721,11133,1075590,331687,80108,93470,152057,116364,156689
WHO,2009,40150,11505,1096521,343319,83503,96332,153445,118949,159844
WHO,2010,41614,11887,1115520,354148,87122,99331,154700,121230,162575
WHO,2011,43110,12240,1133173,364949,89927,101731,156155,123366,165301
